0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,Attend,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/24/2018,"Toledo @ Notre Dame, Ind.",W 3 - 2,,1,1,1,1,3,,,,,,,,1,,1.5,,
08/25/2018,@ Notre Dame,L 0 - 3,,2,1,3,2,17,0.059,,,,5,1,,,,3.0,,
08/25/2018,"Weber St. @ Notre Dame, Ind.",W 3 - 1,,,,,,,,,,,,,,,,,,
08/31/2018,"Virginia @ DeKalb, Ill.",L 2 - 3,,5,1,0,0,0,,,,1,1,,,,,,,
09/01/2018,@ Northern Ill.,W 3 - 2,,4,1,11,4,34,0.206,,,2,12,2,,,,11.0,,
09/01/2018,"Nevada @ DeKalb, Ill.",L 0 - 3,,1,1,3,2,7,0.143,,,,,,,,1,3.0,,
09/08/2018,"Austin Peay @ Evansville, Ind.",W 3 - 2,,5,1,10,6,39,0.103,,,1,15,2,,2,,11.0,,
09/08/2018,@ Evansville,W 3 - 0,,3,1,5,3,11,0.182,,1,1,8,,,1,,6.5,,
09/14/2018,"Louisiana Tech @ Edwardsville, Ill.",W 3 - 0,,3,1,9,3,23,0.261,,,,1,,1,,1,10.0,,
09/14/2018,@ SIUE,W 3 - 0,,3,1,15,4,34,0.324,,1,1,10,,2,1,,18.5,,
09/15/2018,"Oral Roberts @ Edwardsville, Ill.",W 3 - 2,,5,1,7,7,37,,2,1,1,18,,,1,,8.5,,
09/21/2018,Green Bay,W 3 - 1,,4,1,20,5,40,0.375,1,,,4,,1,,,21.0,,
09/22/2018,Milwaukee,W 3 - 0,,3,1,4,3,15,0.067,1,,,1,1,1,,2,5.0,,
09/28/2018,@ Cleveland St.,L 1 - 3,,4,1,13,2,37,0.297,,,1,5,,,1,,13.5,,
09/29/2018,@ Oakland,W 3 - 1,,4,1,8,3,28,0.179,,,,5,,,2,,9.0,,
10/03/2018,@ Youngstown St.,W 3 - 0,,3,1,5,5,23,,,1,1,,,1,,1,7.0,,
10/07/2018,UIC,L 2 - 3,,5,1,8,3,25,0.200,,,,2,,,3,,9.5,,
10/13/2018,@ IUPUI,W 3 - 1,,4,1,14,9,33,0.152,,,,13,,,1,,14.5,1,
10/14/2018,@ Wright St.,L 2 - 3,,5,1,5,7,27,-0.074,,,1,4,,1,,,6.0,,
10/19/2018,@ Milwaukee,L 2 - 3,,5,1,12,7,44,0.114,,1,1,2,,,2,,14.0,,
10/20/2018,@ Green Bay,L 1 - 3,,4,1,8,6,42,0.048,1,,3,11,1,1,1,,9.5,,
10/27/2018,IUPUI,W 3 - 0,,3,1,9,3,19,0.316,2,,,5,,,1,,9.5,,
10/28/2018,Wright St.,W 3 - 1,,4,1,8,3,22,0.227,1,1,4,12,,,2,1,10.0,,
10/31/2018,Youngstown St.,W 3 - 0,,3,1,10,1,19,0.474,,5,2,9,1,,2,,16.0,,
11/02/2018,@ UIC,W 3 - 0,,3,1,6,4,16,0.125,1,2,1,6,,,,,8.0,,
11/09/2018,Oakland,W 3 - 1,,4,1,7,4,24,0.125,1,3,,6,,1,5,,13.5,,
11/10/2018,Cleveland St.,W 3 - 2,,5,1,14,6,56,0.143,2,1,1,26,1,1,1,,16.5,,
11/16/2018,"Wright St. @ Green Bay, Wis.",W 3 - 2,,5,1,8,6,25,0.080,,3,,10,1,,,,11.0,,
11/17/2018,"Cleveland St. @ Green Bay, Wis.",W 3 - 0,,3,1,8,3,19,0.263,,4,1,16,,,,,12.0,,
11/18/2018,@ Green Bay,L 0 - 3,,3,1,6,6,25,,,,,9,,,,,6.0,,
11/29/2018,@ Miami (OH),L 0 - 3,,3,1,1,3,10,-0.200,,,,1,1,,,,1.0,,
