Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
2,"Wada, Ally",Fr,S,5-8,109,,109,29.0,,12,1,33,0.33299999999999996,409.0,26.0,19.0,187.0,1.0,,1.0,,38.5,10.0,,
5,"Anthony, Erin",So,S,5-9,109,,109,29.0,29.0,26,6,76,0.263,596.0,24.0,41.0,215.0,,1.0,2.0,2.0,52.0,11.0,,
8,"Dalla Vecchia, Anna",So,L,5-7,108,,108,29.0,,4,3,37,0.027000000000000003,113.0,29.0,24.0,436.0,46.0,,,,33.0,1.0,,
9,"Zinger, Emily",So,RS,6-3,105,,105,29.0,29.0,232,104,698,0.183,1.0,,,39.0,,7.0,75.0,10.0,276.5,,,
18,"Araujo, Camille",Jr,L/DS,5-7,101,,101,29.0,2.0,1,2,13,-0.077,13.0,23.0,17.0,145.0,27.0,,,,24.0,,,
19,"Bondar, Olena",Sr,OH,6-0,94,,94,27.0,23.0,190,113,548,0.141,3.0,8.0,37.0,52.0,2.0,5.0,53.0,12.0,229.5,1.0,,
10,"Garcia, Kathya",Jr,OH,5-10,90,,90,23.0,23.0,249,97,806,0.18899999999999997,17.0,25.0,39.0,257.0,44.0,5.0,24.0,3.0,291.0,,,
11,"Sydenham, Sophie",Fr,OH,5-10,89,,89,28.0,17.0,137,58,502,0.157,5.0,4.0,13.0,46.0,9.0,2.0,23.0,2.0,154.5,,,
6,"Wagstaff, Katie",Fr,MB,6-0,86,,86,26.0,4.0,56,28,168,0.16699999999999998,2.0,,,10.0,1.0,6.0,63.0,8.0,93.5,1.0,,
12,"Oskam, Marjolijn",Sr,MB,6-4,85,,85,26.0,18.0,96,40,246,0.228,3.0,,,10.0,,9.0,84.0,15.0,147.0,2.0,,
17,"Marshall, McKenna",Fr,OH,6-1,49,,49,15.0,13.0,121,77,362,0.122,3.0,5.0,11.0,66.0,25.0,1.0,17.0,3.0,135.5,,,
16,"Rogers, Victoria",Fr,OH,6-0,47,,47,18.0,7.0,61,27,188,0.18100000000000002,1.0,1.0,4.0,27.0,8.0,1.0,14.0,,70.0,,,
14,"Ashman, Kate",Jr,MB,6-3,36,,36,10.0,9.0,74,27,161,0.292,1.0,,,10.0,,2.0,38.0,6.0,95.0,,,
13,"To'oto'o, Moana",Fr,L/DS,5-8,11,,11,7.0,,0,0,1,0.0,2.0,1.0,2.0,10.0,1.0,,,,1.0,,,
4,"Pemberton, Tanner",Fr,L/DS,5-6,3,,3,2.0,,0,1,1,-1.0,,,,1.0,,,,,,,,
20,"Madden, Saige",Fr,OH,6-0,2,,2,2.0,,0,0,2,0.0,,,,,,,,,,,,
1,"Levinson, Shannon",Jr,L/DS,5-3,2,,2,2.0,,0,0,0,,,,,1.0,,,,,,,,
-,TEAM,-,-,-,-,-,10,8.0,,0,0,0,,,,,,7.0,,,,,,,
-,Totals,-,-,-,-,-,109,,,1259,583,3841,0.17600000000000002,1169.0,146.0,207.0,1510.0,171.0,39.0,394.0,61.0,1641.0,26.0,,
-,Opponent Totals,-,-,-,-,-,109,,,1475,579,3776,0.237,1387.0,171.0,229.0,1717.0,146.0,34.0,449.0,53.0,1904.5,26.0,,
