Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
3,"Finn, Morgan",Sr,RS,6-1,105,,105,29.0,12.0,202,84,567,0.20800000000000002,6.0,,,29.0,,2.0,59.0,7.0,233.5,,,
2,"Dieudonne, Nadia",So,S,5-8,105,,105,29.0,13.0,26,9,90,0.18899999999999997,540.0,13.0,4.0,204.0,,,4.0,1.0,41.0,5.0,,
6,"Klare, Meredith",Sr,L,5-7,105,,105,29.0,,4,0,10,0.4,93.0,13.0,7.0,470.0,18.0,,,,17.0,,,
4,"Grossman, Laura",Sr,OH,5-10,104,,104,29.0,29.0,297,148,985,0.151,25.0,18.0,35.0,342.0,40.0,7.0,47.0,5.0,345.5,2.0,,
5,"Adams, Audrey",So,MB,6-2,100,,100,28.0,26.0,219,60,464,0.34299999999999997,5.0,17.0,37.0,29.0,,8.0,85.0,7.0,286.5,,,
16,"Estes, Mckena",Sr,S,5-9,99,,99,27.0,16.0,21,7,77,0.182,507.0,19.0,22.0,157.0,1.0,,4.0,1.0,42.0,6.0,,
8,"Hopkins, Moriah",So,RS,6-1,93,,93,28.0,15.0,168,80,493,0.17800000000000002,2.0,,,22.0,,5.0,43.0,13.0,194.5,1.0,,
14,"Carlton, Jayda",Fr,MB,5-11,91,,91,27.0,26.0,91,43,255,0.188,3.0,1.0,2.0,15.0,1.0,20.0,87.0,9.0,155.5,,,
17,"Painter, Norah",Fr,OH,6-0,89,,89,27.0,13.0,178,112,524,0.126,2.0,,,32.0,17.0,3.0,23.0,7.0,192.5,,,
7,"Shannon, Ryan",Fr,L/DS,5-6,51,,51,15.0,4.0,2,4,16,-0.125,11.0,11.0,13.0,104.0,14.0,,,,13.0,,,
12,"Kutruff, Madi",Jr,DS,5-5,49,,49,18.0,9.0,0,1,5,-0.2,11.0,4.0,12.0,99.0,14.0,,,,4.0,1.0,,
15,"Hart, Olivia",Sr,DS,5-4,32,,32,14.0,1.0,1,0,3,0.33299999999999996,16.0,6.0,6.0,38.0,14.0,,,,7.0,1.0,,
9,"Franxman, Kelly",Fr,OH,6-0,24,,24,9.0,3.0,41,23,150,0.12,2.0,,3.0,17.0,4.0,,5.0,7.0,43.5,,,
1,"Mangette, Mackenzie",Fr,MB,6-1,22,,22,11.0,5.0,24,13,65,0.16899999999999998,,6.0,4.0,3.0,,1.0,8.0,3.0,35.0,,,
11,"Chaffee, Ellie",Fr,MB,6-1,6,,6,2.0,1.0,4,5,21,-0.048,1.0,,,2.0,,,3.0,,5.5,,,
18,"Hanlon, Lauren",Fr,RS,6-1,4,,4,2.0,1.0,4,3,16,0.062,,,,,,,4.0,1.0,6.0,,,
-,TEAM,-,-,-,-,-,21,14.0,,0,1,2,-0.5,,,,,19.0,,,1.0,,,,
-,Totals,-,-,-,-,-,105,,,1282,593,3743,0.184,1224.0,108.0,145.0,1563.0,142.0,46.0,372.0,62.0,1622.0,16.0,,
-,Opponent Totals,-,-,-,-,-,105,,,1507,608,3930,0.22899999999999998,1402.0,142.0,176.0,1639.0,108.0,57.0,334.0,50.0,1873.0,31.0,,
