Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
8,"Slover, Taylor",Sr,OH,6-1,130,,130,33.0,33.0,480,189,1345,0.21600000000000003,30.0,36.0,39.0,320.0,40.0,14.0,51.0,5.0,555.5,1.0,,
5,"Halteman, Madelyn",Jr,S,5-10,130,,130,33.0,33.0,54,10,143,0.308,1285.0,38.0,48.0,287.0,1.0,4.0,52.0,13.0,122.0,14.0,,
10,"Watson, Haile",Sr,MB,6-2,130,,130,33.0,33.0,271,86,587,0.315,4.0,,,35.0,1.0,24.0,132.0,13.0,361.0,,,
9,"Leonard, Reagan",So,L/DS,5-7,130,,130,33.0,,1,2,5,-0.2,133.0,22.0,22.0,605.0,26.0,,,,23.0,,,
11,"Rodriguez, Jocelyn",So,L/DS,5-7,128,,128,33.0,23.0,2,0,2,1.0,23.0,23.0,24.0,263.0,25.0,,,1.0,25.0,1.0,,
16,"Gilbert, Jessica",Sr,OH,5-11,128,,128,33.0,33.0,306,103,689,0.295,7.0,28.0,49.0,130.0,1.0,11.0,93.0,8.0,391.5,1.0,,
3,"Durr, Kava",Fr,OH,6-1,119,,119,33.0,8.0,253,145,777,0.139,3.0,,3.0,33.0,36.0,8.0,30.0,11.0,276.0,,,
22,"Folk, Aubrey",Sr,OH,6-3,102,,102,31.0,1.0,231,83,647,0.22899999999999998,1.0,,,33.0,,6.0,65.0,3.0,269.5,,,
24,"Dzubak, Emily",Sr,L/DS,5-7,94,,94,28.0,17.0,1,0,1,1.0,20.0,8.0,13.0,189.0,16.0,,,,9.0,,,
12,"Uigaese, Montez",So,OH,6-2,62,,62,17.0,14.0,65,27,174,0.218,3.0,11.0,25.0,33.0,1.0,7.0,56.0,8.0,111.0,,,
7,"Nedlic, Pumehana",Sr,L/DS,5-5,50,,50,24.0,3.0,0,1,2,-0.5,5.0,1.0,6.0,39.0,5.0,,,,1.0,2.0,,
6,"Lostumo, Sydney",So,S,5-11,28,,28,11.0,,0,0,2,0.0,80.0,3.0,10.0,24.0,,,,,3.0,1.0,,
21,"Hefner, Brielle",Sr,OH,6-0,13,,13,8.0,,22,15,77,0.091,1.0,1.0,2.0,8.0,5.0,,5.0,,25.5,,,
-,TEAM,-,-,-,-,-,25,14.0,,0,0,0,,,,,,16.0,,,,,,,
-,Totals,-,-,-,-,-,130,,,1686,661,4451,0.23,1595.0,171.0,241.0,1999.0,173.0,74.0,484.0,62.0,2173.0,20.0,,
-,Opponent Totals,-,-,-,-,-,130,,,1569,722,4620,0.183,1448.0,173.0,255.0,1813.0,171.0,56.0,391.0,58.0,1993.5,58.0,,
