Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
1,"Higgins, J'Nai",Sr,S,5-6,119,,119,32.0,28.0,23,7,78,0.205,865.0,18.0,4.0,290.0,2.0,1.0,22.0,2.0,53.0,60.0,,
8,"Eugene, Shayla",Jr,DS,5-4,119,,119,32.0,,3,2,13,0.077,98.0,15.0,15.0,410.0,40.0,,,,18.0,1.0,,
2,"Jefferson, Jordan",So,OH,5-8,116,,116,31.0,29.0,397,175,1332,0.16699999999999998,13.0,26.0,25.0,463.0,19.0,1.0,30.0,3.0,439.0,,,
14,"Whitaker, Skyla",Fr,OH,5-10,108,,108,32.0,20.0,69,54,313,0.048,15.0,22.0,25.0,217.0,30.0,,7.0,1.0,94.5,,,
13,"Hill, Meraiah",Sr,MB,5-10,102,,102,31.0,25.0,81,35,187,0.24600000000000002,5.0,,1.0,11.0,,20.0,112.0,19.0,157.0,,,
12,"Adams, Tynesha",So,MB,5-10,102,,102,32.0,16.0,145,62,353,0.235,,,1.0,39.0,2.0,7.0,68.0,7.0,186.0,,,
4,"Williamson, Sterling",Jr,OPP,6-0,101,,101,32.0,7.0,261,158,786,0.131,5.0,1.0,5.0,56.0,14.0,3.0,40.0,5.0,285.0,1.0,,
5,"Hill, Micaiah",So,OPP,5-10,93,,93,31.0,10.0,63,36,206,0.131,6.0,7.0,13.0,134.0,4.0,1.0,23.0,2.0,82.5,2.0,,
17,"Landreneaux, Faith",So,MB,5-10,86,,86,25.0,20.0,106,35,287,0.247,4.0,30.0,27.0,70.0,,16.0,59.0,12.0,181.5,,,
11,"Fulton, Delaine",Fr,MB,5-11,68,,68,23.0,15.0,71,27,169,0.26,2.0,3.0,13.0,27.0,,11.0,56.0,3.0,113.0,1.0,,
16,"White, Miranda",Jr,DS,5-8,56,,56,20.0,6.0,77,43,256,0.133,6.0,3.0,17.0,88.0,16.0,,8.0,1.0,84.0,1.0,,
15,"Taylor, Ryleigh",Fr,S,5-10,45,,45,14.0,1.0,4,1,12,0.25,192.0,6.0,6.0,64.0,,,,1.0,10.0,3.0,,
7,"Smith, Jade",Fr,OPP,6-1,39,,39,19.0,2.0,22,9,59,0.22,4.0,,,26.0,2.0,,23.0,3.0,33.5,,,
9,"Curry, Kaylan",Fr,OPP,5-9,14,,14,11.0,,1,0,1,1.0,1.0,,6.0,4.0,2.0,,,,1.0,,,
6,"Curtis, Kortney",Fr,,-,11,,11,6.0,1.0,1,0,3,0.33299999999999996,24.0,1.0,,4.0,,1.0,5.0,,5.5,,,
3,"Chenault, Jordyn",Fr,OPP,5-10,1,,1,1.0,,0,0,1,0.0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,41,23.0,,0,0,0,,4.0,,,,27.0,,,,,,,
-,Totals,-,-,-,-,-,119,,,1324,644,4056,0.168,1244.0,132.0,158.0,1903.0,158.0,61.0,453.0,59.0,1743.5,69.0,,
-,Opponent Totals,-,-,-,-,-,119,,,1496,754,4436,0.16699999999999998,1386.0,158.0,248.0,1838.0,127.0,50.0,287.0,69.0,1847.5,54.0,,
