Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
6,"Davis, Ryann",Fr,OH,6-2,132,,132,35.0,25.0,265,83,748,0.243,4.0,4.0,5.0,90.0,1.0,1.0,67.0,7.0,303.5,,,
24,"Harris, Heaven",So,OPP,6-0,132,,132,35.0,10.0,382,107,1033,0.266,5.0,,,71.0,,1.0,81.0,9.0,423.5,1.0,,
4,"Dorsey, Brittni",Sr,MB,5-11,132,,132,35.0,35.0,118,24,280,0.336,8.0,1.0,5.0,36.0,3.0,17.0,105.0,5.0,188.5,2.0,,
12,"Jorgenson, Kaylie",Sr,OH,6-0,132,,132,35.0,35.0,404,137,1296,0.20600000000000002,28.0,43.0,44.0,548.0,47.0,28.0,48.0,10.0,499.0,,,
17,"Stomp, Abby",Jr,S,5-9,132,,132,35.0,32.0,12,3,37,0.243,830.0,25.0,28.0,215.0,,,2.0,1.0,38.0,11.0,,
11,"Anderson, Jordan",Sr,DS,5-6,132,,132,35.0,,2,2,25,0.0,129.0,30.0,22.0,635.0,45.0,,,,32.0,,,
9,"Akin, Abby",Jr,MB,6-3,125,,125,34.0,34.0,325,55,668,0.40399999999999997,15.0,45.0,66.0,89.0,1.0,19.0,117.0,13.0,447.5,,,
8,"Bandfield, Aubrea",Fr,S,5-9,121,,121,32.0,3.0,19,3,46,0.348,609.0,33.0,44.0,207.0,,,,,52.0,13.0,,
10,"Lema, Sydney",Jr,OH,6-0,116,,116,32.0,32.0,182,66,716,0.162,20.0,19.0,41.0,425.0,25.0,10.0,33.0,10.0,227.5,,,
3,"Turner, Olivia",So,OH,5-11,19,,19,6.0,3.0,23,19,95,0.042,3.0,1.0,8.0,57.0,12.0,,,3.0,24.0,,,
7,"Hinz, Danielle",So,MB,6-0,8,,8,2.0,1.0,5,2,13,0.231,,,,3.0,,1.0,9.0,,10.5,,,
5,"Kemp, Kimber",Fr,DS,5-7,5,,5,3.0,,0,0,1,0.0,,1.0,2.0,,,,,,1.0,,,
2,"Ewalefo, Victoria",Jr,MB,6-1,1,,1,1.0,,0,0,1,0.0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,20,14.0,,0,0,0,,,,,,10.0,,,,,,,
-,Totals,-,-,-,-,-,132,,,1737,501,4959,0.249,1651.0,202.0,265.0,2376.0,144.0,77.0,462.0,58.0,2247.0,27.0,,
-,Opponent Totals,-,-,-,-,-,132,,,1679,834,5168,0.16399999999999998,1586.0,144.0,200.0,2399.0,202.0,35.0,375.0,71.0,2045.5,47.0,,
