Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
13,"Beck, Paige",Fr,DS,5-5,113,,113,29.0,18.0,1,0,6,0.16699999999999998,23.0,28.0,38.0,247.0,16.0,,,,29.0,,,
18,"Wernette, Megan",Sr,RS,6-3,113,,113,29.0,29.0,247,81,599,0.27699999999999997,12.0,9.0,14.0,54.0,,23.0,75.0,15.0,316.5,,,
19,"Prokudina, Polina",Jr,OH,6-4,113,,113,29.0,22.0,289,128,728,0.221,8.0,10.0,13.0,91.0,3.0,9.0,44.0,8.0,330.0,,,
8,"Nieves, Kristina",Jr,MB,6-3,113,,113,29.0,29.0,195,62,408,0.326,4.0,1.0,,34.0,1.0,21.0,89.0,18.0,261.5,,,
2,"Bickelhaupt, Larra",Sr,L,5-10,113,,113,29.0,,3,2,5,0.2,97.0,35.0,31.0,443.0,31.0,,,,38.0,4.0,,
12,"Mitrovic, Andrea",So,OH,6-2,110,,110,28.0,28.0,474,195,1312,0.213,19.0,26.0,69.0,317.0,48.0,10.0,39.0,6.0,529.5,,,
6,"Sanks, Rachel",Jr,OH,5-9,110,,110,29.0,11.0,217,100,655,0.179,4.0,,1.0,79.0,5.0,1.0,42.0,9.0,239.0,1.0,,
7,"Watson, Hannah",Jr,DS,5-8,89,,89,25.0,7.0,0,0,1,0.0,16.0,4.0,13.0,179.0,8.0,,,,4.0,1.0,,
9,"McLerran, Scout",Jr,S,5-10,70,,70,19.0,17.0,49,22,137,0.19699999999999998,707.0,16.0,24.0,129.0,,6.0,17.0,6.0,79.5,16.0,,
1,"Slavoski, Lauren",So,OH,5-10,52,,52,19.0,1.0,10,5,36,0.139,4.0,9.0,4.0,25.0,2.0,,,1.0,19.0,,,
10,"Gleason, Tia",So,S,5-8,47,,47,15.0,12.0,24,9,56,0.268,505.0,9.0,12.0,90.0,1.0,1.0,24.0,10.0,46.0,14.0,,
11,"Jordan, Raven",Sr,OH,5-9,2,,2,1.0,,0,2,4,-0.5,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,15,14.0,,0,0,0,,,,,,12.0,,,,,,,
-,Totals,-,-,-,-,-,113,,,1509,606,3947,0.22899999999999998,1399.0,147.0,219.0,1688.0,127.0,71.0,330.0,73.0,1892.0,36.0,,
-,Opponent Totals,-,-,-,-,-,113,,,1385,574,3888,0.209,1287.0,127.0,201.0,1596.0,147.0,53.0,340.0,37.0,1735.0,33.0,,
