Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
13,"Matos, Massiel",Jr,OH,6-0,101,,101,28.0,27.0,369,148,988,0.22399999999999998,32.0,44.0,61.0,245.0,27.0,12.0,34.0,13.0,442.0,,,
8,"Cardona, Alex",Sr,L,5-7,101,,101,28.0,,0,1,8,-0.125,62.0,32.0,31.0,355.0,14.0,,,,32.0,1.0,,
14,"Martinez, Ivone",Sr,S,5-9,101,,101,28.0,27.0,54,21,137,0.24100000000000002,1264.0,16.0,36.0,242.0,,4.0,35.0,3.0,91.5,7.0,,
9,"Varney, Kori",Jr,L/DS,5-6,101,,101,28.0,14.0,1,0,4,0.25,28.0,25.0,20.0,196.0,16.0,,,,26.0,,,
2,"Gibbs, Cailea",Jr,MB,6-0,100,,100,28.0,27.0,211,65,415,0.35200000000000004,8.0,2.0,1.0,44.0,2.0,23.0,61.0,6.0,266.5,1.0,,
10,"Reid, Abbi",Sr,MB,5-11,97,,97,27.0,27.0,246,55,509,0.375,3.0,18.0,20.0,54.0,2.0,12.0,58.0,5.0,305.0,,,
16,"Nemtuda, Sydney",So,OH,6-0,92,,92,28.0,26.0,147,70,428,0.18,14.0,21.0,36.0,217.0,25.0,2.0,15.0,1.0,177.5,,,
12,"Kame, Sigourney",Jr,RS,6-1,88,,88,26.0,6.0,320,107,651,0.327,6.0,,1.0,37.0,1.0,7.0,22.0,5.0,338.0,,,
5,"Tekavec, Dena",Jr,L/DS,5-6,67,,67,24.0,,0,0,0,,4.0,5.0,6.0,24.0,1.0,,,,5.0,,,
6,"Yauch, Jordan",Jr,OH,-,48,,48,18.0,8.0,122,37,273,0.311,1.0,,5.0,25.0,6.0,1.0,18.0,,132.0,1.0,,
4,"Riggs, Sydney",Jr,OH,6-1,24,,24,15.0,,22,12,56,0.179,8.0,5.0,8.0,18.0,4.0,2.0,3.0,1.0,30.5,,,
7,"Hise, Emily",So,MB,6-2,11,,11,7.0,,12,4,24,0.33299999999999996,,,,2.0,,1.0,5.0,,15.5,,,
11,"Smith, Zuri",Jr,MB,6-5,9,,9,6.0,,13,5,25,0.32,,,,,,1.0,,,14.0,,,
23,"Lakman, Nikki",So,S,5-7,4,,4,4.0,,0,0,0,,10.0,,2.0,1.0,1.0,1.0,,,1.0,,,
-,TEAM,-,-,-,-,-,19,13.0,,0,0,0,,,,1.0,,11.0,,,,,,,
-,Totals,-,-,-,-,-,99,,,1517,525,3518,0.282,1440.0,168.0,228.0,1460.0,110.0,66.0,251.0,34.0,1876.5,10.0,,
-,Opponent Totals,-,-,-,-,-,99,,,1169,473,3305,0.21100000000000002,1097.0,111.0,144.0,1268.0,168.0,48.0,314.0,40.0,1485.0,29.0,,
