Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
10,"Dunn, Ellie",Sr,OH,6-1,120,,120,32.0,32.0,435,163,1285,0.212,23.0,16.0,25.0,314.0,32.0,13.0,47.0,3.0,487.5,1.0,,
2,"Avila, Kate",Jr,DS,5-6,120,,120,32.0,,5,0,8,0.625,86.0,14.0,16.0,560.0,19.0,,,,19.0,,,
11,"Seaman, Amber",Jr,S,5-11,119,,119,32.0,32.0,90,17,231,0.316,1223.0,51.0,30.0,226.0,,7.0,54.0,9.0,175.0,19.0,,
12,"VanBeek, Sydnee",Jr,MH,6-2,113,,113,31.0,31.0,306,96,663,0.317,3.0,17.0,46.0,76.0,2.0,23.0,93.0,5.0,392.5,,,
21,"Starling, Meg",Sr,MB,6-6,110,,110,32.0,32.0,231,58,539,0.321,4.0,1.0,6.0,21.0,,33.0,104.0,13.0,317.0,,,
17,"Kral, Reece",Fr,RS,6-1,108,,108,32.0,5.0,185,81,499,0.20800000000000002,5.0,,,38.0,2.0,7.0,64.0,8.0,224.0,2.0,,
9,"Starck, Cathryn",Fr,DS,5-8,101,,101,30.0,24.0,0,0,0,,16.0,15.0,14.0,221.0,22.0,,,,15.0,,,
16,"Jensen, Anna",Jr,OH,5-10,95,,95,29.0,22.0,2,0,3,0.667,19.0,22.0,16.0,218.0,17.0,,,,24.0,1.0,,
8,"Lindsey, Jessica",Sr,OH,6-0,92,,92,28.0,,172,65,599,0.179,3.0,2.0,2.0,46.0,1.0,3.0,25.0,1.0,189.5,,,
18,"Schreiner, Lauren",Sr,DS,5-7,76,,76,26.0,9.0,0,0,1,0.0,13.0,4.0,13.0,128.0,11.0,,,,4.0,,,
7,"Holland, Emily",Sr,MH,6-3,51,,51,23.0,2.0,64,32,173,0.185,3.0,4.0,5.0,14.0,,3.0,29.0,8.0,85.5,,,
14,"Holder, Kia",So,OH,6-1,49,,49,20.0,2.0,73,49,275,0.087,,,,24.0,3.0,3.0,13.0,,82.5,,,
13,"Cappello, Carly",Sr,DS,5-7,25,,25,15.0,1.0,3,0,8,0.375,1.0,4.0,2.0,17.0,3.0,,,,7.0,,,
6,"Devoe, Avery",Sr,MH,6-1,9,,9,5.0,,6,3,15,0.2,,,,,,,,,6.0,,,
1,"Finch, Ali",So,S,6-0,8,,8,5.0,,4,0,8,0.5,39.0,,,6.0,,,,,4.0,2.0,,
-,TEAM,-,-,-,-,-,16,9.0,,0,0,0,,,,,,10.0,,,,,,,
-,Totals,-,-,-,-,-,120,,,1576,564,4307,0.235,1438.0,150.0,175.0,1909.0,122.0,92.0,429.0,47.0,2032.5,25.0,,
-,Opponent Totals,-,-,-,-,-,120,,,1558,728,4480,0.185,1450.0,122.0,205.0,1857.0,149.0,48.0,334.0,42.0,1895.0,31.0,,
