Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
3,"Bible, Emily",Sr,OH,5-9,114,,114,29.0,,1,2,7,-0.14300000000000002,23.0,26.0,60.0,289.0,30.0,,,,27.0,3.0,,
14,"Parker, Alexsa",Jr,S,5-8,114,,114,29.0,29.0,15,6,43,0.209,790.0,50.0,56.0,253.0,2.0,,3.0,5.0,66.5,9.0,,
17,"Knudsen, Lindsey",Sr,OH,6-0,113,,113,29.0,29.0,313,84,927,0.247,60.0,34.0,22.0,295.0,53.0,3.0,32.0,13.0,366.0,3.0,,
6,"Young, Sienna",Jr,OH,5-11,110,,110,29.0,19.0,251,103,664,0.223,12.0,10.0,20.0,165.0,21.0,3.0,36.0,3.0,282.0,,,
21,"Laird, Jennifer",So,OH,5-11,107,,107,29.0,25.0,142,54,360,0.244,8.0,9.0,17.0,40.0,1.0,3.0,78.0,6.0,193.0,,,
22,"Thompson, Alosina",Fr,S,5-10,100,,100,27.0,,5,2,14,0.214,390.0,13.0,28.0,128.0,,,1.0,1.0,18.5,26.0,,
2,"Calvin, Lindsey",Sr,MB,6-2,99,,99,25.0,24.0,266,86,700,0.257,,1.0,4.0,76.0,1.0,1.0,67.0,3.0,301.5,2.0,,
15,"Chase, Sarah",Sr,OH,6-0,92,,92,24.0,15.0,204,81,601,0.205,37.0,24.0,15.0,206.0,17.0,7.0,51.0,10.0,260.5,2.0,,
1,"Ashley, Breyan",Fr,OH,5-11,91,,91,27.0,,92,42,249,0.201,3.0,7.0,14.0,34.0,8.0,3.0,19.0,2.0,111.5,2.0,,
12,"O'Sullivan, Alex",Sr,MB,5-10,90,,90,25.0,25.0,110,45,264,0.24600000000000002,4.0,,,14.0,,15.0,91.0,9.0,170.5,,,
7,"Pitts, Aubrey",Jr,MB,6-2,43,,43,17.0,8.0,45,16,118,0.24600000000000002,2.0,,4.0,7.0,3.0,1.0,33.0,3.0,62.5,,,
16,"Knudsen, Kelsey",Fr,L/DS,5-8,34,,34,8.0,,0,0,3,0.0,29.0,12.0,8.0,104.0,14.0,,,,12.0,1.0,,
9,"Baumann, Madison",So,MB,6-0,7,,7,7.0,,1,1,4,0.0,,,1.0,,,,2.0,,2.0,,,
23,"Matoso, Abigail",Fr,DS,5-8,4,,4,4.0,,0,0,0,,,,2.0,,,,,,,,,
19,"Cowell, Chandler",Fr,OH,5-10,1,,1,1.0,,1,0,1,1.0,,,,,,,,,1.0,,,
-,TEAM,-,-,-,-,-,12,9.0,,0,0,0,,1.0,,,,10.0,,,,,,,
-,Totals,-,-,-,-,-,114,,,1445,522,3954,0.233,1359.0,186.0,251.0,1611.0,160.0,36.0,413.0,55.0,1873.5,48.0,,
-,Opponent Totals,-,-,-,-,-,114,,,1453,615,3932,0.213,1356.0,160.0,225.0,1700.0,186.0,36.0,417.0,39.0,1857.5,30.0,,
