Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
11,"Leitch, Caroline",Jr,OH,6-1,105,,105,28.0,27.0,299,104,894,0.218,18.0,11.0,17.0,171.0,29.0,5.0,55.0,8.0,342.5,,,
1,"Streuer, Jessica",Fr,S,5-7,105,,105,28.0,28.0,49,12,174,0.213,788.0,12.0,18.0,251.0,3.0,,16.0,,69.0,14.0,,
5,"Redl-Harge, Mary",Fr,RS,6-1,100,,100,28.0,24.0,191,60,649,0.20199999999999999,5.0,7.0,9.0,128.0,10.0,5.0,60.0,3.0,233.0,1.0,,
8,"Wright, Emillie",Jr,L,5-7,98,,98,28.0,,2,3,14,-0.071,62.0,16.0,19.0,345.0,61.0,,,,18.0,1.0,,
2,"Maris, Cameron",Jr,MB,6-1,95,,95,28.0,24.0,103,55,301,0.159,7.0,,,19.0,1.0,11.0,77.0,10.0,152.5,5.0,,
13,"Hetterscheidt, Grace",So,MB,6-3,85,,85,24.0,22.0,175,72,385,0.268,9.0,23.0,20.0,68.0,,5.0,61.0,3.0,233.5,2.0,,
4,"Roberts, Jaycie",So,DS,5-7,77,,77,21.0,17.0,163,78,546,0.156,37.0,19.0,12.0,258.0,25.0,1.0,17.0,1.0,191.5,1.0,,
10,"Paris, Alex",Jr,OH,5-10,58,,58,20.0,19.0,104,73,432,0.07200000000000001,5.0,7.0,14.0,101.0,28.0,,11.0,2.0,116.5,1.0,,
15,"Carrol, Jada",Jr,RS,5-8,48,,48,21.0,5.0,51,19,173,0.185,4.0,,4.0,28.0,,1.0,31.0,,67.5,1.0,,
12,"Blitz, Reva",Fr,L,5-7,45,,45,15.0,1.0,2,1,11,0.091,15.0,7.0,11.0,116.0,12.0,,,,9.0,,,
9,"Kovacevic, Mirna",Jr,S,6-2,42,,42,15.0,1.0,14,6,57,0.14,130.0,1.0,10.0,48.0,,,9.0,2.0,19.5,9.0,,
6,"Uhlig, Hallie",Fr,MB,5-9,11,,11,5.0,,2,7,20,-0.25,,,,4.0,,,7.0,,5.5,,,
-,TEAM,-,-,-,-,-,19,14.0,,0,0,0,,3.0,,,,15.0,,,,,,,
-,Totals,-,-,-,-,-,105,,,1155,490,3656,0.182,1083.0,103.0,134.0,1537.0,184.0,28.0,344.0,29.0,1458.0,35.0,,
-,Opponent Totals,-,-,-,-,-,105,,,1529,562,3875,0.25,1441.0,184.0,229.0,1828.0,103.0,41.0,212.0,39.0,1860.0,49.0,,
