Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
11,"Medill, Kathleen",So,MB,6-1,127,,127,32.0,25.0,130,58,349,0.20600000000000002,5.0,19.0,22.0,39.0,6.0,17.0,100.0,7.0,216.0,,,
15,"Conlan, Shanleigh",Sr,S,5-6,126,,126,32.0,14.0,16,6,43,0.233,672.0,33.0,39.0,250.0,,,3.0,1.0,50.5,23.0,,
12,"Miksch, Abigail",Sr,OH,6-2,126,,126,32.0,30.0,402,188,1064,0.201,13.0,10.0,48.0,172.0,21.0,7.0,43.0,10.0,440.5,1.0,,
19,"Ssozi, Denise",Jr,OH,5-8,125,,125,32.0,31.0,356,152,1027,0.19899999999999998,38.0,21.0,77.0,324.0,31.0,6.0,41.0,13.0,403.5,4.0,,
22,"Ahlers, Andi",So,S,5-9,119,,119,31.0,18.0,12,10,42,0.048,621.0,31.0,53.0,222.0,1.0,,,,43.0,7.0,,
20,"Pennington, Elizabeth",Sr,OH,6-1,119,,119,30.0,29.0,366,125,935,0.258,7.0,24.0,27.0,103.0,2.0,3.0,58.0,9.0,422.0,,,
3,"Heldt, Lauren",Sr,MH,5-11,115,,115,31.0,9.0,154,84,438,0.16,6.0,,,26.0,,,63.0,4.0,185.5,,,
2,"Hellman, Sarah",Sr,L/DS,5-6,106,,106,29.0,1.0,1,0,10,0.1,87.0,16.0,27.0,270.0,23.0,,,,17.0,3.0,,
4,"Galloway, Cambria",So,RS,5-10,92,,92,24.0,23.0,82,44,239,0.159,4.0,1.0,4.0,26.0,,9.0,67.0,6.0,125.5,,,
17,"Daniels, Jordan",So,DS,5-7,88,,88,29.0,4.0,0,3,7,-0.429,14.0,16.0,26.0,132.0,12.0,,,,16.0,1.0,,
1,"King, Alex",So,L/DS,5-5,85,,85,22.0,1.0,1,0,1,1.0,53.0,6.0,8.0,265.0,25.0,,,,7.0,2.0,,
18,"Keith, Bailey",Fr,OH,6-1,56,,56,20.0,4.0,77,34,208,0.207,,2.0,3.0,27.0,1.0,1.0,16.0,2.0,88.0,,,
5,"Budzinski, Rachel",Fr,MB,6-3,30,,30,16.0,3.0,23,12,65,0.16899999999999998,1.0,,,6.0,,2.0,21.0,,35.5,,,
16,"Robertson, Mackenzie",So,OH,6-2,21,,21,11.0,,6,2,19,0.21100000000000002,,,,3.0,,1.0,6.0,,10.0,,,
21,"Motes, Kelly",So,DS,5-9,14,,14,11.0,,0,0,1,0.0,,1.0,2.0,3.0,2.0,,,,1.0,,,
14,"Landis, Lily",Fr,S,5-9,12,,12,7.0,,1,1,3,0.0,20.0,2.0,1.0,17.0,,,,,3.0,2.0,,
7,"Lambos, Victoria",Fr,DS,5-6,9,,9,6.0,,0,0,0,,,,3.0,4.0,,,,,,,,
10,"Juarez, Vittoria",Fr,OH,6-1,6,,6,5.0,,0,2,4,-0.5,,,,3.0,,,,1.0,,,,
13,"Collins, Abigail",Fr,S,5-11,3,,3,3.0,,0,0,0,,3.0,,,3.0,,,,,,1.0,,
-,TEAM,-,-,-,-,-,15,10.0,,0,0,0,,3.0,,,,13.0,,,,,,,
-,Totals,-,-,-,-,-,128,,,1627,721,4455,0.203,1547.0,182.0,340.0,1895.0,137.0,46.0,418.0,53.0,2064.0,44.0,,
-,Opponent Totals,-,-,-,-,-,128,,,1471,687,4343,0.18100000000000002,1365.0,137.0,238.0,1770.0,182.0,40.0,479.0,44.0,1887.5,38.0,,
