Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
11,"Walter, Kelsey",Sr,MB,6-0,114,,114,30.0,30.0,158,65,487,0.191,7.0,3.0,2.0,19.0,,23.0,100.0,17.0,234.0,1.0,,
1,"Flowers, Hannah",So,RS,6-2,114,,114,30.0,29.0,373,130,922,0.264,18.0,45.0,62.0,184.0,17.0,2.0,73.0,11.0,456.5,1.0,,
15,"Marlatt, Sarah",Sr,MB,6-2,112,,112,30.0,30.0,177,82,482,0.19699999999999998,11.0,17.0,22.0,54.0,,7.0,59.0,9.0,230.5,,,
7,"Murrihy, Molly",Fr,S,6-0,112,,112,30.0,29.0,46,37,164,0.055,1020.0,16.0,33.0,237.0,3.0,2.0,31.0,15.0,79.5,32.0,,
3,"Bivins, Kelsea",Sr,OH,6-0,110,,110,30.0,28.0,336,175,964,0.16699999999999998,12.0,16.0,33.0,201.0,21.0,4.0,40.0,19.0,376.0,3.0,,
18,"Gehler, Kaitlyn",Fr,L,5-6,106,,106,30.0,,3,2,22,0.045,59.0,16.0,21.0,384.0,41.0,,,,19.0,5.0,,
14,"Ruhlman, Mady",Sr,L,5-5,102,,102,27.0,3.0,0,1,1,-1.0,26.0,,,207.0,16.0,,,,,,,
13,"Palmer, Anna",So,OH,6-2,97,,97,29.0,24.0,182,112,555,0.126,17.0,16.0,23.0,172.0,16.0,1.0,17.0,4.0,207.5,1.0,,
10,"Hoerdemann, Kate",So,OH,6-0,63,,63,25.0,,12,14,64,-0.031,6.0,1.0,1.0,82.0,14.0,,4.0,,15.0,,,
32,"Wallace, Meredith",Fr,OH,6-1,50,,50,22.0,6.0,71,52,248,0.077,7.0,1.0,7.0,60.0,9.0,,10.0,15.0,77.0,,,
6,"Benson, Natalie",Fr,L,5-5,31,,31,16.0,,0,0,1,0.0,2.0,6.0,5.0,29.0,1.0,,,,6.0,,,
4,"Carlton, Bre",So,S,5-9,24,,24,12.0,1.0,8,5,29,0.10300000000000001,99.0,1.0,9.0,27.0,,,1.0,1.0,9.5,4.0,,
5,"Faietti, Martina",Sr,MB,6-1,17,,17,13.0,,5,3,27,0.07400000000000001,2.0,3.0,4.0,8.0,,,11.0,,13.5,,,
9,"Osborne, Adjuwa",So,MB,6-0,11,,11,8.0,,1,4,5,-0.6,,,1.0,1.0,,,,1.0,1.0,,,
12,"Karm, Agnes",Fr,MB,6-2,2,,2,2.0,,0,0,0,,,,,,,,1.0,,0.5,,,
-,TEAM,-,-,-,-,-,37,18.0,,0,1,1,-1.0,1.0,,2.0,,21.0,,,,,,,
-,Totals,-,-,-,-,-,114,,,1372,683,3972,0.17300000000000001,1287.0,141.0,225.0,1665.0,159.0,39.0,347.0,92.0,1725.5,47.0,,
-,Opponent Totals,-,-,-,-,-,114,,,1422,562,3902,0.22,1341.0,159.0,215.0,1712.0,141.0,44.0,376.0,71.0,1813.0,53.0,,
