Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
11,"Phillips, Hannah",Jr,OH,6-1,123,,123,31.0,29.0,295,94,876,0.22899999999999998,12.0,18.0,23.0,143.0,1.0,4.0,58.0,11.0,346.0,,,
3,"Gyori, Brooke",Sr,L/DS,5-4,123,,123,31.0,,0,1,21,-0.048,136.0,32.0,44.0,656.0,30.0,,,,32.0,1.0,,
13,"Walker, Justine",So,MB,6-2,123,,123,31.0,31.0,195,72,579,0.212,13.0,22.0,21.0,66.0,,25.0,97.0,19.0,290.5,2.0,,
6,"Hinshaw, Kenzie",So,S,5-9,120,,120,30.0,30.0,62,20,170,0.247,965.0,43.0,20.0,282.0,1.0,1.0,16.0,6.0,114.0,7.0,,
5,"Rys, Jamie",So,DS,5-7,120,,120,31.0,26.0,190,127,650,0.09699999999999999,20.0,28.0,23.0,269.0,39.0,2.0,18.0,7.0,229.0,,,
2,"Fair, Megan",Sr,OH,6-0,117,,117,31.0,30.0,304,191,1008,0.11199999999999999,24.0,23.0,59.0,297.0,33.0,2.0,45.0,13.0,351.5,2.0,,
22,"Mackeviciute, Gintare",Jr,MB,6-3,98,,98,25.0,25.0,204,68,468,0.29100000000000004,1.0,4.0,12.0,21.0,3.0,23.0,69.0,21.0,265.5,,,
7,"Noble, Maddi",Fr,S,5-10,98,,98,26.0,1.0,0,6,18,-0.33299999999999996,230.0,7.0,13.0,95.0,3.0,,,2.0,7.0,12.0,,
8,"Scanlon, Karen",Fr,MB,6-0,73,,73,20.0,8.0,123,53,307,0.228,2.0,1.0,,27.0,,5.0,19.0,12.0,138.5,2.0,,
12,"Reynolds, Jessica",Fr,OPP,6-0,61,,61,25.0,3.0,77,55,264,0.083,3.0,4.0,15.0,30.0,12.0,,14.0,5.0,88.0,,,
14,"Conley, Addison",Fr,OPP,5-9,30,,30,18.0,1.0,33,29,123,0.033,3.0,2.0,9.0,35.0,10.0,1.0,10.0,8.0,41.0,,,
4,"Wallick, Logan",So,OH,6-0,21,,21,6.0,2.0,26,18,83,0.096,,,,10.0,1.0,,1.0,,26.5,,,
1,"Geurin, Lindsey",Fr,L/DS,5-5,4,,4,4.0,,0,0,1,0.0,1.0,,,,1.0,,,,,,,
-,TEAM,-,-,-,-,-,66,18.0,,0,0,0,,,,,,8.0,,,,,,,
-,Totals,-,-,-,-,-,123,,,1509,734,4568,0.17,1410.0,184.0,239.0,1931.0,142.0,63.0,347.0,104.0,1929.5,26.0,,
-,Opponent Totals,-,-,-,-,-,123,,,1516,662,4451,0.192,1407.0,142.0,230.0,1980.0,184.0,65.0,365.0,123.0,1905.5,37.0,,
