Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
12,"Whipple, Rachel",Jr,L/DS,5-7,125,,125,32.0,,0,0,2,0.0,110.0,19.0,24.0,419.0,41.0,,,,19.0,2.0,,
7,"Smith, Alexa",Sr,OH,6-1,125,,125,32.0,32.0,465,169,1327,0.223,22.0,25.0,29.0,333.0,44.0,11.0,56.0,10.0,529.0,2.0,,
8,"Spann, Justine",Jr,OH,5-8,125,,125,32.0,32.0,366,176,1042,0.182,27.0,17.0,37.0,328.0,34.0,8.0,36.0,10.0,409.0,1.0,,
4,"Ewert, Jenna",Fr,S,5-10,125,,125,32.0,18.0,46,18,122,0.23,864.0,17.0,20.0,251.0,,,38.0,5.0,82.0,5.0,,
6,"Price, Danielle",Fr,MB,6-4,114,,114,30.0,29.0,110,44,255,0.259,,,1.0,15.0,,9.0,117.0,19.0,177.5,1.0,,
18,"Smith, Anyse",So,OH,5-10,104,,104,28.0,17.0,294,118,657,0.268,1.0,,1.0,33.0,2.0,3.0,78.0,7.0,336.0,1.0,,
14,"Abu, Naghede",Sr,MB,6-4,96,,96,24.0,24.0,219,43,447,0.39399999999999996,1.0,1.0,1.0,17.0,1.0,16.0,118.0,6.0,295.0,,,
21,"Dorrell, Lauren",So,OPP,6-0,85,,85,23.0,12.0,92,45,258,0.182,3.0,,,37.0,,,61.0,6.0,122.5,,,
10,"DeLuzio, Brynna",So,S,5-9,83,,83,22.0,14.0,17,3,41,0.341,492.0,14.0,16.0,157.0,,,3.0,3.0,32.5,1.0,,
3,"Carta-Samuels, Gabby",Sr,L/DS,5-6,81,,81,22.0,3.0,1,0,1,1.0,40.0,4.0,24.0,140.0,19.0,,,,5.0,,,
5,"Neverdowski, Zoe",Fr,OH,5-10,63,,63,22.0,,0,1,3,-0.33299999999999996,2.0,11.0,15.0,30.0,1.0,,,,11.0,,,
16,"Klemmer, Lillie",Jr,MB,5-11,56,,56,19.0,8.0,33,11,76,0.289,1.0,4.0,13.0,17.0,,1.0,37.0,8.0,56.5,,,
2,"DeMure, Emily",So,OPP,6-1,41,,41,16.0,,17,6,52,0.212,,1.0,1.0,9.0,,1.0,10.0,1.0,24.0,,,
9,"Moger, Allie",Fr,MB,6-3,12,,12,5.0,3.0,6,4,13,0.154,,,,1.0,,,2.0,2.0,7.0,,,
20,"deProsse, Taylor",Fr,OPP,5-5,4,,4,4.0,,0,0,0,,,,,1.0,1.0,,,,,,,
-,TEAM,-,-,-,-,-,13,9.0,,0,0,0,,,,1.0,,10.0,,,,,,,
-,Totals,-,-,-,-,-,125,,,1666,638,4296,0.239,1563.0,113.0,183.0,1788.0,153.0,49.0,556.0,77.0,2106.0,13.0,,
-,Opponent Totals,-,-,-,-,-,125,,,1679,724,4500,0.212,1569.0,153.0,275.0,1720.0,113.0,52.0,405.0,52.0,2086.5,31.0,,
