Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
4,"Thrower, L'Muriell",Sr,S,5-7,128,,128,35.0,32.0,10,11,45,-0.022000000000000002,627.0,30.0,29.0,262.0,3.0,,,,40.0,20.0,,
17,"Ward, Kevreion",Sr,RS,5-9,128,,128,35.0,34.0,304,186,901,0.131,13.0,14.0,25.0,141.0,28.0,15.0,59.0,6.0,362.5,2.0,,
14,"Reynolds, Tess",So,RS,5-10,127,,127,35.0,8.0,170,98,566,0.127,5.0,,,31.0,2.0,11.0,45.0,7.0,203.5,2.0,,
3,"Borders, Sheila",Fr,S,5-7,126,,126,35.0,2.0,11,4,37,0.18899999999999997,439.0,11.0,13.0,143.0,1.0,,4.0,,24.0,35.0,,
11,"Land, Talicia",Sr,OH,5-10,124,,124,35.0,29.0,228,114,702,0.162,19.0,8.0,10.0,228.0,33.0,5.0,38.0,2.0,260.0,1.0,,
5,"Nicks, Chasity",So,OH,5-10,124,,124,35.0,29.0,300,147,885,0.17300000000000001,16.0,4.0,5.0,99.0,13.0,6.0,40.0,3.0,330.0,6.0,,
1,"Jones, Jaivieanna",Sr,MB,5-9,110,,110,35.0,31.0,141,73,387,0.17600000000000002,6.0,8.0,12.0,43.0,,10.0,50.0,3.0,184.0,,,
12,"Mollere, Erineka",Sr,DS,5-6,108,,108,33.0,2.0,0,7,41,-0.171,82.0,21.0,15.0,398.0,47.0,,,,21.0,3.0,,
9,"Dame, Kabria",Jr,DS,5-6,93,,93,30.0,4.0,1,2,22,-0.045,10.0,13.0,5.0,201.0,12.0,,,,14.0,,,
18,"Dougherty, Kayla",Sr,MB,6-1,87,,87,31.0,16.0,68,54,231,0.061,4.0,1.0,8.0,20.0,3.0,12.0,62.0,11.0,112.0,3.0,,
16,"Phillips, Teryn",Sr,DS,5-5,63,,63,29.0,2.0,1,4,16,-0.188,7.0,3.0,11.0,115.0,19.0,,,,4.0,1.0,,
13,"Woods, Linzy",So,MB,5-9,56,,56,24.0,9.0,43,26,154,0.11,2.0,10.0,15.0,16.0,2.0,7.0,31.0,3.0,75.5,1.0,,
2,"Johnson, Tamria",Fr,MB,5-11,39,,39,26.0,5.0,33,19,93,0.151,3.0,,1.0,3.0,1.0,1.0,18.0,,43.0,,,
7,"Watkins, Charleigh",Fr,OH,5-11,23,,23,15.0,,9,14,49,-0.102,1.0,2.0,,21.0,2.0,1.0,3.0,2.0,13.5,,,
15,"Ratcliff, Victoria",Fr,MB,5-11,17,,17,12.0,,11,7,48,0.083,1.0,,,3.0,,,4.0,,13.0,,,
8,"Childress, Chelsea",Fr,DS,5-3,15,,15,10.0,,1,0,2,0.5,1.0,,1.0,4.0,2.0,,,,1.0,1.0,,
10,"Vick, Mya",Fr,MB,5-11,10,,10,8.0,1.0,2,4,14,-0.14300000000000002,,,,2.0,,,1.0,,2.5,1.0,,
6,"Champ, Almajane",Fr,OH,5-10,5,,5,5.0,,0,3,9,-0.33299999999999996,,,,,1.0,,,,,,,
-,TEAM,-,-,-,-,-,66,24.0,,0,2,2,-1.0,4.0,,,,34.0,,,,,,,
-,Totals,-,-,-,-,-,128,,,1333,775,4204,0.133,1240.0,125.0,150.0,1730.0,203.0,68.0,355.0,37.0,1703.5,76.0,,
-,Opponent Totals,-,-,-,-,-,117,,,1490,607,3967,0.223,1399.0,198.0,183.0,1644.0,114.0,43.0,371.0,34.0,1916.5,45.0,,
