Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
10,"Bolozan, Bojana",Jr,MB,6-3,70,,70,21.0,21.0,133,49,295,0.285,14.0,29.0,24.0,44.0,,25.0,33.0,16.0,203.5,1.0,,
19,"Rupertova, Anna",Jr,OH,5-10,70,,70,21.0,20.0,180,74,549,0.193,8.0,10.0,9.0,140.0,38.0,1.0,10.0,1.0,196.0,2.0,,
15,"Ezeagwu, Jannel",So,MB,5-11,68,,68,21.0,21.0,78,29,207,0.237,5.0,3.0,7.0,12.0,1.0,9.0,30.0,10.0,105.0,,,
13,"Eichelberger, Taylor",So,OH,5-10,68,,68,21.0,20.0,112,92,353,0.057,11.0,18.0,50.0,137.0,29.0,4.0,12.0,1.0,140.0,2.0,,
3,"McKnight, Halley",Jr,S,5-6,59,,59,19.0,15.0,5,4,24,0.042,207.0,19.0,22.0,98.0,1.0,1.0,2.0,,26.0,2.0,,
11,"Aquino, Jill",Jr,S,5-8,56,,56,19.0,,0,4,4,-1.0,171.0,5.0,12.0,66.0,,,,,5.0,10.0,,
7,"Ankrum, Brenna",Fr,L,5-3,53,,53,19.0,,3,2,10,0.1,27.0,5.0,7.0,105.0,37.0,,,,8.0,1.0,,
16,"Burrell, Daiysa",Jr,RS,5-9,49,,49,19.0,4.0,43,40,152,0.02,5.0,3.0,5.0,15.0,5.0,,6.0,,49.0,1.0,,
4,"Griffin, Quiana",So,RS,5-10,48,,48,19.0,7.0,49,39,164,0.061,7.0,2.0,6.0,13.0,1.0,,13.0,4.0,57.5,3.0,,
2,"Walden, Kyra",Fr,OH,5-9,43,,43,15.0,6.0,45,33,143,0.084,5.0,,,19.0,1.0,,14.0,,52.0,,,
6,"Craig, Jazmine",So,OH,5-9,41,,41,19.0,2.0,8,8,39,0.0,13.0,2.0,7.0,51.0,26.0,,2.0,,11.0,1.0,,
14,"Johnson, Makenzy",Fr,S,5-8,40,,40,17.0,5.0,13,1,26,0.462,141.0,11.0,14.0,40.0,,,,1.0,24.0,5.0,,
9,"Radford, Jessica",Jr,MB,5-9,18,,18,11.0,3.0,5,13,40,-0.2,1.0,,4.0,6.0,,,3.0,,6.5,,,
18,"Thomas, Symone",Fr,OH,5-8,10,,10,8.0,1.0,5,7,23,-0.087,,,,3.0,,,1.0,2.0,5.5,,,
8,"Patterson, Ashley",Jr,OH,5-8,7,,7,6.0,,0,2,2,-1.0,,,1.0,1.0,1.0,,,,,,,
21,"Hooker, Destine",Jr,DS,5-7,2,,2,2.0,,0,0,0,,,,1.0,1.0,,,,,,,,
17,"Steitz, Alyx",Fr,MB,6-0,1,,1,1.0,,1,0,1,1.0,,,,,,,,,1.0,,,
22,"Sneed, DaNasia",Fr,RS,6-1,1,,1,1.0,,0,0,1,0.0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,23,9.0,,0,0,0,,,,,,12.0,,,,,,,
-,Totals,-,-,-,-,-,70,,,679,397,2031,0.139,615.0,107.0,169.0,751.0,152.0,40.0,126.0,35.0,889.0,28.0,,
-,Opponent Totals,-,-,-,-,-,70,,,888,335,2120,0.261,805.0,153.0,195.0,834.0,107.0,18.0,196.0,28.0,1157.0,15.0,,
