Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
12,"Sweet, Jazz",So,OH,6-3,133,,133,36.0,33.0,298,132,809,0.205,4.0,,,66.0,1.0,3.0,101.0,11.0,351.5,,,
2,"Foecke, Mikaela",Sr,OH,6-3,133,,133,36.0,36.0,514,103,1297,0.317,30.0,46.0,51.0,353.0,30.0,8.0,96.0,4.0,616.0,3.0,,
11,"Maloney, Kenzie",Sr,L/DS,5-8,133,,133,36.0,,4,0,10,0.4,140.0,37.0,48.0,536.0,27.0,,,,41.0,1.0,,
26,"Stivrins, Lauren",So,MB,6-4,133,,133,36.0,36.0,314,67,587,0.42100000000000004,9.0,25.0,41.0,48.0,,22.0,134.0,18.0,428.0,,,
1,"Hames, Nicklin",Fr,S,5-10,133,,133,36.0,36.0,63,28,198,0.177,1395.0,40.0,49.0,441.0,,3.0,45.0,27.0,128.5,4.0,,
25,"Schwarzenbach, Callie",Fr,MB,6-5,133,,133,36.0,35.0,145,41,357,0.29100000000000004,5.0,,1.0,25.0,3.0,12.0,165.0,19.0,239.5,,,
10,"Sun, Lexi",So,OH,6-2,105,,105,28.0,28.0,327,145,933,0.195,25.0,30.0,32.0,282.0,22.0,6.0,50.0,19.0,388.0,3.0,,
43,"Densberger, Hayley",So,L/DS,5-9,103,,103,32.0,,0,0,0,,11.0,16.0,31.0,124.0,20.0,,,,16.0,,,
3,"Miller, Megan",Fr,L/DS,5-6,96,,96,29.0,9.0,1,0,5,0.2,20.0,20.0,30.0,193.0,13.0,,,,21.0,,,
9,"Davis, Capri",Fr,OH,6-1,69,,69,26.0,3.0,79,44,205,0.171,1.0,,,16.0,,1.0,6.0,,83.0,,,
8,"Smith, Brooke",Sr,S,5-10,24,,24,12.0,,0,0,1,0.0,9.0,1.0,1.0,3.0,,,,,1.0,1.0,,
5,"Szabo, Anezka",So,OH,6-3,20,,20,9.0,,2,5,7,-0.429,,,,1.0,,1.0,2.0,1.0,4.0,,,
4,"Slaughter, Sami",So,OH,6-1,18,,18,10.0,,25,17,82,0.098,1.0,,,11.0,,,2.0,,26.0,,,
7,"Kurkova, Mari",Jr,S,5-10,6,,6,4.0,,0,0,0,,1.0,,1.0,1.0,,,,,,2.0,,
6,"Abramovich, Chen",Fr,L/DS,5-6,1,,1,1.0,,0,0,0,,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,8,7.0,,0,0,0,,,,,,8.0,,,,,,,
-,Totals,-,-,-,-,-,133,,,1772,582,4491,0.265,1651.0,215.0,285.0,2100.0,124.0,56.0,601.0,99.0,2343.5,14.0,,
-,Opponent Totals,-,-,-,-,-,133,,,1460,780,4719,0.14400000000000002,1376.0,124.0,296.0,1905.0,215.0,39.0,388.0,59.0,1817.0,41.0,,
