Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
13,"Vaughn, Rylie",Fr,S,5-9,114,,114,30.0,17.0,16,4,77,0.156,592.0,20.0,11.0,267.0,1.0,,3.0,1.0,37.5,5.0,,
14,"Wilks, Kylie",Jr,OH,5-8,114,,114,30.0,30.0,241,121,926,0.13,30.0,18.0,21.0,346.0,37.0,3.0,19.0,2.0,271.5,,,
8,"Dore, Jenn",Jr,S,5-10,114,,114,30.0,14.0,12,5,45,0.156,634.0,13.0,19.0,203.0,,,2.0,2.0,26.0,8.0,,
12,"Grabowski, Jess",Fr,DS,5-4,114,,114,30.0,,6,2,13,0.308,90.0,23.0,35.0,561.0,48.0,,,,29.0,5.0,,
16,"Koenen, Abby",Fr,OH,6-0,114,,114,30.0,17.0,217,98,652,0.183,5.0,,,39.0,2.0,3.0,61.0,4.0,250.5,,,
11,"Cerniauskaite, Kleja",Fr,MB,6-2,87,,87,26.0,25.0,159,89,456,0.154,2.0,,,14.0,1.0,3.0,57.0,6.0,190.5,,,
18,"Volpis, Shanon",Sr,MB,6-0,80,,80,25.0,18.0,134,41,340,0.27399999999999997,,9.0,29.0,33.0,1.0,4.0,60.0,4.0,177.0,1.0,,
5,"Mongan, Kailynn",So,DS,5-5,78,,78,23.0,7.0,1,8,26,-0.26899999999999996,7.0,5.0,12.0,238.0,14.0,,,,6.0,,,
4,"Heilemann, Carmen",So,MB,6-0,75,,75,21.0,10.0,220,88,537,0.24600000000000002,3.0,,,33.0,1.0,2.0,39.0,1.0,241.5,2.0,,
3,"Kiekhofer, Louise",Jr,OH,5-9,74,,74,25.0,10.0,135,68,466,0.14400000000000002,1.0,1.0,1.0,44.0,4.0,1.0,16.0,5.0,145.0,,,
2,"Mroczenski, Makenzie",So,MB,6-2,61,,61,18.0,14.0,137,51,355,0.242,4.0,8.0,8.0,35.0,1.0,3.0,46.0,5.0,171.0,,,
15,"Volpis, Shari",Jr,OH,5-11,54,,54,20.0,6.0,84,63,334,0.063,4.0,,5.0,37.0,7.0,,12.0,1.0,90.0,,,
1,"Miller, Jenna",So,MB,5-10,52,,52,22.0,5.0,60,18,171,0.24600000000000002,,5.0,3.0,7.0,,,22.0,6.0,76.0,1.0,,
7,"Spaulding, Lauren",Fr,OH,5-9,41,,41,14.0,6.0,7,10,29,-0.10300000000000001,,10.0,28.0,101.0,15.0,,,,17.0,1.0,,
6,"Kartalovic, Sara",Sr,RS,6-4,20,,20,11.0,1.0,19,15,70,0.057,,,,3.0,,2.0,7.0,,24.5,,,
9,"Grzebien, Allison",Jr,OH,6-2,6,,6,4.0,,2,3,10,-0.1,,,,1.0,,,,,2.0,,,
10,"Uselding, Lexie",Jr,DS,5-8,1,,1,1.0,,0,0,1,0.0,,,,1.0,,,,,,,,
-,TEAM,-,-,-,-,-,20,15.0,,0,0,0,,,,,,16.0,,,,,,,
-,Totals,-,-,-,-,-,114,,,1450,684,4508,0.17,1372.0,112.0,172.0,1963.0,148.0,21.0,344.0,37.0,1755.0,23.0,,
-,Opponent Totals,-,-,-,-,-,114,,,1560,611,4410,0.215,1480.0,148.0,184.0,1992.0,112.0,46.0,562.0,45.0,2035.0,37.0,,
