Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
8,"Young, Rachel",Fr,MB,6-1,110,,110,30.0,30.0,246,68,576,0.309,21.0,,3.0,50.0,1.0,4.0,44.0,2.0,272.0,5.0,,
7,"Simon, Chloe",So,OH,6-1,109,,109,30.0,28.0,238,135,797,0.129,41.0,9.0,27.0,247.0,36.0,1.0,24.0,3.0,260.0,,,
14,"Dumity, Sam",Fr,OH,6-0,105,,105,30.0,26.0,204,84,574,0.209,43.0,10.0,33.0,83.0,2.0,7.0,64.0,7.0,253.0,6.0,,
13,"Payne, Kaylee",Fr,L/DS,5-9,103,,103,30.0,2.0,9,1,17,0.47100000000000003,33.0,19.0,45.0,293.0,14.0,,1.0,,28.5,1.0,,
3,"Green, Madison",Jr,S,5-8,102,,102,28.0,28.0,193,69,498,0.249,800.0,35.0,33.0,253.0,4.0,1.0,28.0,1.0,243.0,9.0,3.0,
1,"Filipiak, Kylie",Fr,OH,5-9,98,,98,28.0,18.0,164,79,520,0.163,6.0,3.0,9.0,89.0,2.0,,30.0,,182.0,1.0,,
12,"Krenek, Jenna",So,DS,5-8,96,,96,26.0,2.0,2,0,13,0.154,49.0,14.0,12.0,289.0,30.0,,,,16.0,,,
2,"Felan, Angel",Fr,S,5-7,88,,88,26.0,8.0,8,4,24,0.16699999999999998,105.0,19.0,29.0,142.0,2.0,,2.0,1.0,28.0,6.0,,
10,"Buzhanski, Liza",Fr,L/DS,5-8,71,,71,27.0,5.0,1,1,4,0.0,8.0,,5.0,82.0,20.0,,,,1.0,,,
17,"Carter, Julia",Fr,MB,6-5,65,,65,17.0,14.0,176,74,485,0.21,6.0,8.0,14.0,37.0,13.0,4.0,20.0,3.0,198.0,,,
15,"Lyons, Jenna",Fr,OH,5-10,49,,49,21.0,5.0,61,53,207,0.039,2.0,8.0,14.0,26.0,5.0,,5.0,,71.5,1.0,,
9,"van Velthooven, Eloise",Jr,OH,6-1,47,,47,28.0,5.0,33,27,142,0.042,3.0,2.0,11.0,34.0,8.0,,3.0,2.0,36.5,,,
11,"Coates, Mackenzie",So,S,6-1,34,,34,16.0,6.0,11,7,41,0.098,154.0,4.0,5.0,41.0,,1.0,3.0,,17.5,5.0,,
18,"Valigura, Kayla",Jr,MB,6-1,24,,24,17.0,3.0,15,8,51,0.13699999999999998,4.0,,,4.0,3.0,1.0,4.0,,18.0,1.0,,
19,"Herbold, Jessi",So,MB,6-4,8,,8,7.0,,4,6,19,-0.105,,,1.0,1.0,,,1.0,,4.5,1.0,,
-,TEAM,-,-,-,-,-,30,17.0,,0,0,0,,,,,,20.0,,,,,,,
-,Totals,-,-,-,-,-,111,,,1365,616,3968,0.18899999999999997,1275.0,131.0,241.0,1671.0,160.0,19.0,229.0,19.0,1629.5,36.0,,
-,Opponent Totals,-,-,-,-,-,111,,,1408,481,3759,0.247,1267.0,160.0,186.0,1653.0,131.0,60.0,334.0,26.0,1795.0,65.0,,
