Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
9,"Kampen, Katie",Sr,DS,5-11,113,,113,29.0,21.0,20,17,99,0.03,34.0,15.0,19.0,199.0,19.0,,1.0,1.0,35.5,,,
7,"Bannister, Taylor",So,MB,6-5,113,,113,29.0,28.0,456,217,1099,0.217,6.0,19.0,36.0,108.0,3.0,9.0,48.0,26.0,508.0,2.0,,
5,"Cianciulli, Raigen",So,DS,5-4,113,,113,29.0,,0,2,6,-0.33299999999999996,104.0,20.0,38.0,542.0,35.0,,,,20.0,,,
16,"Flory, Lindsay",Sr,S,6-0,107,,107,29.0,20.0,58,19,151,0.258,769.0,20.0,31.0,226.0,,2.0,38.0,9.0,99.0,18.0,,
25,"Rodriguez, Toni",Sr,OH,6-1,101,,101,29.0,16.0,238,79,739,0.215,9.0,11.0,12.0,106.0,7.0,7.0,46.0,9.0,279.0,,,
17,"Stokes, Milan",Jr,OH,5-10,94,,94,26.0,8.0,167,60,535,0.2,9.0,5.0,7.0,70.0,11.0,1.0,9.0,2.0,177.5,1.0,,
8,"Beyer, Olivia",Sr,MB,6-1,94,,94,25.0,21.0,167,48,426,0.27899999999999997,8.0,5.0,12.0,68.0,,12.0,59.0,7.0,213.5,,,
4,"Foreman, Whitney",Fr,MB,6-2,93,,93,26.0,19.0,140,68,379,0.19,,,,13.0,1.0,18.0,74.0,5.0,195.0,1.0,,
2,"Zwiebel, Anna",Jr,S,5-10,90,,90,27.0,14.0,31,7,67,0.358,382.0,15.0,31.0,173.0,1.0,2.0,12.0,1.0,54.0,16.0,,
15,"Maher, Leigh",Fr,DS,5-2,78,,78,21.0,2.0,0,0,2,0.0,1.0,13.0,21.0,172.0,29.0,,,,13.0,1.0,,
13,"Armer, Jacqui",Jr,MB,6-3,74,,74,21.0,19.0,114,44,306,0.22899999999999998,3.0,3.0,17.0,20.0,,11.0,63.0,9.0,159.5,,,
19,"Mukes, Sydney",Jr,OH,6-2,39,,39,16.0,6.0,69,27,235,0.179,2.0,1.0,4.0,34.0,6.0,5.0,11.0,,80.5,,,
3,"Cowan, Kate",Fr,DS,5-8,5,,5,3.0,,0,0,0,,2.0,,,3.0,2.0,,,,,,,
-,TEAM,-,-,-,-,-,24,15.0,,0,0,0,,,,,,20.0,,,,,,,
-,Totals,-,-,-,-,-,113,,,1460,588,4044,0.21600000000000003,1328.0,127.0,228.0,1734.0,134.0,67.0,361.0,69.0,1834.5,39.0,,
-,Opponent Totals,-,-,-,-,-,113,,,1460,596,4071,0.212,1344.0,134.0,228.0,1714.0,127.0,43.0,296.0,31.0,1785.0,20.0,,
