Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
16,"Holtzclaw, Kiera",So,MB,5-11,99,,99,29.0,27.0,146,73,371,0.19699999999999998,5.0,,,15.0,,9.0,40.0,14.0,175.0,,,
9,"Ngundam, Mayah",So,OH,5-10,99,,99,29.0,24.0,213,181,762,0.042,7.0,16.0,29.0,92.0,3.0,2.0,45.0,4.0,253.5,2.0,,
15,"Taula, Leimaluhia",Sr,L/DS,5-5,99,,99,29.0,11.0,15,21,66,-0.091,24.0,26.0,24.0,280.0,34.0,1.0,4.0,1.0,44.0,1.0,,
5,"Cardona, Milexa",Fr,S,5-8,99,,99,29.0,25.0,72,20,187,0.278,695.0,33.0,27.0,177.0,1.0,2.0,20.0,5.0,117.0,9.0,,
6,"Scott, Nia",Fr,L,5-7,99,,99,29.0,9.0,2,3,13,-0.077,35.0,21.0,50.0,244.0,39.0,,1.0,,23.5,,,
13,"Rakoski, Caroline",Fr,OH,6-1,99,,99,29.0,16.0,178,115,575,0.11,4.0,7.0,8.0,54.0,,3.0,11.0,2.0,193.5,1.0,,
10,"Ruble, Devin",Fr,OH,5-11,96,,96,28.0,27.0,167,135,655,0.049,5.0,25.0,41.0,176.0,49.0,5.0,20.0,7.0,207.0,2.0,,
1,"Armbrister, Sydney",Sr,OH,5-10,79,,79,24.0,22.0,130,64,352,0.188,,16.0,23.0,36.0,1.0,5.0,34.0,5.0,168.0,,,
3,"Williams, Jade",So,S,5-5,45,,45,15.0,3.0,1,2,7,-0.14300000000000002,6.0,4.0,3.0,36.0,12.0,,,,5.0,,,
7,"Sheppard, Sydney",Fr,S,5-9,14,,14,6.0,4.0,2,9,25,-0.28,44.0,2.0,2.0,15.0,,,1.0,1.0,4.5,4.0,,
8,"Ramos, Alondra",Fr,OH,5-10,1,,1,1.0,,0,0,1,0.0,,,,,,,,,,,,
2,"Hopkins, Nadia",So,MB,5-4,1,,1,1.0,,0,0,1,0.0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,49,21.0,,0,1,1,-1.0,,,,,38.0,,,,,,,
-,Totals,-,-,-,-,-,99,,,926,624,3016,0.1,825.0,150.0,207.0,1125.0,177.0,27.0,176.0,39.0,1191.0,19.0,,
-,Opponent Totals,-,-,-,-,-,99,,,1311,421,3029,0.294,1187.0,189.0,243.0,1253.0,146.0,44.0,300.0,25.0,1694.0,31.0,,
