Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
2,"Knutson, Cassie",Sr,S,5-10,104,,104,28.0,28.0,353,165,1054,0.17800000000000002,155.0,13.0,39.0,202.0,4.0,4.0,31.0,3.0,385.5,7.0,2.0,
1,"Rojas, Chloe",Sr,DS,5-4,104,,104,28.0,,2,2,12,0.0,77.0,13.0,16.0,480.0,43.0,,,,15.0,,,
22,"Johnson, Kaylin",Jr,MB,5-9,104,,104,28.0,28.0,160,75,433,0.196,3.0,,7.0,20.0,,17.0,67.0,16.0,210.5,,,
9,"Wilson, Kennedy",Jr,DS,5-6,104,,104,28.0,9.0,4,1,11,0.273,20.0,12.0,7.0,218.0,21.0,,,1.0,16.0,2.0,,
15,"Hankinson, Clairissa",Jr,MH,6-1,98,,98,28.0,23.0,80,34,210,0.21899999999999997,5.0,10.0,32.0,40.0,,12.0,40.0,5.0,122.0,1.0,,
11,"Woody, Rachel",Jr,S,5-10,96,,96,28.0,27.0,39,32,174,0.04,576.0,10.0,9.0,186.0,2.0,,12.0,3.0,55.0,23.0,,
3,"Schoen, Sydney",Fr,DS,5-7,95,,95,26.0,16.0,2,0,11,0.182,22.0,15.0,21.0,152.0,30.0,,1.0,,17.5,,,
10,"Wilkins, Lindsey",So,OH,6-0,95,,95,27.0,17.0,251,147,736,0.141,6.0,1.0,3.0,45.0,17.0,6.0,27.0,8.0,271.5,1.0,,
8,"Logan, Mikayla",Fr,MB,5-8,88,,88,28.0,7.0,134,97,525,0.07,3.0,,,36.0,5.0,,16.0,6.0,142.0,,,
7,"Caserma-Kloeble, Katelynn",Jr,OH,5-11,66,,66,24.0,8.0,99,70,335,0.087,5.0,1.0,,25.0,5.0,1.0,19.0,3.0,110.5,2.0,,
18,"Ferragonio, Maria",Jr,S,5-9,51,,51,25.0,1.0,6,0,17,0.353,122.0,4.0,2.0,63.0,3.0,,,,10.0,4.0,,
17,"Schade, Kierstin",Fr,MH,6-1,46,,46,23.0,,15,17,77,-0.026000000000000002,4.0,,,3.0,2.0,,6.0,5.0,18.0,,,
12,"Burchesky, Natalie",Jr,MB,6-4,29,,29,17.0,4.0,4,5,20,-0.05,,,2.0,4.0,1.0,2.0,11.0,3.0,11.5,,,
13,"Cvelbar, Annie",Fr,S,5-8,19,,19,11.0,,2,1,9,0.111,61.0,,2.0,18.0,,,,1.0,2.0,6.0,,
4,"McNamee, Lindsey",Fr,OH,5-9,2,,2,2.0,,1,0,2,0.5,,,,,,,,,1.0,,,
-,TEAM,-,-,-,-,-,34,15.0,,0,0,0,,,,,,14.0,,,,,,,
-,Totals,-,-,-,-,-,104,,,1152,646,3626,0.14,1059.0,79.0,140.0,1492.0,147.0,42.0,230.0,54.0,1388.0,46.0,,
-,Opponent Totals,-,-,-,-,-,104,,,1403,560,3706,0.22699999999999998,1318.0,147.0,188.0,1553.0,79.0,26.0,357.0,33.0,1754.5,31.0,,
