Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
10,"Rodriguez, Kizzy",Fr,L,5-4,103,,103,28.0,,4,6,16,-0.125,57.0,18.0,28.0,455.0,38.0,,,,22.0,1.0,,
14,"Tiedt, Nina",Sr,S,5-11,92,,92,27.0,18.0,32,18,86,0.163,684.0,25.0,18.0,130.0,1.0,,20.0,4.0,67.0,19.0,,
2,"Pittman, Taris",Jr,OH,6-0,89,,89,25.0,24.0,158,58,411,0.243,3.0,11.0,20.0,25.0,,7.0,52.0,11.0,202.0,2.0,,
18,"Stevic, Una",Fr,OH,-,87,,87,27.0,14.0,160,91,510,0.135,7.0,16.0,25.0,126.0,31.0,,29.0,7.0,190.5,2.0,,
3,"Hurkmans, Wies",Jr,MB,6-1,87,,87,25.0,21.0,146,38,331,0.326,4.0,2.0,3.0,15.0,1.0,10.0,74.0,5.0,195.0,,,
12,"Ramirez, Mireya",Sr,L,5-1,86,,86,26.0,6.0,1,0,12,0.083,26.0,30.0,22.0,179.0,29.0,,,,31.0,1.0,,
7,"Kriebel, Emily",Sr,OH,5-10,86,,86,26.0,2.0,1,6,30,-0.16699999999999998,4.0,18.0,23.0,94.0,18.0,,,,19.0,1.0,,
5,"Montgomery, Lauren",Jr,MH,5-11,83,,83,27.0,18.0,184,97,576,0.151,5.0,3.0,5.0,43.0,15.0,2.0,25.0,8.0,201.5,2.0,,
8,"Speweik, Ally",So,MH,5-11,78,,78,24.0,19.0,167,68,506,0.196,4.0,1.0,,28.0,3.0,,27.0,6.0,181.5,1.0,,
16,"Miljacic, Vanja",So,OH,5-8,76,,76,26.0,18.0,171,105,548,0.12,19.0,19.0,31.0,178.0,32.0,4.0,23.0,5.0,205.5,4.0,,
1,"Nobrega, Gabriella",Jr,S,5-10,53,,53,23.0,10.0,12,3,30,0.3,285.0,7.0,8.0,122.0,,,2.0,1.0,20.0,5.0,,
6,"Colvey, Sidney",Jr,MB,6-1,50,,50,22.0,6.0,122,63,321,0.184,1.0,,,18.0,,,15.0,2.0,129.5,,,
9,"Speweik, Angie",So,L,5-10,36,,36,15.0,1.0,6,2,17,0.235,7.0,4.0,10.0,87.0,8.0,,,,10.0,1.0,,
13,"Barkley, Danae",So,MH,6-1,30,,30,14.0,7.0,37,24,94,0.138,1.0,1.0,9.0,2.0,,4.0,11.0,4.0,47.5,1.0,,
15,"Warren, Chloe",Fr,MH,6-0,13,,13,8.0,4.0,8,3,26,0.192,2.0,,,1.0,,,3.0,,9.5,,,
-,TEAM,-,-,-,-,-,36,19.0,,0,0,0,,,,,,22.0,,,,,,,
-,Totals,-,-,-,-,-,104,,,1209,582,3514,0.17800000000000002,1109.0,155.0,202.0,1503.0,198.0,27.0,281.0,53.0,1531.5,40.0,,
-,Opponent Totals,-,-,-,-,-,104,,,1269,514,3535,0.214,1169.0,198.0,229.0,1483.0,155.0,57.0,320.0,65.0,1684.0,41.0,,
