Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
1,"Payne, Clara",Sr,MB,6-2,129,,129,32.0,32.0,291,75,736,0.293,14.0,30.0,22.0,83.0,4.0,17.0,101.0,5.0,388.5,2.0,,
5,"Brown, Jaedan",So,MB,6-0,129,,129,32.0,32.0,271,100,617,0.27699999999999997,7.0,,,16.0,5.0,21.0,125.0,14.0,354.5,,,
4,"Clausen, CC",Fr,DS,5-5,126,,126,32.0,1.0,2,0,8,0.25,136.0,24.0,38.0,526.0,29.0,,,,26.0,1.0,,
13,"Musemuna, Nyemba",So,MB,6-1,125,,125,32.0,18.0,106,40,282,0.23399999999999999,3.0,,,28.0,,6.0,85.0,11.0,154.5,1.0,,
33,"Stowell, Briana",Sr,S,5-8,123,,123,32.0,24.0,65,13,155,0.335,807.0,24.0,15.0,290.0,,1.0,26.0,5.0,103.0,31.0,,
6,"Walker, Jac'cara",Jr,OH,5-10,112,,112,30.0,30.0,394,131,1137,0.231,14.0,14.0,21.0,294.0,29.0,2.0,34.0,1.0,427.0,1.0,,
19,"Pliapol, Lindsey",Fr,OH,6-0,109,,109,32.0,18.0,221,107,794,0.14400000000000002,17.0,15.0,13.0,231.0,25.0,6.0,38.0,10.0,261.0,,,
11,"Ribas, Faby",So,DS,5-5,106,,106,30.0,4.0,2,2,8,0.0,19.0,21.0,11.0,210.0,22.0,,,,23.0,,,
9,"LaBeck, Lauren",Fr,S,6-1,76,,76,26.0,10.0,28,5,66,0.348,474.0,10.0,5.0,113.0,1.0,,18.0,2.0,47.0,7.0,,
15,"Benitez, Nikkia",So,OH,5-11,74,,74,27.0,13.0,161,75,476,0.18100000000000002,13.0,5.0,18.0,130.0,11.0,4.0,14.0,3.0,177.0,2.0,,
22,"Davey, Reagan",Sr,OH,5-9,55,,55,18.0,7.0,84,45,274,0.142,7.0,3.0,7.0,49.0,4.0,,26.0,8.0,100.0,,,
2,"McLamb, Maria",Sr,DS,5-8,50,,50,23.0,1.0,1,0,3,0.33299999999999996,19.0,3.0,4.0,121.0,15.0,,,,4.0,3.0,,
8,"Thompson, Peyton",Fr,RS,6-2,16,,16,12.0,1.0,2,4,14,-0.14300000000000002,1.0,,,1.0,1.0,,1.0,,2.5,,,
12,"Embry, Claire",So,OH,5-11,12,,12,7.0,1.0,6,3,22,0.136,,,,1.0,1.0,,1.0,,6.5,,,
3,"Lewis, Mary Hannah",So,S,6-0,8,,8,7.0,,0,0,0,,6.0,,1.0,4.0,1.0,,,,,1.0,,
20,"Legg, Nicole",Fr,MB,6-3,5,,5,5.0,,2,0,4,0.5,,,,,,,,,2.0,,,
16,"Richeson, Sydney",So,DS,5-3,1,,1,1.0,,0,0,0,,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,27,16.0,,0,0,0,,4.0,,,,21.0,,,,,,,
-,Totals,-,-,-,-,-,129,,,1636,600,4596,0.225,1541.0,149.0,155.0,2097.0,169.0,57.0,469.0,59.0,2076.5,49.0,,
-,Opponent Totals,-,-,-,-,-,129,,,1698,749,4933,0.192,1596.0,168.0,185.0,2061.0,149.0,47.0,310.0,54.0,2068.0,43.0,,
