Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
2,"Collins, Maura",Fr,L/DS,5-6,118,,118,31.0,29.0,0,0,5,0.0,26.0,26.0,43.0,265.0,22.0,,,,26.0,,,
21,"Wolf, Margo",Sr,L/DS,5-8,118,,118,31.0,,1,0,8,0.125,171.0,18.0,22.0,452.0,22.0,,,,19.0,9.0,,
22,"Bruns, Lauren",Sr,OH,6-1,118,,118,31.0,31.0,502,150,1161,0.303,5.0,10.0,32.0,63.0,3.0,3.0,59.0,7.0,544.5,3.0,,
8,"Westbeld, Brooke",So,S,6-2,118,,118,31.0,31.0,236,71,627,0.263,704.0,29.0,36.0,294.0,5.0,5.0,56.0,6.0,298.0,32.0,5.0,
5,"Papesh, Alli",Fr,OH,6-1,117,,117,31.0,12.0,302,117,821,0.225,5.0,6.0,15.0,75.0,5.0,4.0,52.0,10.0,338.0,,,
7,"Doherty, Bridget",So,S,5-10,117,,117,31.0,,26,7,71,0.268,546.0,26.0,49.0,186.0,,,1.0,,52.5,22.0,,
15,"Brown, Kendyll",Sr,MB,6-1,116,,116,31.0,29.0,280,77,571,0.35600000000000004,4.0,8.0,28.0,42.0,2.0,4.0,118.0,20.0,351.0,,,
17,"Pla, Sierra",Jr,MB,6-3,111,,111,31.0,31.0,126,63,351,0.179,5.0,,,43.0,1.0,2.0,60.0,9.0,158.0,,,
3,"House, Elizabeth",Fr,L/DS,5-5,94,,94,29.0,2.0,0,1,2,-0.5,10.0,11.0,21.0,140.0,49.0,,,,11.0,,,
16,"Dubay, Olivia",So,MB,6-4,53,,53,17.0,4.0,55,11,120,0.36700000000000005,1.0,,,2.0,1.0,3.0,50.0,5.0,83.0,1.0,,
9,"Albarran, Jordan",Jr,OH,6-0,46,,46,19.0,,8,1,24,0.292,5.0,5.0,7.0,44.0,6.0,,4.0,1.0,15.0,2.0,,
6,"Moore, Amelia",Fr,MB,6-5,38,,38,10.0,10.0,58,19,138,0.28300000000000003,4.0,,2.0,8.0,1.0,8.0,35.0,3.0,83.5,1.0,,
12,"Asmus, Molly",Fr,MB,6-1,34,,34,10.0,7.0,24,8,58,0.276,3.0,,1.0,,1.0,3.0,24.0,4.0,39.0,,,
20,"Beyer, Carissa",Fr,L/DS,5-8,16,,16,11.0,,0,0,0,,3.0,2.0,2.0,18.0,4.0,,,,2.0,,,
13,"Weaver, Mackenzie",Jr,OH,6-1,15,,15,6.0,,18,14,70,0.057,2.0,1.0,,8.0,,,12.0,,25.0,,,
4,"Vondran, Josie",Fr,S,6-0,12,,12,9.0,,0,0,5,0.0,23.0,1.0,1.0,5.0,,,1.0,,1.5,2.0,,
1,"Van Lanen, Mikaylah",Fr,OH,6-1,5,,5,2.0,,6,1,17,0.294,,,,1.0,2.0,,1.0,,6.5,,,
-,TEAM,-,-,-,-,-,19,14.0,,0,0,0,,,,,,14.0,,,,,,,
-,Totals,-,-,-,-,-,118,,,1642,540,4049,0.272,1517.0,143.0,259.0,1646.0,138.0,32.0,473.0,65.0,2053.5,72.0,,
-,Opponent Totals,-,-,-,-,-,118,,,1368,622,3907,0.191,1286.0,138.0,201.0,1567.0,143.0,43.0,336.0,55.0,1717.0,49.0,,
