Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
11,"Lindgren, Tyler",Fr,S,5-11,112,,112,30.0,26.0,16,3,47,0.27699999999999997,648.0,8.0,16.0,234.0,,,2.0,,25.0,13.0,,
10,"Vandegrift, Hannah",Sr,S,6-0,110,,110,30.0,4.0,20,4,61,0.262,579.0,6.0,15.0,136.0,2.0,,10.0,2.0,31.0,12.0,,
3,"Heirakuji, Mia",Sr,DS,5-5,110,,110,29.0,,1,1,6,0.0,76.0,24.0,21.0,480.0,13.0,,,,25.0,1.0,,
12,"Papazoglou, Katerina",So,OH,6-1,102,,102,30.0,24.0,248,116,863,0.153,18.0,17.0,24.0,297.0,28.0,1.0,26.0,3.0,279.0,3.0,,
14,"Westfield, Dana",Jr,OH,6-1,98,,98,30.0,18.0,218,65,717,0.213,2.0,,,32.0,7.0,2.0,42.0,3.0,241.0,1.0,,
4,"Deak, Iva",Sr,DS,6-1,98,,98,26.0,22.0,204,54,464,0.32299999999999995,7.0,17.0,48.0,52.0,2.0,12.0,61.0,9.0,263.5,,,
1,"Asci, Irem",Sr,OH,5-11,91,,91,28.0,14.0,204,126,672,0.11599999999999999,15.0,8.0,17.0,266.0,28.0,,14.0,1.0,219.0,3.0,,
6,"Salvador, Averi",So,L/DS,5-5,88,,88,25.0,8.0,4,2,21,0.095,13.0,10.0,24.0,244.0,11.0,,,,14.0,1.0,,
8,"Guennewig, Carla",Sr,MB,6-2,83,,83,25.0,20.0,137,60,372,0.207,8.0,9.0,24.0,25.0,,6.0,70.0,6.0,187.0,1.0,,
5,"Grimshaw, Gem",Fr,OH,6-1,78,,78,25.0,7.0,114,49,366,0.17800000000000002,1.0,1.0,2.0,32.0,3.0,1.0,25.0,3.0,128.5,1.0,,
15,"Jean-Philippe, Baleigh",So,MH,6-1,65,,65,21.0,18.0,56,37,179,0.106,1.0,1.0,1.0,9.0,,12.0,41.0,13.0,89.5,,,
2,"Boyd, Peyton",Fr,RS,6-3,60,,60,19.0,15.0,93,49,229,0.192,2.0,,2.0,24.0,,5.0,26.0,3.0,111.0,,,
16,"Bolukbasi, Miray",Fr,OH,6-1,56,,56,22.0,4.0,123,55,331,0.205,1.0,5.0,8.0,59.0,18.0,,7.0,1.0,131.5,,,
-,TEAM,-,-,-,-,-,19,13.0,,0,0,0,,,,,,17.0,,,,,,,
-,Totals,-,-,-,-,-,113,,,1438,621,4328,0.18899999999999997,1371.0,106.0,202.0,1890.0,129.0,39.0,324.0,44.0,1745.0,36.0,,
-,Opponent Totals,-,-,-,-,-,113,,,1612,588,4410,0.23199999999999998,1511.0,129.0,211.0,1960.0,106.0,49.0,447.0,59.0,2013.5,42.0,,
