Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
16,"McDermott, Erin",Jr,S,5-10,95,,95,26.0,26.0,6,3,15,0.2,566.0,19.0,8.0,187.0,1.0,,,2.0,25.0,11.0,,
11,"Kaprelyn, Madelyn",Jr,OPP,5-11,95,,95,26.0,26.0,308,88,751,0.293,269.0,15.0,41.0,134.0,1.0,5.0,63.0,10.0,359.5,6.0,5.0,
5,"Henderson, Emma",So,OH,5-10,93,,93,26.0,26.0,232,100,852,0.155,13.0,44.0,23.0,227.0,27.0,15.0,32.0,8.0,307.0,1.0,,
1,"Woycik, Morgan",Jr,RS,5-11,90,,90,25.0,,149,55,420,0.22399999999999998,5.0,,,28.0,,2.0,58.0,5.0,180.0,,,
7,"Eisenga, Ashlyn",So,L,5-6,88,,88,26.0,,7,0,23,0.304,50.0,13.0,9.0,304.0,37.0,,,1.0,20.0,1.0,,
17,"Quirarte, Raquel",Sr,OH,5-10,86,,86,25.0,24.0,216,103,671,0.168,5.0,15.0,13.0,222.0,15.0,15.0,50.0,4.0,271.0,,,
21,"Galabova, Gala",Jr,DS,6-3,85,,85,24.0,24.0,100,43,266,0.214,10.0,5.0,21.0,33.0,1.0,10.0,98.0,15.0,164.0,2.0,,
9,"Kushman, Kaitlyn",Sr,DS,5-8,83,,83,24.0,,3,5,15,-0.133,116.0,16.0,26.0,219.0,15.0,,,1.0,19.0,7.0,,
20,"van Heijningen, Eline",So,MH,6-0,70,,70,24.0,20.0,60,24,163,0.221,2.0,3.0,10.0,19.0,,1.0,63.0,5.0,95.5,1.0,,
2,"McCreath, Samantha",So,OH,5-10,36,,36,17.0,5.0,46,33,188,0.069,,3.0,7.0,47.0,10.0,2.0,10.0,3.0,56.0,,,
14,"Kramer, Nicole",So,MB,6-3,30,,30,11.0,5.0,5,11,46,-0.13,4.0,,,3.0,,,26.0,2.0,18.0,1.0,,
13,"Dube, Jordyn",So,S,5-10,9,,9,5.0,,0,0,2,0.0,24.0,2.0,2.0,4.0,,,,,2.0,3.0,,
4,"Dobbins, Mackenzie",Jr,L,5-8,8,,8,6.0,,0,1,2,-0.5,3.0,,1.0,6.0,2.0,,,,,,,
10,"Silva, Livia",So,OH,5-9,4,,4,3.0,,0,0,0,,,,3.0,1.0,,,,,,,,
-,TEAM,-,-,-,-,-,12,11.0,,0,0,0,,,,,,12.0,,,,,,,
-,Totals,-,-,-,-,-,95,,,1132,466,3414,0.195,1067.0,135.0,164.0,1434.0,121.0,50.0,400.0,56.0,1517.0,33.0,,
-,Opponent Totals,-,-,-,-,-,95,,,1225,630,3543,0.168,1159.0,121.0,152.0,1560.0,135.0,45.0,303.0,60.0,1542.5,23.0,,
