Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
2,"Schmid, Brianna",Sr,MB,6-1,107,,107,29.0,29.0,149,39,376,0.293,5.0,5.0,8.0,36.0,1.0,19.0,84.0,15.0,215.0,5.0,,
6,"Spence, Chelcie",So,DS,5-2,107,,107,29.0,,2,3,9,-0.111,81.0,16.0,18.0,492.0,24.0,,,,18.0,,,
12,"Ivanova, Naina",So,L,5-10,107,,107,29.0,17.0,37,19,107,0.168,569.0,13.0,13.0,276.0,17.0,3.0,27.0,10.0,66.5,15.0,,
23,"Deisa, Eva",Jr,OH,5-10,107,,107,29.0,29.0,268,120,897,0.165,26.0,18.0,15.0,315.0,38.0,13.0,31.0,3.0,314.5,3.0,,
22,"Jin, Hao",Sr,MB,6-2,104,,104,29.0,28.0,229,55,562,0.31,14.0,22.0,28.0,81.0,1.0,24.0,80.0,14.0,315.0,,,
16,"Varga, Julie",Sr,RS,6-0,77,,77,24.0,22.0,153,53,481,0.20800000000000002,11.0,13.0,19.0,124.0,8.0,7.0,37.0,4.0,191.5,,,
10,"Earnhart, Charlotte",Sr,MB,5-10,65,,65,22.0,12.0,108,57,375,0.136,10.0,12.0,9.0,102.0,10.0,4.0,13.0,5.0,130.5,,,
5,"Perez, Alejandra",Fr,OH,5-8,63,,63,22.0,1.0,20,12,71,0.113,3.0,,4.0,113.0,13.0,1.0,4.0,2.0,23.0,1.0,,
7,"Bezhan, Anna",Sr,OH,5-10,49,,49,19.0,8.0,78,44,293,0.11599999999999999,4.0,4.0,3.0,86.0,4.0,2.0,13.0,1.0,90.5,,,
11,"DeStaffino, Emily",Jr,S,5-10,48,,48,14.0,13.0,32,12,106,0.18899999999999997,420.0,10.0,9.0,91.0,,4.0,17.0,2.0,54.5,9.0,,
8,"Nieporte, Riley",So,OH,5-9,45,,45,18.0,9.0,94,38,276,0.203,1.0,5.0,4.0,36.0,4.0,2.0,7.0,2.0,104.5,,,
4,"Ingram, Rebecca",So,RS,6-0,44,,44,19.0,6.0,71,13,180,0.322,2.0,,,30.0,1.0,2.0,23.0,8.0,84.5,1.0,,
9,"Leipold, Lindsey",Fr,S,5-6,15,,15,5.0,,0,1,1,-1.0,3.0,1.0,3.0,23.0,5.0,,,,1.0,,,
-,TEAM,-,-,-,-,-,15,11.0,,0,0,0,,,,,,10.0,,,,,,,
-,Totals,-,-,-,-,-,107,,,1241,466,3734,0.20800000000000002,1149.0,119.0,133.0,1805.0,136.0,81.0,336.0,66.0,1609.0,34.0,,
-,Opponent Totals,-,-,-,-,-,107,,,1473,668,4237,0.19,1345.0,136.0,221.0,1771.0,119.0,56.0,274.0,52.0,1802.0,56.0,,
