Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
19,"Bass, Majesti",Sr,MB,6-2,115,,115,29.0,29.0,273,86,650,0.28800000000000003,,,,16.0,,9.0,84.0,12.0,324.0,,,
22,"Donovan, Meghan",Jr,S,6-2,115,,115,29.0,29.0,55,13,158,0.266,1273.0,30.0,28.0,247.0,1.0,3.0,61.0,8.0,118.5,21.0,,
7,"Ritchie, Rachel",So,OH,5-10,114,,114,29.0,17.0,382,187,1061,0.184,4.0,33.0,40.0,169.0,16.0,2.0,17.0,2.0,425.5,1.0,,
14,"Hernandez, Mallory",Fr,OPP,6-0,110,,110,28.0,10.0,226,112,608,0.188,2.0,2.0,7.0,44.0,5.0,1.0,45.0,6.0,251.5,,,
15,"Gilliam, Sydney",Sr,DS,5-5,106,,106,27.0,14.0,1,2,4,-0.25,10.0,32.0,32.0,172.0,24.0,,,2.0,33.0,,,
2,"Rothenberger, Claire",Fr,DS,5-9,101,,101,25.0,11.0,0,0,1,0.0,21.0,2.0,14.0,202.0,27.0,,1.0,,2.5,,,
11,"Karstens, Anna Kate",Sr,MB,6-3,96,,96,25.0,25.0,131,36,316,0.301,5.0,24.0,56.0,37.0,,6.0,76.0,1.0,199.0,1.0,,
8,"Glover, Kendall",So,DS,5-10,91,,91,22.0,2.0,0,0,1,0.0,80.0,24.0,43.0,372.0,19.0,,,,24.0,,,
1,"Ceasar, T'Ara",So,OH,6-1,90,,90,22.0,22.0,376,157,998,0.21899999999999997,19.0,20.0,41.0,232.0,20.0,8.0,30.0,6.0,419.0,1.0,,
17,"Young, Kianna",So,MB,6-2,55,,55,17.0,9.0,58,34,180,0.133,,,4.0,13.0,,2.0,29.0,1.0,74.5,,,
21,"Ostman, Caroline",Sr,OH,5-11,37,,37,12.0,4.0,0,0,0,,16.0,1.0,8.0,98.0,13.0,,,,1.0,,,
12,"Chandler, Brynn",So,S,5-11,16,,16,7.0,2.0,0,0,1,0.0,7.0,2.0,9.0,21.0,1.0,,1.0,,2.5,,,
4,"Naves, Sage",Fr,MB,6-2,16,,16,11.0,,4,4,13,0.0,,,1.0,2.0,,1.0,3.0,2.0,6.5,,,
23,"Houser, Katie",Sr,OH,6-0,10,,10,7.0,,8,7,34,0.028999999999999998,,,,4.0,2.0,,1.0,,8.5,,,
10,"Rivera, Kayla",Fr,OH,6-0,3,,3,3.0,,1,1,3,0.0,,,,,,,,,1.0,,,
-,TEAM,-,-,-,-,-,19,15.0,,0,1,1,-1.0,,,,1.0,21.0,,,,,,,
-,Totals,-,-,-,-,-,115,,,1515,640,4029,0.217,1437.0,170.0,283.0,1630.0,149.0,32.0,348.0,40.0,1891.0,24.0,,
-,Opponent Totals,-,-,-,-,-,115,,,1396,542,3872,0.221,1307.0,150.0,234.0,1561.0,170.0,40.0,472.0,42.0,1822.0,35.0,,
