Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
16,"Stroud, Sydney",Jr,OH,6-1,95,,95,26.0,21.0,234,132,675,0.151,6.0,4.0,21.0,127.0,8.0,8.0,64.0,6.0,278.0,,,
45,"Lee, Crystal",Sr,OH,5-10,94,,94,26.0,26.0,256,143,782,0.145,24.0,17.0,31.0,214.0,29.0,5.0,36.0,7.0,296.0,,,
12,"Griffin, Jha'Meisheia",So,MH,6-0,92,,92,26.0,24.0,135,64,405,0.175,2.0,1.0,12.0,19.0,1.0,15.0,109.0,6.0,205.5,,,
13,"Bandera, Lauren",Fr,L/DS,5-6,88,,88,26.0,,1,2,11,-0.091,58.0,10.0,9.0,350.0,17.0,,,,11.0,5.0,,
1,"Padgett, Kinkaid",So,L/DS,5-5,85,,85,26.0,6.0,0,3,11,-0.273,26.0,15.0,21.0,189.0,25.0,,,,15.0,1.0,,
6,"Renner, Sarah",Sr,S,5-10,82,,82,26.0,17.0,49,10,146,0.267,682.0,19.0,9.0,188.0,,5.0,28.0,3.0,87.0,16.0,,
14,"Chapman, Shae",Sr,MB,6-0,74,,74,23.0,16.0,117,54,361,0.175,4.0,3.0,8.0,29.0,,12.0,35.0,1.0,149.5,1.0,,
8,"Hash, Morgan",Jr,OH,6-2,69,,69,22.0,11.0,136,66,475,0.147,3.0,10.0,7.0,50.0,6.0,1.0,25.0,1.0,159.5,2.0,,
11,"Rantala, Anna",Sr,MB,5-8,61,,61,24.0,1.0,21,13,77,0.10400000000000001,8.0,7.0,23.0,73.0,13.0,,5.0,,30.5,1.0,,
10,"Hadzic, Dzemila",So,OH,5-11,55,,55,22.0,9.0,50,39,171,0.064,7.0,11.0,19.0,59.0,9.0,1.0,6.0,,65.0,,,
3,"Sarsany, Allie",Fr,L/DS,5-7,51,,51,24.0,3.0,1,0,3,0.33299999999999996,7.0,2.0,14.0,52.0,8.0,,,,3.0,,,
5,"Ott, Madelyn",Jr,MB,6-2,39,,39,17.0,8.0,82,29,185,0.28600000000000003,,,8.0,5.0,,5.0,22.0,3.0,98.0,,,
7,"Eiken, Carley",Sr,S,5-9,34,,34,14.0,8.0,7,6,33,0.03,182.0,4.0,2.0,63.0,,1.0,3.0,4.0,13.5,2.0,,
18,"Sillmon, Cierra",So,OH,6-2,21,,21,11.0,5.0,21,9,71,0.16899999999999998,,,,8.0,,2.0,13.0,3.0,29.5,,,
2,"Etherington, Paige",So,S,5-9,13,,13,8.0,1.0,3,0,8,0.375,39.0,,2.0,3.0,,,1.0,,3.5,2.0,,
4,"Collector, Faith",Fr,OH,5-9,12,,12,8.0,,8,7,33,0.03,1.0,,,1.0,1.0,,3.0,,9.5,,,
-,TEAM,-,-,-,-,-,16,10.0,,0,0,0,,,,,,10.0,,,,,,,
-,Totals,-,-,-,-,-,95,,,1121,577,3447,0.158,1049.0,103.0,186.0,1430.0,127.0,55.0,350.0,34.0,1454.0,30.0,,
-,Opponent Totals,-,-,-,-,-,95,,,1255,541,3456,0.207,1167.0,128.0,154.0,1535.0,103.0,45.0,224.0,30.0,1540.0,38.0,,
