Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
19,"Brown, Ashley",Jr,S,5-9,130,,130,33.0,33.0,59,20,168,0.23199999999999998,1364.0,30.0,27.0,341.0,,3.0,51.0,8.0,117.5,3.0,,
6,"Urias, Jocelyn",Jr,MB,6-3,130,,130,33.0,33.0,298,66,713,0.325,5.0,36.0,46.0,92.0,,7.0,121.0,2.0,401.5,,,
12,"Martin, Claire",Sr,MB,6-4,130,,130,33.0,28.0,137,67,353,0.198,8.0,,,39.0,,15.0,139.0,9.0,221.5,2.0,,
5,"Woodford, Mckenna",Sr,OH,6-4,130,,130,33.0,28.0,436,171,1215,0.218,10.0,2.0,6.0,106.0,15.0,12.0,68.0,7.0,484.0,,,
4,"Dirige, Alexis",Jr,DS,5-2,129,,129,33.0,,3,0,4,0.75,143.0,21.0,41.0,562.0,34.0,,,,24.0,,,
18,"Lajos, Ella",Sr,MB,6-3,124,,124,32.0,23.0,256,86,612,0.278,4.0,,,33.0,,9.0,130.0,7.0,330.0,,,
1,"Tusa, Penny",So,S,5-8,116,,116,30.0,14.0,109,63,406,0.113,24.0,34.0,43.0,271.0,20.0,2.0,5.0,2.0,147.5,,,
10,"Mims, Taylor",Sr,OH,6-3,108,,108,28.0,26.0,411,153,1152,0.22399999999999998,13.0,29.0,51.0,215.0,21.0,14.0,47.0,13.0,477.5,3.0,,
15,"Phillips, Abby",Sr,DS,5-5,104,,104,29.0,3.0,0,1,2,-0.5,13.0,13.0,18.0,170.0,14.0,,,,13.0,,,
13,"Coale, Olivia",Sr,DS,5-6,89,,89,27.0,10.0,1,0,1,1.0,10.0,13.0,22.0,179.0,24.0,,,,14.0,,,
8,"Bradley, Charity",Fr,OH,6-4,6,,6,4.0,,6,0,9,0.667,,,2.0,5.0,1.0,,,,6.0,,,
-,TEAM,-,-,-,-,-,5,5.0,,0,0,0,,,,,,3.0,,,,,,,
-,Totals,-,-,-,-,-,130,,,1716,627,4635,0.235,1594.0,178.0,256.0,2013.0,132.0,62.0,561.0,48.0,2236.5,8.0,,
-,Opponent Totals,-,-,-,-,-,130,,,1661,737,4732,0.195,1564.0,132.0,266.0,1995.0,178.0,72.0,425.0,69.0,2077.5,34.0,,
