Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
4,"Stack, Cecilia",So,MB,6-1,100,,100,28.0,28.0,95,44,270,0.18899999999999997,,,1.0,20.0,,27.0,62.0,3.0,153.0,4.0,,
9,"Guthrie, Cara",Sr,OH,5-10,100,,100,28.0,28.0,352,143,1053,0.198,14.0,36.0,39.0,231.0,46.0,2.0,23.0,1.0,401.5,2.0,,
7,"Loveday, Julia",Jr,MB,5-11,100,,100,28.0,28.0,123,41,349,0.235,9.0,8.0,7.0,64.0,2.0,26.0,62.0,2.0,188.0,1.0,,
16,"Zyburt, Madisen",Sr,L/DS,5-8,100,,100,28.0,,2,3,19,-0.053,74.0,13.0,13.0,470.0,27.0,,,,15.0,3.0,,
5,"Rooks, Ansley",Jr,RS,5-9,100,,100,28.0,22.0,235,80,677,0.22899999999999998,6.0,14.0,15.0,94.0,5.0,3.0,27.0,1.0,265.5,2.0,,
12,"Borges, Julia",Jr,RS,5-11,100,,100,28.0,16.0,234,104,643,0.20199999999999999,14.0,7.0,13.0,129.0,5.0,9.0,50.0,,275.0,3.0,,
1,"Hackett, Kailey",Jr,DS,5-10,69,,69,23.0,14.0,5,3,27,0.07400000000000001,303.0,14.0,29.0,97.0,,1.0,2.0,2.0,21.0,11.0,,
11,"West, Kasey",So,DS,5-3,67,,67,19.0,13.0,1,0,12,0.083,6.0,14.0,10.0,112.0,14.0,,,,15.0,,,
6,"Kennedy, Carter",Jr,S,5-7,61,,61,19.0,3.0,22,1,47,0.447,247.0,11.0,20.0,81.0,,,,,33.0,13.0,,
8,"McClinton, Peyton",Fr,OH,5-9,58,,58,19.0,5.0,62,39,234,0.098,7.0,4.0,13.0,56.0,6.0,2.0,14.0,1.0,75.0,,,
17,"Volk, Grace",Fr,S,5-9,57,,57,21.0,11.0,21,9,80,0.15,400.0,8.0,4.0,115.0,,2.0,16.0,3.0,39.0,16.0,,
2,"Skryd, Anna",Fr,L,5-4,25,,25,9.0,,0,0,0,,,3.0,6.0,4.0,,,,,3.0,,,
10,"Tatum, Tearra",Jr,OH,5-10,11,,11,9.0,,3,3,14,0.0,,,,5.0,,,,1.0,3.0,,,
13,"Spicer, Hannah",Fr,OH,5-11,11,,11,8.0,,3,4,23,-0.043,,,,2.0,3.0,,1.0,,3.5,,,
19,"Pinard, Sabrina",Jr,MB,6-2,4,,4,4.0,,1,2,3,-0.33299999999999996,,,,,,,1.0,,1.5,,,
3,"Luscher, Sammy",Fr,S,5-8,1,,1,1.0,,0,0,0,,,,,,,,,,,,,
14,"Bewick, Meghan",So,DS,5-2,1,,1,1.0,,0,0,0,,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,27,16.0,,0,0,0,,,,,,18.0,,,,,,,
-,Totals,-,-,-,-,-,100,,,1159,476,3451,0.198,1080.0,132.0,170.0,1480.0,126.0,72.0,258.0,14.0,1492.0,55.0,,
-,Opponent Totals,-,-,-,-,-,100,,,1299,593,3641,0.19399999999999998,1206.0,126.0,235.0,1560.0,132.0,64.0,245.0,20.0,1611.5,45.0,,
