Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
1,"Sgattoni, Maddi",So,OH,5-8,118,,118,32.0,32.0,393,173,1289,0.171,28.0,41.0,35.0,285.0,36.0,3.0,37.0,4.0,455.5,,,
5,"Shearn, Sydney",Sr,DS,5-6,118,,118,32.0,,2,0,10,0.2,136.0,20.0,39.0,521.0,34.0,,1.0,,22.5,,,
12,"Seelbach, Sarena",Jr,MB,6-0,117,,117,32.0,32.0,211,83,545,0.235,7.0,21.0,36.0,87.0,,17.0,89.0,9.0,293.5,,,
17,"Kingsland, Kelsey",Sr,OH,6-0,116,,116,32.0,2.0,271,157,746,0.153,3.0,,,38.0,6.0,11.0,27.0,2.0,295.5,,,
3,"Mattingly, Patricia",Sr,S,5-8,115,,115,32.0,32.0,82,31,221,0.231,1039.0,25.0,34.0,306.0,,5.0,39.0,3.0,131.5,23.0,,
14,"Patrick, Katie",Sr,MB,6-2,110,,110,30.0,30.0,232,58,529,0.32899999999999996,2.0,,,21.0,,36.0,88.0,14.0,312.0,1.0,,
2,"Minton, Darby",Sr,DS,5-9,110,,110,32.0,2.0,2,0,5,0.4,25.0,40.0,23.0,201.0,16.0,,,,42.0,1.0,,
9,"Solis, Emily",Jr,DS,5-10,99,,99,29.0,22.0,1,0,9,0.111,21.0,18.0,21.0,238.0,10.0,,,,19.0,,,
19,"Rozmus, Olivia",Jr,OH,6-1,94,,94,31.0,22.0,160,74,474,0.18100000000000002,4.0,,,43.0,,4.0,53.0,1.0,190.5,,,
13,"Stowell, Avery",Fr,OPP,5-11,75,,75,29.0,8.0,86,44,268,0.157,2.0,,,30.0,,,32.0,1.0,102.0,1.0,,
4,"Lynch, Kimberly",Fr,DS,5-7,54,,54,26.0,8.0,1,1,7,0.0,4.0,7.0,11.0,56.0,8.0,,,,8.0,,,
6,"Miles, Paige",Jr,S,5-11,42,,42,21.0,,7,3,25,0.16,138.0,1.0,13.0,39.0,,,2.0,,9.0,10.0,,
15,"Montag, Amanda",So,OH,5-10,19,,19,14.0,,17,14,61,0.049,1.0,1.0,4.0,7.0,,,1.0,1.0,18.5,,,
20,"Haydu, Avery",Fr,MB,6-0,13,,13,9.0,,9,7,24,0.083,2.0,,1.0,2.0,,,3.0,,10.5,,,
16,"Carter, Melissa",Jr,MB,6-1,12,,12,5.0,2.0,12,4,23,0.348,,,,1.0,,,10.0,1.0,17.0,1.0,,
7,"Gray, Taylor",Fr,OH,5-10,4,,4,4.0,,2,3,8,-0.125,,,,,1.0,,,,2.0,,,
21,"Holland, Taylor",Sr,MH,6-2,4,,4,4.0,,3,1,4,0.5,1.0,,,1.0,,,,,3.0,,,
22,"LaPlaca, Natalie",Jr,DS,5-3,3,,3,3.0,,0,0,0,,1.0,,,1.0,2.0,,,,,,,
10,"Taylor, Allie",So,OPP,6-3,2,,2,2.0,,2,0,3,0.667,,,,,,,,,2.0,,,
18,"Herman, Cami",Fr,OPP,5-10,1,,1,1.0,,0,0,0,,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,16,9.0,,0,0,0,,,,,,10.0,,,,,,,
-,Totals,-,-,-,-,-,118,,,1493,653,4251,0.198,1414.0,174.0,217.0,1877.0,123.0,76.0,382.0,36.0,1934.0,37.0,,
-,Opponent Totals,-,-,-,-,-,118,,,1360,666,4219,0.16399999999999998,1271.0,123.0,235.0,1807.0,174.0,70.0,362.0,49.0,1734.0,32.0,,
