0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,Attend,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/24/2018,"UTSA @ West Point, N.Y.",L 1 - 3,,2,1,2,0,4,0.500,,,,,,,2,,3.0,,
08/24/2018,"Quinnipiac @ West Point, N.Y.",W 3 - 0,,,,,,,,,,,,,,,,,,
08/25/2018,@ Army West Point,W 3 - 2,,1,1,1,0,1,1.000,,,,,,,1,,1.5,,
08/31/2018,"California Baptist @ Fresno, Calif.",L 1 - 3,,4,1,2,2,8,,,,,,,,2,,3.0,1,
08/31/2018,"American @ Fresno, Calif.",L 0 - 3,,3,1,4,2,9,0.222,,,,1,,,3,1,5.5,,
09/01/2018,@ Fresno St.,L 2 - 3,,5,1,6,1,10,0.500,,,,1,,,5,1,8.5,,
09/07/2018,Hofstra,W 3 - 2,,2,1,1,0,2,0.500,,,,,,1,1,,2.5,,
09/08/2018,Southern Utah,W 3 - 2,,4,1,5,2,8,0.375,,,,,,1,3,,7.5,,
09/14/2018,@ Cal St. Fullerton,W 3 - 0,,,,,,,,,,,,,,,,,,
09/14/2018,"Idaho @ Fullerton, Calif.",W 3 - 0,,,,,,,,,,,,,,,,,,
09/15/2018,"UC Riverside @ Fullerton, Calif.",W 3 - 1,,3,1,5,2,12,0.250,,,,,,,5,,7.5,,
09/20/2018,Santa Clara,W 3 - 0,,2,1,2,1,5,0.200,,,,,,,,,2.0,,
09/25/2018,@ Saint Mary's (CA),L 1 - 3,,1,1,0,0,0,,,,,,,,1,,0.5,,
09/27/2018,Pepperdine,L 1 - 3,,4,1,3,0,7,0.429,,,,,,2,4,1,7.0,,
09/29/2018,LMU (CA),L 0 - 3,,3,1,2,1,8,0.125,,,,,,1,6,2,6.0,,
10/04/2018,@ Portland,L 0 - 3,,3,1,5,2,14,0.214,,,,1,,,3,1,6.5,,
10/06/2018,@ Gonzaga,L 0 - 3,,3,1,3,1,10,0.200,,,,,,,5,2,5.5,,
10/11/2018,BYU,L 0 - 3,,3,1,3,3,9,,,,,2,,,1,,3.5,,
10/13/2018,San Diego,L 0 - 3,,3,1,2,2,9,,,,,1,,,1,,2.5,,
10/18/2018,Saint Mary's (CA),L 1 - 3,,4,1,7,3,14,0.286,1,,,,,,6,1,10.0,,
10/20/2018,Pacific,L 1 - 3,,4,1,4,1,15,0.200,,,,,,,6,,7.0,,
10/25/2018,@ LMU (CA),L 1 - 3,,4,1,6,3,14,0.214,1,,,1,,,6,1,9.0,,
10/27/2018,@ Pepperdine,L 0 - 3,,3,1,0,1,10,-0.100,,,,1,,1,1,,1.5,,
11/01/2018,Gonzaga,L 1 - 3,,4,1,3,3,11,,1,,,,,,2,1,4.0,,
11/03/2018,Portland,L 2 - 3,,5,1,8,2,16,0.375,,,,,,1,1,2,9.5,1,
11/08/2018,@ San Diego,L 1 - 3,,4,1,3,3,15,,,,,,,2,5,,7.5,,
11/10/2018,@ BYU,L 0 - 3,,3,1,3,2,8,0.125,,,,,,,1,1,3.5,,
11/16/2018,@ Santa Clara,W 3 - 0,,3,1,8,1,11,0.636,,,,1,,,2,1,9.0,,
11/20/2018,Pacific,L 2 - 3,,5,1,8,2,16,0.375,,,,1,,,11,,13.5,,
