0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/30/2019,"Memphis @ Charleston, Ill.",L 1 - 3,4,1,,3,4,18,-0.056,,,,,,,2,,4.0,,
08/30/2019,@ Eastern Ill.,W 3 - 1,4,1,,7,0,16,0.438,,,,,,,2,2,8.0,,
08/31/2019,"Drake @ Charleston, Ill.",L 1 - 3,4,1,,3,0,11,0.273,,,,1,,,3,3/,4.5,,
09/06/2019,"ULM @ Beaumont, TX",W 3 - 2,5,1,,6,3,15,0.200,1,,,,1,,1,,6.5,,
09/06/2019,@ Lamar University,L 0 - 3,3,1,,4,2,11,0.182,,,,,,,,,4.0,,
09/07/2019,Prairie View,W 3 - 0,3,1,,3,0,6,0.500,,,,1,,,2,,4.0,,
09/13/2019,@ Northern Ariz.,L 0 - 3,3,1,,3,1,14,0.143,,,,,,1,,,4.0,,
09/13/2019,"Fresno St. @ Flagstaff, Ariz.",L 1 - 3,4,1,,12,1,20,0.550,,,,2,,,1,,12.5,,
09/14/2019,"LSU @ Flagstaff, Ariz.",L 0 - 3,3,1,,2,4,11,-0.182,,,,1,,,,,2.0,,
09/20/2019,Milwaukee,L 2 - 3,5,1,,8,0,15,0.533,,,,1,,1,2,,10.0,,
09/20/2019,Valparaiso,L 0 - 3,3,1,,3,3,9,0.000,,,1,1,,1,5,,6.5,,
09/21/2019,Kansas City,L 1 - 3,4,1,,5,1,15,0.267,,,,1,,,,,5.0,,
09/27/2019,North Dakota St.,W 3 - 1,4,1,,4,2,15,0.133,,,,,,1,2,1,6.0,,
09/29/2019,Western Ill.,L 2 - 3,5,1,,9,3,20,0.300,,,,2,,1,1,,10.5,,
10/04/2019,@ Denver,L 1 - 3,4,1,,7,2,23,0.217,,,,3,,,,,7.0,,
10/06/2019,@ Oral Roberts,L 1 - 3,4,1,,4,3,10,0.100,,1,,,,,1,,5.5,1,
10/08/2019,South Dakota,L 0 - 3,3,1,,6,2,13,0.308,,,1,,,1,,,7.0,,
10/13/2019,North Dakota,W 3 - 1,4,1,,5,3,17,0.118,,,,4,,1,3,,7.5,,
10/18/2019,Purdue Fort Wayne,L 2 - 3,5,1,,6,1,22,0.227,,,,4,,2,1,2,8.5,,
10/21/2019,@ Omaha,L 0 - 3,3,1,,4,1,8,0.375,,,,,,,,1,4.0,,
10/25/2019,@ North Dakota St.,L 1 - 3,4,1,,7,3,19,0.211,,,,3,,,5,,9.5,,
10/27/2019,@ Western Ill.,L 0 - 3,3,1,,7,2,13,0.385,,,,1,,,5,,9.5,,
11/01/2019,Denver,L 1 - 3,4,1,,6,2,11,0.364,,,,,,2,,,8.0,,
11/03/2019,Oral Roberts,W 3 - 1,4,1,,7,1,22,0.273,,,,1,,1,4,,10.0,,
11/05/2019,@ South Dakota,L 0 - 3,3,1,,6,1,16,0.312,,,,,,1,,,7.0,,
11/10/2019,@ North Dakota,L 2 - 3,5,1,,9,4,24,0.208,1,,,4,,1,1,,10.5,,
11/15/2019,@ Purdue Fort Wayne,L 0 - 3,3,1,,5,1,16,0.250,,,,,,2,4,,9.0,,
11/17/2019,Omaha,L 1 - 3,4,1,,2,1,10,0.100,,,,,,2,1,1,4.5,,
