0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/30/2019,"Texas Tech @ Columbus, OH",L 0 - 3,3,1,,6,3,22,0.136,,,,1,,,3,1,7.5,,
08/30/2019,"Lehigh @ Columbus, OH",W 3 - 0,3,1,,7,2,18,0.278,,,,1,,,3,,8.5,,
08/31/2019,@ Ohio St.,L 1 - 3,4,1,,9,3,17,0.353,,,,3,,,2,,10.0,,
09/03/2019,"High Point @ Richmond, VA",W 3 - 0,3,1,,9,2,23,0.304,1,,,2,,,6,,12.0,,
09/05/2019,NC State,W 3 - 0,3,1,,4,1,16,0.188,,,,1,,,4,,6.0,,
09/06/2019,Alabama,W 3 - 2,5,1,,12,5,33,0.212,,,,2,,,2,,13.0,,
09/07/2019,UC Santa Barbara,L 2 - 3,5,1,,13,4,35,0.257,,,,1,,,3,,14.5,,
09/10/2019,Virginia Tech,W 3 - 1,4,1,,11,1,23,0.435,,,,,,,6,,14.0,,
09/13/2019,@ Wichita St.,W 3 - 0,3,1,,13,2,16,0.688,,,,3,,,1,,13.5,,
09/14/2019,"BYU @ Wichita, KS",L 1 - 3,4,1,,8,7,29,0.034,,,,1,,2,6,,13.0,,
09/17/2019,@ James Madison,L 1 - 3,4,1,,10,4,27,0.222,,,,2,,,3,,11.5,,
09/20/2019,@ North Carolina,W 3 - 1,4,1,,18,5,36,0.361,1,,1,2,,,2,,19.0,,
09/21/2019,"Radford @ Chapel Hill, N.C.",W 3 - 0,3,1,,5,2,15,0.200,,,,1,,1,8,,10.0,,
09/21/2019,"Colgate @ Chapel Hill, N.C.",W 3 - 2,5,1,,13,3,29,0.345,3,1,1,2,,,2,1,15.0,,
09/27/2019,La Salle,W 3 - 2,5,1,,9,7,35,0.057,,,,2,,1,7,,13.5,,
09/29/2019,Duquesne,W 3 - 0,3,1,,11,2,20,0.450,,,,1,,,4,,13.0,,
10/04/2019,@ Davidson,W 3 - 0,3,1,,8,1,17,0.412,,,,1,,,2,,9.0,,
10/11/2019,Rhode Island,W 3 - 0,3,1,,7,3,21,0.190,,,,1,,,3,,8.5,,
10/13/2019,Fordham,W 3 - 0,3,1,,9,1,19,0.421,2,,,1,,,1,,9.5,,
10/19/2019,Davidson,W 3 - 0,3,1,,9,1,17,0.471,,,,,,1,4,,12.0,,
10/25/2019,@ Duquesne,W 3 - 0,3,1,,11,2,22,0.409,,,,,,,3,,12.5,,
10/27/2019,@ La Salle,W 3 - 0,3,1,,5,1,20,0.200,,,,1,,1,7,1,9.5,,
11/01/2019,George Mason,W 3 - 0,3,1,,8,3,25,0.200,,,,,,,1,,8.5,,
11/03/2019,George Washington,W 3 - 0,3,1,,7,1,14,0.429,,,,1,,,2,,8.0,,
11/08/2019,@ Fordham,W 3 - 0,3,1,,11,1,23,0.435,,,,,,,1,,11.5,,
11/10/2019,@ Rhode Island,W 3 - 0,3,1,,7,2,13,0.385,,,,1,,,,,7.0,,
11/15/2019,@ Saint Louis,W 3 - 2,5,1,,14,1,25,0.520,,,1,1,,,6,,17.0,,
11/17/2019,@ Dayton,W 3 - 2,5,1,,9,6,33,0.091,,,,,,,10,,14.0,,
11/23/2019,"La Salle @ Kingston, RI",W 3 - 0,3,1,,5,3,12,0.167,,,,2,,,5,1,7.5,,
11/24/2019,"Dayton @ Kingston, RI",L 1 - 3,4,1,,6,3,27,0.111,,,,3,,,4,,8.0,,
12/06/2019,"Cincinnati @ Pittsburgh, Pa.",L 1 - 3,4,1,,8,4,27,0.148,,,,3,,,4,,10.0,,
