0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/27/2016,@ UCF,W 3 - 0,3,1,10,1,13,0.692,,,,,,2,4,2,14.0,,
09/01/2016,"Texas A&M @ San Juan, PR",W 3 - 2,5,1,7,3,16,0.250,,,,,,,3,2,8.5,,
09/02/2016,"Alabama @ San Juan, PR",W 3 - 2,5,1,5,3,13,0.154,,,,1,,1,3,1,7.5,,
09/03/2016,"Minnesota @ San Juan, PR",L 1 - 3,4,1,7,2,12,0.417,,,,,,,3,,8.5,,
09/08/2016,Baylor,W 3 - 2,5,1,9,3,17,0.353,,,,,,,4,,11.0,,
09/09/2016,Florida A&M,W 3 - 0,3,1,8,1,12,0.583,,,,1,,1,3,,10.5,,
09/09/2016,Little Rock,W 3 - 0,2,1,6,0,7,0.857,,,,1,,,3,,7.5,1,
09/14/2016,Florida,L 1 - 3,4,1,6,0,11,0.545,,,,1,,,3,,7.5,,
09/18/2016,@ LSU,W 3 - 0,3,1,5,0,15,0.333,,,,2,,1,2,,7.0,,
09/23/2016,Miami (FL),W 3 - 0,3,1,6,0,11,0.545,,1,2,,,,1,,7.5,,
09/25/2016,Louisville,W 3 - 1,4,1,6,4,14,0.143,1,1,,2,,1,2,,9.0,,
09/30/2016,Syracuse,W 3 - 0,3,1,4,0,9,0.444,,,,,,,2,,5.0,,
10/02/2016,Boston College,W 3 - 0,3,1,8,3,12,0.417,,,,2,,,6,1,11.0,,
10/07/2016,@ North Carolina,L 0 - 3,3,1,8,4,17,0.235,,,,,,1,1,,9.5,,
10/09/2016,@ NC State,W 3 - 1,4,1,12,2,20,0.500,1,,,,,1,4,,15.0,,
10/14/2016,Virginia Tech,W 3 - 2,5,1,8,4,16,0.250,1,,,1,,,2,2,9.0,1,
10/16/2016,Pittsburgh,W 3 - 1,4,1,1,2,13,-0.077,1,,,1,,1,6,,5.0,,
10/19/2016,@ Miami (FL),W 3 - 0,3,1,6,0,9,0.667,,,,,,,,,6.0,,
10/21/2016,@ Virginia,W 3 - 0,3,1,5,2,9,0.333,,,,,,,6,,8.0,,
10/28/2016,@ Louisville,W 3 - 1,4,1,8,3,16,0.312,,,,,,,4,2,10.0,,
10/30/2016,@ Notre Dame,W 3 - 1,4,1,9,0,15,0.600,,,,1,,,5,,11.5,,
11/04/2016,NC State,L 2 - 3,5,1,11,3,24,0.333,,,1,,,2,9,1,17.5,,
11/06/2016,North Carolina,L 2 - 3,5,1,8,5,21,0.143,,,,1,,1,4,,11.0,,
11/11/2016,@ Boston College,W 3 - 1,4,1,9,0,14,0.643,,,,1,,1,3,1,11.5,,
11/13/2016,@ Syracuse,W 3 - 1,4,1,8,4,17,0.235,,,,,,1,3,1,10.5,,
11/18/2016,@ Duke,W 3 - 1,4,1,8,2,20,0.300,1,1,,2,,,1,1,9.5,,
11/20/2016,@ Wake Forest,W 3 - 1,4,1,8,2,15,0.400,,,1,1,,1,5,1,11.5,,
11/23/2016,Clemson,W 3 - 1,4,1,14,1,18,0.722,,,,1,,1,6,2,18.0,,
11/25/2016,Georgia Tech,W 3 - 2,5,1,12,7,25,0.200,,,,,,3,3,,16.5,,
12/02/2016,"Cincinnati @ Gainesville, Fla.",W 3 - 1,4,1,4,0,11,0.364,1,,,2,,,6,,7.0,,
12/03/2016,@ Florida,W 3 - 2,5,1,7,4,15,0.200,,,,,,,4,,9.0,,
12/09/2016,"Stanford @ Madison, Wis.",L 1 - 3,4,1,5,4,14,0.071,,,,,,,1,,5.5,,
