Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
14,"Gregory, Allie",Jr,DS,5-6,123,,123,33.0,,1,0,2,0.5,130.0,26.0,33.0,514.0,16.0,,,,27.0,4.0,,
22,"Monserez, Allie",Sr,S,5-9,123,,123,33.0,28.0,11,8,28,0.107,786.0,33.0,21.0,245.0,,1.0,5.0,4.0,47.5,17.0,,
40,"Carlton, Holly",So,S,6-7,123,,123,33.0,28.0,302,95,751,0.276,28.0,32.0,34.0,76.0,,6.0,100.0,15.0,390.0,1.0,,
5,"Kramer, Rachael",Jr,MB,6-8,123,,123,33.0,33.0,267,78,542,0.349,2.0,3.0,19.0,24.0,,22.0,148.0,10.0,366.0,,,
7,"Hammons, Paige",So,OH,6-1,123,,123,33.0,33.0,267,91,751,0.23399999999999999,21.0,34.0,36.0,249.0,35.0,9.0,52.0,4.0,336.0,,,
10,"Kellum, Taelor",Sr,MB,6-2,119,,119,33.0,33.0,231,68,479,0.34,1.0,,2.0,25.0,,16.0,121.0,11.0,307.5,,,
21,"Monserez, Marlie",Fr,S,6-0,113,,113,33.0,5.0,20,2,42,0.429,437.0,3.0,9.0,128.0,1.0,,11.0,4.0,28.5,13.0,,
9,"Sokolowski, Mia",Jr,OH,6-3,101,,101,32.0,4.0,122,66,336,0.16699999999999998,1.0,,,30.0,,3.0,55.0,8.0,152.5,2.0,,
20,"Hall, Thayer",Fr,OH,6-3,100,,100,26.0,26.0,288,118,859,0.198,12.0,21.0,40.0,180.0,22.0,6.0,49.0,8.0,339.5,3.0,,
19,"Cerame, Paula",Fr,L/DS,5-8,77,,77,29.0,7.0,0,2,2,-1.0,3.0,17.0,32.0,73.0,8.0,,,,17.0,,,
23,"Hargreaves, Chanelle",Jr,DS,5-4,61,,61,24.0,,0,0,0,,2.0,5.0,8.0,14.0,,,,,5.0,1.0,,
31,"Fischer, Riley",Fr,L/DS,5-7,53,,53,24.0,,1,0,1,1.0,7.0,2.0,7.0,32.0,3.0,,,,3.0,,,
32,"Warner, Haley",Fr,RS,6-2,29,,29,13.0,1.0,33,16,67,0.254,2.0,,,11.0,,1.0,9.0,1.0,38.5,,,
16,"Phillips, Macy",So,DS,5-7,18,,18,11.0,,0,0,1,0.0,,3.0,13.0,,,,,,3.0,,,
99,"Dooley, Lauren",Fr,MB,6-6,15,,15,11.0,,6,1,13,0.385,,,,2.0,,1.0,10.0,2.0,12.0,,,
2,"King, Darrielle",Jr,MB,6-3,11,,11,10.0,,3,5,11,-0.182,,,,2.0,,,2.0,,4.0,,,
12,"Greer, Morgyn",Jr,OH,6-3,11,,11,8.0,,8,10,32,-0.062,,1.0,,4.0,1.0,,1.0,,9.5,,,
-,TEAM,-,-,-,-,-,23,16.0,,0,0,0,,,,,,22.0,,,,,,,
-,Totals,-,-,-,-,-,123,,,1560,560,3916,0.255,1432.0,180.0,254.0,1609.0,108.0,65.0,563.0,67.0,2086.5,41.0,,
-,Opponent Totals,-,-,-,-,-,123,,,1416,760,4106,0.16,1303.0,108.0,259.0,1571.0,180.0,46.0,336.0,41.0,1738.0,32.0,,
