Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
8,"Watson, Kristin",Sr,DS,5-5,106,,106,26.0,,2,0,13,0.154,84.0,23.0,14.0,470.0,15.0,,,,25.0,2.0,,
15,"Freeman, Carmen",So,OH,5-10,106,,106,26.0,25.0,339,190,1167,0.128,20.0,22.0,36.0,297.0,24.0,2.0,42.0,6.0,384.0,1.0,,
9,"Reed, Franchesca",Jr,MB,6-0,106,,106,26.0,26.0,174,79,464,0.205,2.0,7.0,29.0,42.0,,11.0,66.0,7.0,225.0,,,
4,"Rojas, Paola",Sr,MB,6-1,103,,103,25.0,22.0,266,80,624,0.298,3.0,3.0,13.0,41.0,1.0,13.0,87.0,15.0,325.5,,,
10,"Krenik, Paige",Fr,OH,5-11,93,,93,24.0,24.0,238,132,739,0.14300000000000002,9.0,12.0,20.0,190.0,28.0,2.0,24.0,4.0,264.0,,,
2,"Hayden, Brooke",Jr,OPP,5-10,83,,83,21.0,16.0,94,61,331,0.1,13.0,14.0,16.0,163.0,6.0,2.0,17.0,1.0,118.5,,,
17,"Negron, Krytsia",Sr,S,5-9,83,,83,23.0,19.0,37,13,132,0.182,762.0,17.0,30.0,205.0,,1.0,39.0,6.0,74.5,15.0,,
7,"Curran, Gabrielle",Fr,OH,6-0,62,,62,19.0,1.0,23,18,99,0.051,8.0,5.0,3.0,95.0,11.0,,1.0,,28.5,,,
20,"Alexander, Taylor",Sr,DS,5-5,46,,46,14.0,1.0,1,0,2,0.5,2.0,4.0,14.0,50.0,5.0,,,,5.0,1.0,,
3,"Wood, Jamie",Fr,OH,6-2,43,,43,16.0,8.0,55,36,173,0.11,1.0,3.0,6.0,27.0,2.0,,19.0,5.0,67.5,,,
5,"Dunn, Taylor",So,S,5-8,41,,41,17.0,7.0,15,4,48,0.22899999999999998,299.0,7.0,6.0,82.0,,1.0,6.0,1.0,26.0,4.0,,
1,"Boarman, Colleen",So,DS,5-2,36,,36,11.0,,0,0,1,0.0,3.0,9.0,8.0,18.0,,,,,9.0,,,
16,"Elrod, Becca",So,MB,6-3,32,,32,8.0,7.0,52,17,102,0.34299999999999997,,,,6.0,1.0,4.0,31.0,7.0,71.5,,,
-,TEAM,-,-,-,-,-,24,15.0,,0,0,0,,,,,,21.0,,,1.0,,,,
-,Totals,-,-,-,-,-,106,,,1296,630,3895,0.171,1206.0,126.0,195.0,1686.0,114.0,36.0,332.0,53.0,1624.0,23.0,,
-,Opponent Totals,-,-,-,-,-,106,,,1312,540,3818,0.20199999999999999,1211.0,115.0,191.0,1671.0,126.0,40.0,355.0,45.0,1644.5,40.0,,
