Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
16,"Lofton, Deyshia",Jr,MB,6-2,120,,120,31.0,31.0,281,79,601,0.336,7.0,,,22.0,,26.0,104.0,18.0,359.0,,,
11,"Edwards, Breana",Fr,OH,6-2,120,,120,31.0,31.0,360,165,1088,0.179,6.0,9.0,17.0,154.0,35.0,28.0,39.0,4.0,416.5,1.0,,
2,"Huybers, Hayden",Jr,MB,6-1,119,,119,31.0,25.0,204,58,505,0.289,5.0,9.0,29.0,49.0,,12.0,86.0,7.0,268.0,,,
1,"Brisack, Victoria",Jr,S,6-0,119,,119,31.0,27.0,5,3,22,0.091,708.0,19.0,25.0,247.0,1.0,,4.0,,26.0,10.0,,
4,"Lebo, Bayli",So,DS,5-7,118,,118,31.0,,5,0,23,0.217,101.0,24.0,9.0,525.0,14.0,,,,29.0,2.0,,
13,"Johnson, Lexi",Fr,MB,6-4,118,,118,31.0,14.0,171,98,490,0.149,3.0,3.0,13.0,20.0,,18.0,68.0,7.0,226.0,,,
18,"Westenhofer, Abigail",Fr,S,5-10,118,,118,31.0,4.0,0,3,7,-0.429,581.0,15.0,23.0,169.0,,,1.0,1.0,15.5,15.0,,
14,"Asdell, Elizabeth",Sr,RS,6-3,115,,115,31.0,22.0,170,77,482,0.193,3.0,,,49.0,,8.0,55.0,6.0,205.5,2.0,,
8,"Koors, Meaghan",Jr,DS,5-8,100,,100,29.0,,1,0,17,0.059000000000000004,8.0,10.0,15.0,103.0,15.0,,,,11.0,,,
22,"Malloy, Kamryn",So,OH,6-0,83,,83,25.0,18.0,167,77,587,0.153,8.0,22.0,24.0,194.0,13.0,15.0,14.0,3.0,211.0,2.0,,
17,"Beerman, Kendall",Jr,OH,6-2,53,,53,14.0,14.0,179,68,473,0.235,3.0,8.0,21.0,151.0,18.0,8.0,17.0,5.0,203.5,1.0,,
12,"Fogg, Samantha",Sr,DS,5-6,52,,52,23.0,,1,1,4,0.0,1.0,1.0,8.0,46.0,3.0,,,,2.0,,,
27,"Meehan, Nora",So,DS,5-6,39,,39,23.0,,0,0,1,0.0,6.0,2.0,9.0,23.0,4.0,,,,2.0,,,
-,TEAM,-,-,-,-,-,20,14.0,,0,0,0,,,,,,15.0,,,,,,,
-,Totals,-,-,-,-,-,120,,,1544,629,4300,0.213,1440.0,122.0,193.0,1752.0,118.0,115.0,388.0,51.0,1975.0,33.0,,
-,Opponent Totals,-,-,-,-,-,120,,,1556,700,4296,0.19899999999999998,1483.0,118.0,203.0,1884.0,122.0,48.0,399.0,64.0,1921.5,21.0,,
