Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
9,"Wernentin, Caitlin",Sr,OH,6-0,124,,124,32.0,19.0,289,103,881,0.21100000000000002,15.0,5.0,3.0,152.0,10.0,15.0,25.0,8.0,321.5,,,
12,"Adams, Caroline",Sr,DS,5-3,124,,124,32.0,,2,1,3,0.33299999999999996,93.0,10.0,9.0,474.0,24.0,,,,12.0,,,
13,"Stroup, Emily",Jr,OH,6-0,124,,124,32.0,31.0,584,251,1518,0.21899999999999997,18.0,31.0,80.0,334.0,26.0,15.0,20.0,5.0,640.0,,,
5,"Purcell, Nicole",Jr,L/DS,5-9,116,,116,30.0,20.0,0,1,3,-0.33299999999999996,41.0,19.0,17.0,259.0,27.0,,,,19.0,,,
2,"Mulkey, Leah",So,OH,6-0,112,,112,31.0,23.0,222,100,676,0.18,21.0,7.0,12.0,156.0,17.0,4.0,45.0,6.0,255.5,,,
1,"Bars, Lauren",So,S,6-2,111,,111,29.0,12.0,83,15,201,0.33799999999999997,818.0,17.0,15.0,159.0,3.0,13.0,46.0,1.0,136.0,6.0,,
15,"Sultemeier, Aubrey",Fr,MB,6-3,102,,102,30.0,24.0,171,70,414,0.244,5.0,1.0,5.0,25.0,1.0,30.0,64.0,7.0,234.0,1.0,,
16,"Warnell, Nayo",Jr,MB,6-1,92,,92,30.0,22.0,142,46,344,0.27899999999999997,5.0,15.0,16.0,49.0,,21.0,46.0,9.0,201.0,,,
6,"Scott, Bayleigh",So,MB,6-0,76,,76,25.0,15.0,92,35,212,0.26899999999999996,2.0,8.0,11.0,18.0,,13.0,35.0,4.0,130.5,,,
3,"Fate, Jordan",Jr,S,5-9,76,,76,21.0,19.0,14,7,45,0.156,471.0,3.0,2.0,145.0,1.0,,4.0,1.0,19.0,16.0,,
14,"Bugg, Avery",Fr,DS,5-6,37,,37,18.0,,0,0,2,0.0,6.0,3.0,8.0,53.0,11.0,,,,3.0,,,
7,"Guttell, Barrett",Fr,DS,5-4,33,,33,12.0,,0,0,0,,6.0,7.0,4.0,33.0,2.0,,,,7.0,,,
4,"Gallagher, Delaney",Sr,MB,6-2,14,,14,6.0,,5,3,26,0.077,1.0,,,3.0,,1.0,6.0,,9.0,,,
20,"Thompson, Lauren",Fr,OH,6-0,14,,14,8.0,,3,6,18,-0.16699999999999998,,,,3.0,1.0,1.0,2.0,,5.0,,,
10,"Fischer, Audrey",Sr,MB,6-1,3,,3,2.0,1.0,2,1,5,0.2,,,,,,,1.0,,2.5,1.0,,
-,TEAM,-,-,-,-,-,30,20.0,,0,0,0,,,,,,31.0,,,,,,,
-,Totals,-,-,-,-,-,124,,,1609,639,4348,0.223,1502.0,126.0,182.0,1863.0,154.0,113.0,294.0,41.0,1995.0,24.0,,
-,Opponent Totals,-,-,-,-,-,124,,,1715,673,4561,0.228,1609.0,154.0,242.0,1828.0,125.0,88.0,425.0,35.0,2169.5,30.0,,
