Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
7,"Graver, Samantha",So,OH,5-10,107,,107,30.0,19.0,143,73,441,0.159,8.0,37.0,50.0,306.0,21.0,2.0,7.0,1.0,185.5,,,
13,"Corah, Devin",Jr,OH,5-9,107,,107,30.0,25.0,412,100,1067,0.292,6.0,3.0,17.0,88.0,4.0,7.0,43.0,16.0,443.5,2.0,1.0,
14,"Edgington, Catherine",Jr,MB,6-0,107,,107,30.0,30.0,224,83,550,0.256,5.0,7.0,26.0,57.0,1.0,16.0,68.0,6.0,281.0,,,
3,"Wood, Kathryn",Jr,S,5-10,107,,107,30.0,30.0,38,15,106,0.217,1196.0,21.0,23.0,278.0,,1.0,22.0,4.0,71.0,28.0,,
5,"Sharrits, Jensen",Sr,L,5-5,107,,107,30.0,,2,1,7,0.14300000000000002,118.0,28.0,28.0,568.0,10.0,,,,30.0,,,
12,"Lowe, Reilly",So,MB,6-2,106,,106,30.0,30.0,112,30,294,0.27899999999999997,4.0,1.0,1.0,15.0,,8.0,45.0,2.0,143.5,1.0,,
11,"Osborn, Elizabeth",Fr,OH,6-0,102,,102,29.0,27.0,264,138,899,0.14,12.0,28.0,38.0,247.0,23.0,7.0,33.0,1.0,315.5,,,
6,"Kuch, Madison",Sr,OH,6-2,89,,89,28.0,14.0,256,108,689,0.215,2.0,,,28.0,10.0,4.0,16.0,4.0,268.0,,,
10,"Edwards, Jennifer",Jr,OH,5-10,88,,88,27.0,3.0,1,0,8,0.125,14.0,18.0,21.0,161.0,12.0,,,,19.0,2.0,,
17,"Fulkerson-Bird, Samantha",Fr,DS,5-4,75,,75,27.0,2.0,0,1,2,-0.5,5.0,12.0,23.0,74.0,12.0,,,,12.0,,,
9,"McCann, Emily",Jr,DS,5-9,8,,8,5.0,,0,0,1,0.0,,,1.0,4.0,1.0,,1.0,,0.5,,,
2,"Laucella, Allison",So,DS,5-5,5,,5,3.0,,0,0,0,,,,3.0,2.0,,,,,,,,
16,"Nagle, Jenna",So,DS,5-5,3,,3,3.0,,0,0,0,,,1.0,,2.0,1.0,,,,1.0,,,
4,"Nahas, Sarah",Fr,S,5-9,1,,1,1.0,,0,0,0,,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,34,21.0,,0,0,0,,,,,,17.0,,,,,,,
-,Totals,-,-,-,-,-,107,,,1452,549,4064,0.222,1370.0,156.0,231.0,1830.0,112.0,45.0,235.0,34.0,1770.5,33.0,,
-,Opponent Totals,-,-,-,-,-,107,,,1353,544,3968,0.204,1237.0,112.0,206.0,1771.0,155.0,26.0,360.0,40.0,1671.0,25.0,,
