Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
6,"Koehler, Courtney",Jr,S,5-11,112,,112,30.0,30.0,55,19,167,0.21600000000000003,1121.0,21.0,24.0,205.0,,5.0,40.0,13.0,101.0,24.0,,
5,"Ezell, Aubrey",Sr,L/DS,5-8,112,,112,30.0,,3,2,14,0.071,70.0,75.0,96.0,406.0,37.0,,,,78.0,2.0,,
8,"Shields, Mikayla",Jr,RS,6-0,112,,112,30.0,30.0,362,113,905,0.275,24.0,29.0,43.0,270.0,1.0,9.0,51.0,13.0,425.5,4.0,,
11,"Robinson, Mikayla",So,MB,6-2,112,,112,30.0,30.0,239,83,519,0.301,1.0,,,16.0,1.0,23.0,76.0,17.0,300.0,,,
1,"Edwards, Claire",Jr,MB,6-2,111,,111,30.0,30.0,184,81,483,0.213,3.0,14.0,41.0,16.0,1.0,12.0,66.0,11.0,243.0,1.0,,
2,"Bryant, Addison",Jr,L/DS,5-7,110,,110,30.0,6.0,1,0,5,0.2,30.0,7.0,39.0,186.0,24.0,,,,8.0,,,
14,"McLean, Brittany",Jr,OH,6-1,110,,110,30.0,25.0,301,132,812,0.20800000000000002,12.0,9.0,20.0,72.0,13.0,9.0,21.0,4.0,329.5,,,
3,"Vastine, Jess",So,OH,6-1,104,,104,30.0,27.0,135,61,430,0.172,23.0,10.0,19.0,190.0,34.0,1.0,21.0,5.0,156.5,,,
12,"Furlong, Courtney",Sr,OH,6-3,52,,52,20.0,2.0,103,37,238,0.27699999999999997,,4.0,15.0,23.0,11.0,1.0,8.0,1.0,112.0,,,
4,"Bowers, Lauren",Fr,DS,5-5,47,,47,18.0,,0,0,1,0.0,1.0,1.0,2.0,32.0,,,,,1.0,,,
20,"Starr, Alicia",Jr,OH,6-0,23,,23,11.0,,24,8,82,0.195,4.0,1.0,9.0,22.0,5.0,1.0,2.0,1.0,27.0,,,
16,"Murray, Savannah",Jr,L/DS,5-9,18,,18,7.0,,0,0,0,,2.0,2.0,5.0,6.0,,,,,2.0,,,
15,"Turner, Jesse",Sr,MB,6-2,13,,13,10.0,,2,3,12,-0.083,,,,6.0,,,,,2.0,,,
19,"Wilson, Amari",Fr,OPP,6-3,5,,5,3.0,,1,1,3,0.0,,,,2.0,,,1.0,,1.5,,,
23,"Brown, Callie",Sr,MB,6-1,5,,5,5.0,,1,1,5,0.0,,,,,,,,,1.0,,,
13,"Thompson, Kaely Ann",Fr,S,5-9,5,,5,3.0,,0,0,0,,,,,1.0,,,,,,,,
10,"Lock, Emma",Sr,L/DS,5-9,3,,3,3.0,,0,0,0,,,,1.0,,,,,,,,,
7,"Gostomski, Brooke",So,OH,6-1,1,,1,1.0,,0,0,0,,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,21,17.0,,0,0,0,,,,,,22.0,,,,,,,
-,Totals,-,-,-,-,-,112,,,1411,541,3676,0.237,1291.0,173.0,314.0,1453.0,149.0,61.0,286.0,65.0,1788.0,31.0,,
-,Opponent Totals,-,-,-,-,-,112,,,1332,549,3585,0.218,1239.0,150.0,302.0,1524.0,172.0,65.0,337.0,66.0,1715.5,41.0,,
