Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
5,"Ndee, Chinaza",So,MH,5-11,114,,114,32.0,31.0,219,69,450,0.33299999999999996,11.0,,1.0,34.0,,5.0,101.0,4.0,274.5,,,
16,"Seman, Angela",Sr,L,5-9,114,,114,32.0,,0,0,2,0.0,90.0,19.0,10.0,414.0,21.0,,,,19.0,3.0,,
3,"Akeo, Kamalani",Sr,S,5-8,114,,114,32.0,32.0,1,3,6,-0.33299999999999996,760.0,28.0,7.0,201.0,1.0,,,1.0,29.0,20.0,,
7,"Van Buskirk, Layne",Jr,MH,6-3,113,,113,32.0,32.0,314,74,595,0.40299999999999997,6.0,,4.0,23.0,1.0,24.0,137.0,16.0,406.5,,,
6,"Levers, Kylee",So,S,6-0,111,,111,32.0,,18,8,57,0.175,596.0,1.0,1.0,33.0,,3.0,74.0,11.0,59.0,10.0,,
23,"Lund, Kayla",So,OH,6-0,108,,108,31.0,31.0,387,168,899,0.244,36.0,38.0,34.0,285.0,19.0,5.0,24.0,8.0,442.0,3.0,,
13,"Williams, Stephanie",Jr,OH,6-0,104,,104,30.0,30.0,266,92,681,0.256,40.0,26.0,28.0,216.0,30.0,5.0,59.0,8.0,326.5,2.0,,
17,"Markovic, Nika",Jr,RS,6-0,103,,103,29.0,29.0,371,135,811,0.29100000000000004,21.0,29.0,26.0,198.0,1.0,4.0,85.0,5.0,446.5,1.0,,
12,"Perosa, Avery",So,L,5-7,65,,65,24.0,1.0,0,0,0,,1.0,7.0,9.0,41.0,3.0,,,,7.0,,,
1,"Markewycz, Hanna",Sr,L,5-7,43,,43,23.0,,0,0,1,0.0,,4.0,7.0,11.0,1.0,,,,4.0,,,
11,"Starks, Sabrina",Fr,MH,6-2,35,,35,17.0,4.0,41,13,88,0.318,2.0,,,4.0,1.0,5.0,33.0,,62.5,,,
10,"Faki, Zoi",So,OH,6-1,35,,35,18.0,2.0,30,14,85,0.188,6.0,5.0,9.0,46.0,3.0,,3.0,2.0,36.5,,,
4,"Horner, Emily",Sr,RS,6-0,29,,29,17.0,,1,0,1,1.0,,6.0,17.0,5.0,,,,,7.0,1.0,,
9,"Dreier, Alix",Jr,OH,6-1,5,,5,4.0,,5,3,12,0.16699999999999998,2.0,,,,,,2.0,,6.0,,,
-,TEAM,-,-,-,-,-,11,8.0,,0,0,0,,,,,,4.0,,,,,,,
-,Totals,-,-,-,-,-,114,,,1653,579,3688,0.29100000000000004,1571.0,163.0,153.0,1511.0,85.0,51.0,518.0,55.0,2126.0,40.0,,
-,Opponent Totals,-,-,-,-,-,114,,,1279,628,3696,0.17600000000000002,1206.0,85.0,216.0,1172.0,163.0,71.0,441.0,71.0,1655.5,42.0,,
