Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
11,"Steele, Nya",Fr,S,5-7,124,,124,31.0,31.0,38,17,117,0.179,1178.0,16.0,22.0,310.0,,2.0,32.0,9.0,72.0,12.0,,
2,"Curtiss, Jannelle",Sr,OH,6-0,124,,124,31.0,29.0,191,76,648,0.177,6.0,16.0,25.0,164.0,15.0,5.0,96.0,25.0,260.0,2.0,,
18,"Stoner, Jocelyn",Jr,OH,6-2,124,,124,31.0,22.0,234,54,535,0.336,6.0,12.0,23.0,29.0,1.0,42.0,88.0,25.0,332.0,,,
13,"Garcia, Yumi",Jr,L/DS,5-0,121,,121,30.0,,5,6,20,-0.05,104.0,20.0,35.0,681.0,20.0,,,,25.0,3.0,,
1,"Richardson, Reeana",Sr,OH,5-10,117,,117,31.0,28.0,441,163,1142,0.243,7.0,10.0,34.0,175.0,13.0,2.0,47.0,8.0,476.5,1.0,,
4,"Perrens, Sofie",Jr,DS,5-6,114,,114,31.0,4.0,4,2,39,0.051,93.0,36.0,24.0,178.0,18.0,,,,40.0,5.0,,
15,"Galloway, Tyra",Fr,MB,6-1,112,,112,30.0,27.0,159,53,387,0.27399999999999997,4.0,4.0,6.0,22.0,2.0,31.0,120.0,35.0,254.0,3.0,,
6,"Berg, Taylor",Jr,DS,5-6,97,,97,28.0,4.0,3,1,30,0.067,10.0,1.0,8.0,143.0,16.0,,,,4.0,,,
16,"Shaw, Molly",Jr,OH,6-0,95,,95,29.0,20.0,246,65,745,0.243,5.0,6.0,18.0,76.0,7.0,3.0,31.0,3.0,270.5,1.0,,
7,"Rowan, Sydney",So,OH,5-10,70,,70,18.0,13.0,165,73,598,0.154,9.0,5.0,8.0,134.0,16.0,2.0,16.0,1.0,180.0,,,
17,"Hehr, Kennedy",So,DS,5-6,48,,48,21.0,2.0,0,0,6,0.0,3.0,5.0,8.0,67.0,7.0,,,,5.0,,,
5,"Clayton, Bethany",Fr,OH,5-9,28,,28,13.0,1.0,2,7,22,-0.22699999999999998,3.0,,5.0,6.0,1.0,,1.0,1.0,2.5,,,
10,"Boone, Alex",So,MH,6-0,25,,25,8.0,5.0,23,12,69,0.159,,,,5.0,,1.0,16.0,,32.0,,,
14,"Houck, Taylor",Fr,OH,5-10,10,,10,6.0,,9,6,30,0.1,,,2.0,6.0,,1.0,5.0,2.0,12.5,,,
9,"Jeffries, Simone",Fr,MB,6-1,8,,8,5.0,1.0,3,0,4,0.75,,,,1.0,,1.0,2.0,,5.0,,,
3,"Reaume, Mackenzie",Jr,S,5-10,1,,1,1.0,,0,0,0,,,,,1.0,,,,,,,,
-,TEAM,-,-,-,-,-,19,12.0,,0,0,0,,,,1.0,,17.0,,,,,,,
-,Totals,-,-,-,-,-,124,,,1523,535,4392,0.225,1428.0,131.0,219.0,1997.0,133.0,90.0,454.0,109.0,1971.0,27.0,,
-,Opponent Totals,-,-,-,-,-,124,,,1600,763,4669,0.179,1493.0,133.0,199.0,2023.0,130.0,46.0,340.0,58.0,1949.0,38.0,,
