Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
4,"Sanabia, Amanda",Jr,L/DS,5-5,138,,138,35.0,,1,0,11,0.091,105.0,33.0,31.0,716.0,35.0,,,,34.0,1.0,,
17,"Di Maulo, Erica",Jr,S,6-0,137,,137,35.0,35.0,118,41,325,0.237,1389.0,36.0,39.0,311.0,,4.0,72.0,22.0,194.0,32.0,,
18,"Rastelli, Rachele",Fr,OPP,6-4,133,,133,35.0,29.0,359,165,975,0.19899999999999998,6.0,33.0,30.0,111.0,8.0,10.0,83.0,27.0,443.5,,,
1,"Yoshioka, Sheena",Fr,L/DS,5-3,131,,131,35.0,16.0,1,1,2,0.0,28.0,23.0,9.0,189.0,21.0,,,,24.0,1.0,,
3,"Lobdell, Alexandria",Sr,OH,6-0,130,,130,35.0,15.0,98,47,296,0.172,33.0,21.0,16.0,257.0,35.0,1.0,12.0,1.0,126.0,,,
8,"Wagner, Hanna",Jr,MB,6-3,127,,127,34.0,29.0,180,70,465,0.237,29.0,3.0,1.0,27.0,1.0,13.0,120.0,11.0,256.0,4.0,,
14,"Diaz, Nia",Jr,MH,6-0,125,,125,32.0,32.0,215,48,481,0.34700000000000003,29.0,13.0,14.0,35.0,,1.0,76.0,,267.0,4.0,,
15,"Wood, Kayley",So,MB,6-2,118,,118,33.0,13.0,329,167,965,0.168,3.0,,,50.0,,4.0,36.0,8.0,351.0,1.0,,
6,"Alexakou, Efrosini",Fr,OH,6-1,104,,104,28.0,25.0,371,164,985,0.21,19.0,18.0,23.0,290.0,50.0,2.0,30.0,8.0,406.0,2.0,,
19,"Kathariou, Ariadni",Fr,MB,6-1,77,,77,28.0,8.0,35,11,99,0.242,9.0,17.0,10.0,26.0,,,37.0,2.0,70.5,1.0,,
9,"McCalla, Jordan",So,OH,6-1,46,,46,19.0,8.0,80,32,261,0.184,5.0,10.0,8.0,62.0,8.0,,9.0,2.0,94.5,1.0,,
10,"Zhao, Yanjiao",Sr,S,5-10,15,,15,12.0,,2,0,2,1.0,50.0,2.0,1.0,4.0,,,,,4.0,1.0,,
28,"Askovic, Jovana",Fr,OH,6-4,5,,5,4.0,,5,2,17,0.17600000000000002,,,,,,,,,5.0,,,
-,TEAM,-,-,-,-,-,26,15.0,,0,0,0,,,,,,18.0,,,,,,,
-,Totals,-,-,-,-,-,138,,,1794,748,4884,0.214,1705.0,209.0,182.0,2078.0,176.0,35.0,475.0,81.0,2275.5,48.0,,
-,Opponent Totals,-,-,-,-,-,138,,,1668,733,4831,0.19399999999999998,1559.0,176.0,253.0,1987.0,208.0,55.0,561.0,60.0,2179.5,62.0,,
