Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
14,"Della, Caitlyn",Jr,MB,6-3,115,,115,30.0,30.0,262,83,561,0.319,9.0,7.0,36.0,25.0,,20.0,72.0,7.0,325.0,,,
18,"Rassenfoss, Caroline",Jr,OH,6-2,115,,115,30.0,18.0,273,142,849,0.154,4.0,13.0,54.0,57.0,24.0,4.0,40.0,8.0,310.0,,,
4,"Holt, Madeline",So,S,5-11,115,,115,30.0,30.0,49,31,131,0.13699999999999998,1063.0,17.0,27.0,232.0,,11.0,46.0,10.0,100.0,23.0,,
2,"Clarke, Caitlin",Jr,DS,5-6,115,,115,30.0,14.0,1,1,10,0.0,21.0,9.0,11.0,193.0,27.0,,,,10.0,1.0,,
8,"McFadden, Hailey Brooke",Sr,L/DS,5-7,110,,110,29.0,,0,0,3,0.0,59.0,13.0,6.0,372.0,26.0,,1.0,,13.5,1.0,,
10,"Kuhn, Caroline",So,MB,6-2,103,,103,29.0,24.0,176,88,581,0.151,6.0,27.0,67.0,103.0,13.0,3.0,33.0,8.0,222.5,2.0,,
15,"Saunders, Olivia",So,MB,6-2,100,,100,27.0,26.0,171,78,406,0.22899999999999998,4.0,12.0,27.0,22.0,3.0,17.0,79.0,14.0,239.5,3.0,,
1,"Mitchell, Myca",So,OH,6-2,86,,86,25.0,19.0,232,119,690,0.16399999999999998,5.0,4.0,27.0,89.0,33.0,9.0,20.0,10.0,255.0,,,
5,"Moore, Katie",Sr,MB,6-3,82,,82,25.0,13.0,81,44,216,0.171,4.0,,1.0,16.0,,7.0,35.0,11.0,105.5,,,
3,"Nielson, Alysia",So,L,5-6,81,,81,26.0,1.0,1,0,1,1.0,11.0,12.0,10.0,89.0,23.0,,,,13.0,,,
16,"Sebesta, Paige",So,OH,6-1,67,,67,23.0,4.0,53,53,196,0.0,5.0,6.0,18.0,76.0,12.0,2.0,4.0,,63.0,,,
9,"Zlomek, Bronte",So,OH,5-9,41,,41,16.0,1.0,2,0,3,0.667,2.0,6.0,10.0,34.0,6.0,,,,8.0,,,
17,"Kortekaas, Haley",So,S,5-11,36,,36,21.0,,0,1,3,-0.33299999999999996,9.0,3.0,6.0,10.0,,,,,3.0,2.0,,
11,"Polechonski, Michelle",Fr,MB,6-2,7,,7,6.0,,1,1,5,0.0,,,,,,,2.0,,2.0,,,
7,"Haeffner, Kate",Fr,OH,6-3,1,,1,1.0,,0,0,0,,,,,,,,,,,,,
12,"Washington, Peyton",Fr,L/DS,5-8,1,,1,1.0,,0,0,0,,,,,,2.0,,,,,,,
-,TEAM,-,-,-,-,-,21,14.0,,0,0,0,,,,,,18.0,,,,,,,
-,Totals,-,-,-,-,-,115,,,1302,641,3655,0.18100000000000002,1202.0,129.0,300.0,1318.0,187.0,73.0,332.0,68.0,1670.0,32.0,,
-,Opponent Totals,-,-,-,-,-,115,,,1425,615,3690,0.22,1310.0,187.0,260.0,1446.0,129.0,48.0,407.0,78.0,1863.5,36.0,,
