Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
12,"Bazelak, Maddie",Sr,OH,5-11,102,,102,28.0,25.0,202,104,857,0.114,24.0,13.0,13.0,261.0,44.0,,20.0,5.0,225.0,1.0,,
6,"Johnson, Kori",Sr,MH,5-11,102,,102,28.0,28.0,173,74,382,0.259,7.0,,,14.0,2.0,18.0,68.0,6.0,225.0,,,
14,"Vecera, Camryn",Sr,L,5-5,102,,102,28.0,,0,0,5,0.0,75.0,27.0,37.0,507.0,31.0,,,,27.0,,,
3,"Boe, Claire",So,S,5-8,102,,102,28.0,2.0,0,1,2,-0.5,17.0,32.0,17.0,243.0,25.0,,,,32.0,,,
16,"Wayne, Liz",Jr,MH,6-0,99,,99,28.0,26.0,210,109,549,0.184,7.0,5.0,17.0,61.0,1.0,5.0,54.0,9.0,247.0,,,
7,"Cunningham, Erin",Jr,L,5-8,93,,93,26.0,22.0,2,0,4,0.5,17.0,16.0,31.0,229.0,26.0,,1.0,,18.5,1.0,,
15,"Suiter, Dani",Jr,S,6-0,92,,92,25.0,25.0,53,20,138,0.239,919.0,25.0,21.0,151.0,1.0,1.0,38.0,2.0,98.0,17.0,,
5,"Slade, Summer",Fr,OH,6-0,83,,83,26.0,7.0,237,105,694,0.19,6.0,2.0,2.0,85.0,10.0,2.0,17.0,,249.5,,,
2,"Mosbacher, Maria",So,OH,5-11,76,,76,26.0,2.0,169,76,532,0.175,1.0,,,19.0,5.0,1.0,19.0,3.0,179.5,1.0,,
1,"Knurek, Kaitlyn",Jr,OH,6-0,55,,55,21.0,12.0,73,35,223,0.17,4.0,,,13.0,,1.0,29.0,5.0,88.5,,,
10,"Thomas, Camryn",Fr,MH,6-0,42,,42,13.0,11.0,63,24,180,0.217,3.0,3.0,11.0,37.0,,7.0,33.0,2.0,89.5,,,
8,"Onu, Ego",So,MH,5-11,17,,17,5.0,4.0,30,12,77,0.23399999999999999,,4.0,8.0,10.0,,2.0,15.0,4.0,43.5,,,
11,"McGinn, Sydney",Sr,S,5-11,15,,15,7.0,3.0,3,2,12,0.083,79.0,1.0,8.0,17.0,,,9.0,1.0,8.5,4.0,,
13,"Jones, Nicolette",Fr,MH,6-2,7,,7,4.0,1.0,4,3,10,0.1,1.0,2.0,2.0,2.0,,,3.0,1.0,7.5,,,
9,"Bradley, Adele",So,DS,5-8,3,,3,2.0,,0,0,0,,,,,2.0,1.0,,,,,,,
-,TEAM,-,-,-,-,-,15,9.0,,0,0,0,,,,,,9.0,,,,,,,
-,Totals,-,-,-,-,-,102,,,1219,565,3665,0.17800000000000002,1160.0,130.0,167.0,1651.0,155.0,37.0,305.0,38.0,1538.5,24.0,,
-,Opponent Totals,-,-,-,-,-,102,,,1353,539,3791,0.215,1265.0,155.0,225.0,1656.0,130.0,41.0,327.0,50.0,1712.5,43.0,,
