Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
1,"Holt, Alexus",So,,-,82,,82,26.0,22.0,180,146,643,0.053,26.0,21.0,32.0,182.0,23.0,4.0,12.0,2.0,211.0,1.0,,
5,"MARSHALL, Kyra",Fr,,-,82,,82,26.0,24.0,147,83,405,0.158,275.0,32.0,32.0,151.0,32.0,7.0,23.0,1.0,197.5,8.0,,
12,"Peterson, Dashanique",Sr,MB,6-4,80,,80,26.0,22.0,60,36,194,0.124,,1.0,1.0,8.0,,13.0,31.0,10.0,89.5,1.0,,
16,"Walker, Desiree",Jr,,-,79,,79,26.0,24.0,100,75,322,0.078,5.0,2.0,16.0,14.0,4.0,12.0,20.0,6.0,124.0,2.0,,
4,"Smart, Taylor",So,S,5-6,73,,73,23.0,1.0,13,19,78,-0.077,13.0,13.0,11.0,146.0,32.0,1.0,2.0,1.0,28.0,,,
10,"BEANARD, Jessica",Fr,,-,67,,67,22.0,2.0,1,6,29,-0.172,13.0,10.0,35.0,114.0,23.0,,1.0,,11.5,2.0,,
3,"BURGESS, T'Meyah",Fr,,-,66,,66,21.0,19.0,61,49,214,0.055999999999999994,220.0,14.0,24.0,97.0,15.0,1.0,8.0,2.0,80.0,17.0,,
13,"ROBINSON, Asha",Jr,,-,53,,53,20.0,9.0,25,42,143,-0.11900000000000001,3.0,2.0,13.0,31.0,19.0,2.0,1.0,9.0,29.5,2.0,,
9,"Hundley, Erin",So,,-,42,,42,14.0,12.0,58,43,220,0.068,16.0,14.0,20.0,88.0,11.0,,8.0,2.0,76.0,,,
3,"Finnie, Ashante",Sr,MH,5-11,11,,11,4.0,4.0,14,9,38,0.132,24.0,1.0,4.0,8.0,2.0,,,1.0,15.0,2.0,,
13,"Chestnut, Marcella",Sr,DS,5-9,10,,10,4.0,1.0,7,6,22,0.045,,1.0,2.0,2.0,4.0,,,3.0,8.0,,,
9,"Brayboy, Annissa",Jr,DS,5-4,9,,9,3.0,3.0,10,6,49,0.08199999999999999,2.0,3.0,4.0,12.0,3.0,1.0,1.0,,14.5,1.0,,
8,"Peeples, Tia",Jr,DS,5-4,3,,3,3.0,,0,0,1,0.0,1.0,,,,,,1.0,,0.5,,,
-,TEAM,-,-,-,-,-,53,22.0,,0,0,0,,,,,,26.0,,,,,,,
-,Totals,-,-,-,-,-,82,,,676,520,2358,0.066,598.0,114.0,194.0,853.0,194.0,41.0,108.0,37.0,885.0,36.0,,
-,Opponent Totals,-,-,-,-,-,82,,,1024,359,2344,0.284,923.0,194.0,169.0,1012.0,114.0,56.0,254.0,33.0,1401.0,31.0,,
