Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
1,"Tedrow, Melina",Fr,L/DS,5-3,111,,111,30.0,14.0,4,4,26,0.0,474.0,12.0,6.0,260.0,6.0,,7.0,4.0,19.5,39.0,,
12,"Gross, Laura",Sr,OH,5-10,111,,111,30.0,30.0,349,175,1216,0.14300000000000002,22.0,14.0,23.0,435.0,25.0,11.0,37.0,4.0,392.5,3.0,,
13,"York, Jade",Jr,L/DS,5-5,111,,111,30.0,,3,1,7,0.28600000000000003,84.0,11.0,19.0,479.0,42.0,,,,14.0,2.0,,
8,"Morozoff, Rhiannon",Jr,OH,5-11,110,,110,30.0,6.0,238,128,774,0.142,3.0,,3.0,71.0,14.0,5.0,32.0,10.0,259.0,3.0,,
14,"Kawa, Cassie",Jr,MB,6-0,104,,104,28.0,28.0,174,61,465,0.243,6.0,,,27.0,,11.0,57.0,10.0,213.5,,,
9,"Johnson, Damadj",Jr,MB,6-0,93,,93,25.0,25.0,191,88,507,0.203,3.0,3.0,14.0,50.0,,13.0,85.0,11.0,249.5,3.0,,
15,"White, Nikkie",So,OH,6-1,86,,86,24.0,13.0,147,76,527,0.135,11.0,11.0,23.0,117.0,15.0,1.0,50.0,5.0,184.0,,,
20,"Williams, Madeline",Fr,MB,6-0,81,,81,26.0,23.0,157,52,404,0.26,6.0,4.0,10.0,34.0,,3.0,72.0,6.0,200.0,1.0,,
5,"Carenza, Chloe",So,L/DS,5-4,73,,73,22.0,12.0,1,1,5,0.0,3.0,10.0,12.0,130.0,10.0,,,,11.0,,,
10,"Knoblauch, Makayla",Fr,S,6-1,64,,64,17.0,17.0,47,7,139,0.28800000000000003,606.0,11.0,7.0,173.0,1.0,1.0,19.0,3.0,68.5,6.0,,
2,"Merriman, Devynn",Fr,L/DS,5-7,56,,56,15.0,12.0,0,0,2,0.0,10.0,13.0,25.0,73.0,7.0,,,,13.0,,,
11,"Toombs, Alex",So,MH,6-1,15,,15,6.0,,4,1,8,0.375,,1.0,2.0,4.0,,,4.0,,7.0,,,
7,"Kittle, Addie",Fr,L/DS,5-8,2,,2,1.0,,0,0,0,,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,8,6.0,,0,0,0,,,,,,8.0,,,,,,,
-,Totals,-,-,-,-,-,111,,,1315,594,4080,0.177,1228.0,90.0,144.0,1853.0,128.0,45.0,363.0,53.0,1631.5,57.0,,
-,Opponent Totals,-,-,-,-,-,111,,,1594,657,4407,0.213,1514.0,128.0,218.0,1906.0,90.0,40.0,344.0,45.0,1934.0,17.0,,
