Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
17,"Kennel, Aleyna",Fr,L/DS,5-3,95,,95,26.0,1.0,4,7,18,-0.16699999999999998,12.0,23.0,29.0,175.0,25.0,,,,27.0,1.0,,
5,"Visvardis, Lindsey",Sr,L/DS,5-5,95,,95,26.0,,0,0,9,0.0,65.0,15.0,24.0,344.0,30.0,,,,15.0,2.0,,
16,"Bova, Mckenna",Jr,S,5-8,93,,93,26.0,22.0,23,3,62,0.32299999999999995,492.0,11.0,13.0,122.0,1.0,,6.0,1.0,37.0,32.0,,
10,"Bell, Madi",Jr,OH,6-1,91,,91,26.0,18.0,193,101,622,0.14800000000000002,10.0,13.0,21.0,142.0,25.0,1.0,35.0,10.0,224.5,1.0,,
3,"Bilyeu, Kate",Fr,OH,6-0,89,,89,26.0,22.0,195,121,612,0.121,,1.0,2.0,63.0,29.0,,24.0,2.0,208.0,,,
1,"Adeniyi, Lade",Sr,MB,6-1,88,,88,26.0,25.0,165,85,420,0.19,4.0,2.0,15.0,16.0,,7.0,51.0,5.0,199.5,,,
7,"Randolph, Malia",Fr,S,5-8,86,,86,25.0,17.0,116,69,349,0.135,383.0,9.0,14.0,191.0,3.0,2.0,30.0,3.0,142.0,36.0,3.0,
19,"Burkett, Grace",So,MB,6-0,68,,68,22.0,15.0,74,49,240,0.10400000000000001,1.0,1.0,,9.0,,9.0,45.0,3.0,106.5,,,
8,"Given, Morgan",So,RS,5-8,66,,66,24.0,2.0,73,43,250,0.12,1.0,6.0,8.0,23.0,,,20.0,3.0,89.0,,,
25,"Cappellino, Erica",Sr,OH,5-9,62,,62,21.0,5.0,38,41,159,-0.019,2.0,16.0,17.0,66.0,7.0,,3.0,2.0,55.5,1.0,,
6,"Claybaugh, Katherine",Jr,OH,6-0,45,,45,14.0,8.0,88,59,279,0.10400000000000001,10.0,4.0,9.0,73.0,16.0,1.0,7.0,1.0,96.5,,,
2,"Jubb, Jessica",So,MB,6-3,38,,38,16.0,8.0,42,25,130,0.131,3.0,8.0,16.0,10.0,1.0,4.0,27.0,3.0,67.5,,,
4,"Bean, Lisa",Jr,RS,6-0,19,,19,11.0,2.0,13,11,66,0.03,1.0,,2.0,9.0,3.0,,,,13.0,,,
12,"Palmer, Katherine",Jr,OH,6-0,14,,14,8.0,2.0,3,5,19,-0.105,,,2.0,2.0,,,2.0,1.0,4.0,,,
13,"Dulaney, Ariel",So,MB,6-0,10,,10,4.0,3.0,21,12,77,0.11699999999999999,1.0,,,33.0,,,,,21.0,,,
-,TEAM,-,-,-,-,-,14,10.0,,0,0,0,,,,,,8.0,,,,,,,
-,Totals,-,-,-,-,-,95,,,1048,631,3312,0.126,985.0,109.0,172.0,1278.0,148.0,24.0,250.0,34.0,1306.0,73.0,,
-,Opponent Totals,-,-,-,-,-,95,,,1164,454,3121,0.22699999999999998,1068.0,148.0,188.0,1362.0,109.0,46.0,328.0,31.0,1522.0,20.0,,
