Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
18,"Underdown, Amy",Jr,OH,6-1,121,,121,32.0,32.0,406,221,1253,0.14800000000000002,12.0,20.0,32.0,287.0,30.0,6.0,48.0,11.0,456.0,1.0,,
22,"Ellis, Kayla",Sr,DS,5-8,121,,121,32.0,6.0,3,2,33,0.03,38.0,27.0,27.0,285.0,16.0,,,,30.0,1.0,,
7,"Massey, Grace",So,DS,5-5,121,,121,32.0,,3,0,8,0.375,90.0,30.0,49.0,560.0,22.0,,,,33.0,4.0,,
10,"Goings, Maddie",So,OH,5-9,121,,121,32.0,32.0,393,205,1281,0.147,20.0,17.0,25.0,309.0,26.0,7.0,29.0,1.0,431.5,1.0,,
8,"Gravley, Maddy",Sr,MB,6-3,119,,119,32.0,32.0,215,77,613,0.225,7.0,5.0,8.0,35.0,2.0,14.0,115.0,12.0,291.5,,,
13,"Sheehan, Maddie",Fr,S,5-9,113,,113,32.0,29.0,67,23,178,0.247,973.0,15.0,28.0,230.0,,3.0,61.0,14.0,115.5,11.0,,
2,"Schell, Lindsey",Fr,MB,6-2,103,,103,32.0,30.0,169,82,438,0.19899999999999998,,,1.0,12.0,,12.0,86.0,7.0,224.0,,,
9,"Browne, Makenna",Jr,DS,5-5,100,,100,29.0,,1,1,2,0.0,4.0,13.0,15.0,54.0,6.0,,,,14.0,,,
4,"Bennett, Haylie",So,OPP,6-1,72,,72,20.0,14.0,149,81,455,0.149,4.0,,,26.0,,1.0,61.0,3.0,180.5,,,
20,"Vargas, Daniela",Sr,MB,6-1,69,,69,26.0,12.0,58,38,213,0.094,9.0,,,30.0,,4.0,29.0,7.0,76.5,1.0,,
5,"Gubrud, Montanna",Jr,S,5-6,53,,53,24.0,1.0,1,2,4,-0.25,139.0,7.0,9.0,37.0,,,,,8.0,1.0,,
24,"Bruin, Serena",Jr,MB,6-1,35,,35,11.0,2.0,34,17,100,0.17,,,1.0,4.0,,2.0,29.0,4.0,50.5,,,
6,"Hughes, Allison",So,S,5-11,25,,25,17.0,2.0,4,5,21,-0.048,129.0,1.0,3.0,31.0,,,7.0,1.0,8.5,4.0,,
11,"Waiters, Kyla",Fr,OH,6-0,11,,11,6.0,,4,5,20,-0.05,,,,4.0,,,,1.0,4.0,,,
23,"Clarke, Shekinah",Sr,OH,5-10,8,,8,4.0,,0,0,1,0.0,,,5.0,5.0,,,,,,,,
-,TEAM,-,-,-,-,-,25,19.0,,0,0,0,,,,,,19.0,,,,,,,
-,Totals,-,-,-,-,-,121,,,1507,759,4620,0.162,1425.0,135.0,203.0,1909.0,121.0,49.0,465.0,61.0,1923.5,24.0,,
-,Opponent Totals,-,-,-,-,-,121,,,1616,621,4426,0.225,1525.0,121.0,249.0,1997.0,135.0,58.0,513.0,69.0,2051.5,16.0,,
