Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
19,"Ebangwese, Santita",Sr,MB,6-0,108,,108,28.0,28.0,253,50,478,0.425,8.0,20.0,25.0,74.0,,25.0,119.0,6.0,357.5,2.0,,
11,"Shemanova, Polina",Fr,OH,6-0,106,,106,28.0,28.0,447,154,1132,0.259,19.0,9.0,27.0,282.0,10.0,5.0,59.0,13.0,490.5,1.0,,
14,"Trotter, Jalissa",Sr,S,5-7,106,,106,28.0,19.0,57,21,147,0.245,885.0,17.0,43.0,199.0,,5.0,50.0,10.0,104.0,17.0,,
12,"Witherspoon, Amber",Sr,MB,6-4,106,,106,28.0,28.0,186,48,397,0.348,1.0,,,9.0,,32.0,130.0,32.0,283.0,,,
7,"Saada, Ella",So,OH,6-1,102,,102,28.0,27.0,228,107,699,0.17300000000000001,21.0,20.0,33.0,222.0,30.0,4.0,26.0,7.0,265.0,,,
13,"Yastrub, Yuliia",Jr,OH,6-2,85,,85,26.0,7.0,78,45,300,0.11,11.0,15.0,14.0,135.0,9.0,4.0,44.0,7.0,119.0,,,
4,"Bowllan, Aliah",Jr,DS,5-5,82,,82,24.0,,1,0,2,0.5,55.0,10.0,15.0,248.0,18.0,,,,11.0,2.0,,
6,"Lukacs, Kendra",Jr,OH,6-1,71,,71,25.0,,29,9,64,0.312,21.0,12.0,25.0,171.0,12.0,,9.0,1.0,45.5,1.0,,
16,"Levanova, Mariia",Sr,OH,5-11,63,,63,23.0,9.0,55,36,198,0.096,3.0,4.0,7.0,38.0,1.0,2.0,34.0,9.0,78.0,,,
9,"Oyawale, Christina",Sr,MB,6-4,52,,52,18.0,12.0,36,11,84,0.298,,,,11.0,1.0,1.0,26.0,4.0,50.0,,,
5,"Karakasi, Elena",Fr,S,6-0,39,,39,19.0,3.0,12,4,27,0.29600000000000004,180.0,1.0,7.0,35.0,,,9.0,2.0,17.5,9.0,,
2,"Valelly, Dana",Jr,S,5-9,32,,32,13.0,6.0,0,0,1,0.0,113.0,1.0,3.0,45.0,,,,,1.0,6.0,,
3,"Gorelina, Anastasiya",Sr,RS,6-4,21,,21,13.0,1.0,8,8,32,0.0,,,,5.0,1.0,,3.0,1.0,9.5,1.0,,
10,"Andrews, Keeghan",Fr,OH,6-0,9,,9,5.0,,0,0,0,,,,2.0,3.0,,,,,,,,
15,"Gardner, Dana",So,MB,6-3,1,,1,1.0,,0,0,1,0.0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,14,12.0,,0,0,0,,,,,,14.0,,,,,,,
-,Totals,-,-,-,-,-,108,,,1390,493,3561,0.252,1317.0,109.0,201.0,1477.0,96.0,78.0,509.0,92.0,1831.5,39.0,,
-,Opponent Totals,-,-,-,-,-,108,,,1448,651,3891,0.205,1345.0,97.0,176.0,1471.0,109.0,32.0,376.0,43.0,1765.0,32.0,,
