Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
2,"Barnes, Lauren",So,DS,5-6,107,,107,31.0,5.0,0,1,9,-0.111,19.0,31.0,24.0,278.0,16.0,,,,31.0,,,
13,"Seliger-Swenson, Samantha",Sr,S,5-11,107,,107,31.0,31.0,61,14,155,0.303,1258.0,38.0,21.0,263.0,,6.0,35.0,7.0,122.5,2.0,,
20,"Rollins, Adanna",Fr,OH,6-0,107,,107,31.0,31.0,277,81,784,0.25,26.0,15.0,24.0,287.0,25.0,5.0,38.0,10.0,316.0,2.0,,
7,"McGraw, CC",Fr,L/DS,5-9,107,,107,31.0,,3,1,20,0.1,98.0,23.0,24.0,428.0,31.0,,,,26.0,2.0,,
21,"Pittman, Regan",So,MB,6-5,106,,106,31.0,31.0,274,53,552,0.4,14.0,8.0,28.0,76.0,,25.0,96.0,13.0,355.0,2.0,,
12,"Morgan, Taylor",Jr,MB,6-0,103,,103,30.0,30.0,249,60,499,0.379,8.0,,,25.0,,5.0,108.0,12.0,308.0,3.0,,
10,"Samedy, Stephanie",So,RS,6-2,103,,103,30.0,30.0,359,97,921,0.284,17.0,21.0,18.0,319.0,,3.0,81.0,6.0,423.5,1.0,,
19,"Hart, Alexis",Jr,OH,6-0,98,,98,28.0,20.0,296,92,800,0.255,7.0,,,78.0,15.0,2.0,45.0,1.0,320.5,,,
1,"Martin, Jasmyn",So,OH,6-3,50,,50,21.0,6.0,56,16,141,0.284,1.0,,,14.0,2.0,1.0,13.0,2.0,63.5,,,
3,"Nielsen, Sara",So,S,5-11,40,,40,19.0,,0,0,1,0.0,18.0,4.0,2.0,7.0,,,1.0,1.0,4.5,,,
4,"Sheehan, Claire",So,OH,6-1,7,,7,5.0,1.0,10,3,25,0.28,,,,5.0,,,3.0,1.0,11.5,,,
18,"Swider, Paulina",Fr,MB,6-1,6,,6,4.0,,3,2,8,0.125,,,,,,1.0,8.0,,8.0,,,
16,"Buford, Kayla",Sr,MB,6-2,6,,6,4.0,1.0,6,2,12,0.33299999999999996,,,,1.0,,,5.0,2.0,8.5,,,
15,"Litzau, Lauren",Jr,DS,5-8,4,,4,3.0,,0,0,0,,1.0,,2.0,7.0,,,,,,,,
8,"Zeimann, Alice",So,OH,6-0,3,,3,2.0,,0,0,0,,,,,2.0,,,,,,,,
9,"Beckley, Sophie",Sr,DS,5-6,2,,2,2.0,,0,0,0,,,,,1.0,,,,,,,,
-,TEAM,-,-,-,-,-,7,7.0,,0,0,0,,,,,,4.0,,,,,,,
-,Totals,-,-,-,-,-,107,,,1594,422,3927,0.298,1467.0,140.0,143.0,1791.0,93.0,48.0,433.0,55.0,1998.5,12.0,,
-,Opponent Totals,-,-,-,-,-,107,,,1416,638,4121,0.18899999999999997,1369.0,93.0,189.0,1656.0,140.0,32.0,297.0,58.0,1689.5,25.0,,
