Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
5,"Fry, Natalie",So,MB,6-1,123,,123,36.0,36.0,194,63,573,0.22899999999999998,6.0,23.0,9.0,72.0,1.0,5.0,99.0,5.0,271.5,,,
9,"Macke, Kylee",So,DS,5-6,121,,121,35.0,,0,0,1,0.0,81.0,4.0,7.0,577.0,20.0,,,,4.0,1.0,,
4,"Tubbs, Elle",Jr,MB,6-4,117,,117,35.0,32.0,195,75,549,0.21899999999999997,6.0,35.0,52.0,56.0,,3.0,100.0,5.0,283.0,,,
25,"Cheek, Cathryn",Sr,OH,5-10,116,,116,36.0,33.0,426,202,1350,0.166,21.0,16.0,41.0,362.0,34.0,10.0,70.0,4.0,487.0,2.0,,
6,"Smith, Caitlyn",Fr,S,5-10,99,,99,31.0,8.0,7,2,37,0.135,636.0,11.0,7.0,224.0,1.0,,7.0,4.0,21.5,11.0,,
17,"Aspinwall, Paige",Jr,S,5-10,97,,97,30.0,28.0,19,3,49,0.327,716.0,9.0,8.0,226.0,,,7.0,2.0,31.5,6.0,,
11,"Plock, Emily",So,OPP,6-2,96,,96,31.0,,225,101,619,0.2,2.0,,2.0,35.0,1.0,3.0,48.0,4.0,252.0,,,
16,"Gergen, Gillian",So,MB,6-0,93,,93,29.0,24.0,161,62,516,0.192,5.0,2.0,3.0,43.0,,4.0,70.0,6.0,202.0,,,
12,"Schofield, Grace",Sr,OH,6-0,92,,92,28.0,21.0,254,111,822,0.174,14.0,5.0,18.0,210.0,24.0,6.0,29.0,4.0,279.5,2.0,,
14,"Ford, Madi",So,DS,5-8,88,,88,32.0,12.0,0,3,14,-0.214,17.0,8.0,13.0,170.0,15.0,,,,8.0,1.0,,
13,"Holmes, Callan",Jr,OH,5-11,60,,60,26.0,13.0,126,77,400,0.122,10.0,12.0,23.0,133.0,11.0,,8.0,1.0,142.0,,,
1,"Pioske, Danielle",Fr,L/DS,5-7,51,,51,25.0,4.0,1,0,1,1.0,2.0,3.0,6.0,80.0,4.0,,,,4.0,,,
8,"Dolphin, Riley",Fr,MB,6-2,26,,26,13.0,5.0,18,7,46,0.239,2.0,4.0,10.0,9.0,,1.0,16.0,2.0,31.0,1.0,,
18,"Smith, McKenzie",Fr,OH,5-11,10,,10,7.0,,2,1,5,0.2,,,,1.0,,,2.0,,3.0,,,
2,"Jensen, Sara",Sr,S,5-11,5,,5,3.0,1.0,0,0,3,0.0,11.0,,1.0,13.0,,,1.0,,0.5,,,
-,TEAM,-,-,-,-,-,36,23.0,,0,2,2,-1.0,,,1.0,,27.0,,,,,,,
-,Totals,-,-,-,-,-,125,,,1628,709,4987,0.184,1529.0,132.0,201.0,2211.0,138.0,32.0,457.0,37.0,2020.5,24.0,,
-,Opponent Totals,-,-,-,-,-,125,,,1599,726,4888,0.179,1508.0,138.0,217.0,2310.0,132.0,49.0,474.0,43.0,2023.0,40.0,,
