Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
16,"Leonard, Maurissa",Sr,L/DS,5-4,106,,106,27.0,1.0,3,3,19,0.0,61.0,28.0,29.0,619.0,33.0,,,,31.0,1.0,,
1,"Birnbrich, Zoe",Jr,MH,6-1,106,,106,27.0,26.0,299,77,675,0.32899999999999996,4.0,17.0,16.0,44.0,,19.0,67.0,9.0,368.5,,,
11,"Kleespies, Chloee",So,OH,6-2,106,,106,27.0,18.0,332,133,1156,0.172,3.0,4.0,14.0,121.0,1.0,13.0,37.0,5.0,367.5,1.0,,
5,"Neal, Rhyen",So,DS,5-8,106,,106,27.0,17.0,1,0,5,0.2,28.0,19.0,27.0,262.0,38.0,,1.0,,20.5,1.0,,
9,"Stephenson, Andrea",Sr,DS,5-6,105,,105,27.0,8.0,2,1,3,0.33299999999999996,14.0,15.0,17.0,224.0,30.0,,1.0,,17.5,,,
12,"Falzone, Alexis",Fr,MB,6-1,98,,98,26.0,26.0,151,55,411,0.23399999999999999,4.0,,4.0,16.0,,9.0,58.0,3.0,189.0,1.0,,
15,"Townsend, Carly",Sr,S,5-11,95,,95,26.0,23.0,44,23,128,0.16399999999999998,891.0,13.0,23.0,179.0,1.0,12.0,33.0,7.0,85.5,39.0,,
10,"Swope, Emma",So,OH,6-1,93,,93,27.0,11.0,163,107,671,0.083,,,1.0,52.0,3.0,4.0,19.0,2.0,176.5,,,
3,"Barhorst, Caleigh",So,OH,6-0,87,,87,24.0,5.0,46,48,203,-0.01,5.0,5.0,29.0,150.0,10.0,,5.0,,53.5,,,
8,"Wilcox, Elise",Fr,OPP,6-1,64,,64,19.0,14.0,114,72,327,0.128,2.0,9.0,27.0,45.0,,2.0,9.0,2.0,129.5,1.0,,
18,"Clay, Lynnea",Sr,MH,6-2,57,,57,21.0,8.0,41,35,141,0.043,,,,9.0,,6.0,26.0,4.0,60.0,1.0,,
7,"Sendelbach, Haley",Sr,OH,6-1,46,,46,18.0,1.0,26,24,151,0.013000000000000001,,7.0,6.0,24.0,3.0,2.0,4.0,2.0,37.0,,,
2,"Fogg, Maddie",Fr,S,5-11,22,,22,10.0,4.0,10,2,20,0.4,141.0,2.0,6.0,39.0,,2.0,5.0,,16.5,7.0,,
4,"Beasley, Megan",Fr,S,6-1,7,,7,5.0,,0,2,2,-1.0,9.0,,2.0,2.0,,,,,,3.0,,
14,"Beasley, Liz",Fr,OH,6-1,1,,1,1.0,,1,0,1,1.0,,,,,,,,,1.0,,,
-,TEAM,-,-,-,-,-,10,7.0,,0,0,0,,,,,,7.0,,,,,,,
-,Totals,-,-,-,-,-,106,,,1233,582,3913,0.166,1162.0,119.0,201.0,1786.0,126.0,69.0,265.0,34.0,1553.5,55.0,,
-,Opponent Totals,-,-,-,-,-,106,,,1377,548,3965,0.209,1262.0,126.0,231.0,1813.0,119.0,45.0,246.0,12.0,1671.0,26.0,,
