Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
4,"McLaughlin, Kylee",So,S,5-10,108,,108,28.0,28.0,60,13,167,0.281,1162.0,20.0,16.0,282.0,,1.0,64.0,4.0,113.0,5.0,,
8,"Enneking, Alyssa",Sr,OPP,5-11,108,,108,28.0,28.0,479,186,1322,0.222,19.0,17.0,38.0,308.0,26.0,4.0,46.0,7.0,523.0,2.0,,
9,"Kinley, Keyton",So,DS,5-5,108,,108,28.0,,5,3,20,0.1,92.0,10.0,25.0,541.0,24.0,,,,15.0,,,
13,"Sanders, Sarah",So,OH,6-4,108,,108,28.0,24.0,230,70,633,0.253,3.0,8.0,16.0,42.0,,3.0,86.0,8.0,284.0,1.0,,
21,"Harty, Aysia",Fr,DS,5-7,108,,108,28.0,4.0,1,0,4,0.25,19.0,11.0,15.0,176.0,11.0,,,,12.0,,,
2,"Anderson, Paige",So,MB,6-2,107,,107,28.0,28.0,219,77,515,0.276,6.0,1.0,10.0,27.0,,10.0,128.0,26.0,294.0,1.0,,
22,"Kadiku, Brianna",Jr,MB,6-2,107,,107,28.0,28.0,186,79,439,0.244,,7.0,32.0,13.0,1.0,11.0,108.0,10.0,258.0,,,
25,"Miller, Morgan",Sr,S,6-0,83,,83,25.0,12.0,128,67,400,0.152,17.0,9.0,32.0,137.0,14.0,,19.0,3.0,146.5,,,
10,"Maras, Sarah",So,OH,6-1,61,,61,22.0,15.0,104,68,397,0.091,3.0,13.0,24.0,77.0,6.0,5.0,21.0,4.0,132.5,,,
15,"Morikawa, Kira",So,DS,5-7,54,,54,19.0,3.0,1,0,3,0.33299999999999996,3.0,1.0,,45.0,5.0,,,,2.0,1.0,,
7,"Sanchez, Haley",Jr,DS,5-3,30,,30,10.0,,0,0,0,,,7.0,15.0,7.0,,,,,7.0,,,
11,"Drescher, Madison",Sr,OPP,6-2,8,,8,6.0,,1,1,8,0.0,,,1.0,,,2.0,1.0,1.0,3.5,,,
1,"Zampati, Olga",Fr,OH,6-0,8,,8,6.0,,0,0,0,,,,1.0,,,,,,,,,
5,"Hogan, Hali'A",So,MB,5-11,3,,3,2.0,,0,0,0,,,,2.0,,,,,,,,,
16,"Simms, Sabrina",Fr,OH,6-0,2,,2,2.0,,0,2,5,-0.4,,,,,,,1.0,1.0,0.5,,,
-,TEAM,-,-,-,-,-,20,13.0,,0,0,0,,,,,,6.0,,,,,,,
-,Totals,-,-,-,-,-,108,,,1414,566,3913,0.217,1324.0,104.0,227.0,1655.0,93.0,36.0,474.0,64.0,1791.0,10.0,,
-,Opponent Totals,-,-,-,-,-,108,,,1372,627,3945,0.18899999999999997,1274.0,93.0,207.0,1633.0,103.0,37.0,427.0,59.0,1715.5,22.0,,
