Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
11,"Grice, Kaitlyn",Sr,MB,6-2,121,,121,31.0,31.0,285,70,662,0.325,12.0,34.0,25.0,60.0,1.0,21.0,135.0,14.0,407.5,,,
7,"Dunn, Blessing",Sr,OH,5-8,120,,120,31.0,31.0,250,124,816,0.154,16.0,32.0,31.0,361.0,22.0,6.0,34.0,4.0,305.0,1.0,,
15,"Thomas, Sarah",Jr,S,6-0,116,,116,30.0,30.0,20,10,73,0.13699999999999998,801.0,16.0,33.0,176.0,,1.0,9.0,,41.5,15.0,,
1,"Nava, Andrea",Jr,L/DS,5-0,115,,115,31.0,,0,2,9,-0.222,63.0,7.0,14.0,416.0,40.0,,1.0,,7.5,1.0,,
8,"Vega, Brianna",Jr,OH,5-11,109,,109,30.0,24.0,234,109,695,0.18,10.0,32.0,31.0,206.0,22.0,1.0,50.0,1.0,292.0,,,
20,"Omoghibo, Ehize",Jr,OPP,6-0,103,,103,30.0,25.0,179,93,569,0.151,4.0,,1.0,29.0,,3.0,79.0,7.0,221.5,,,
12,"Hunter, Kyra",So,OPP,6-0,93,,93,31.0,3.0,167,77,447,0.201,4.0,,,17.0,,1.0,55.0,11.0,195.5,2.0,,
3,"Rand, Rhyan",So,OH,5-9,87,,87,26.0,19.0,114,55,300,0.19699999999999998,6.0,7.0,21.0,47.0,3.0,8.0,57.0,4.0,157.5,,,
5,"Uline, Samantha",Sr,DS,5-11,81,,81,28.0,5.0,12,14,56,-0.036000000000000004,15.0,7.0,18.0,136.0,25.0,,1.0,,19.5,2.0,,
9,"Wurster, Amanda",Fr,S,5-9,68,,68,23.0,1.0,6,5,30,0.033,311.0,8.0,15.0,76.0,,,1.0,,14.5,40.0,,
22,"Hindenburg, Lane",Sr,OH,6-0,57,,57,18.0,13.0,88,37,232,0.22,4.0,8.0,17.0,20.0,1.0,2.0,46.0,3.0,121.0,,,
6,"Schumacher, Jordan",So,OH,5-9,39,,39,17.0,4.0,45,21,160,0.15,2.0,3.0,7.0,53.0,5.0,1.0,9.0,3.0,53.5,3.0,,
2,"Grau, Manela",Sr,S,5-9,25,,25,13.0,,1,0,3,0.33299999999999996,60.0,5.0,6.0,27.0,,,,,6.0,16.0,,
23,"Rozas, Raegan",Fr,L/DS,5-3,23,,23,10.0,,1,0,1,1.0,,,,28.0,3.0,,,,1.0,,,
4,"Spartz, Alexa",Fr,L/DS,5-5,22,,22,9.0,,0,0,0,,1.0,4.0,7.0,31.0,3.0,,,,4.0,,,
21,"Crain, Breanna",Jr,L/DS,5-0,17,,17,10.0,,0,0,0,,1.0,4.0,5.0,25.0,4.0,,,,4.0,,,
10,"Walsh, Maxine",Fr,OH,5-11,9,,9,6.0,,6,2,20,0.2,1.0,,1.0,4.0,3.0,1.0,1.0,1.0,7.5,,,
-,TEAM,-,-,-,-,-,38,21.0,,0,0,0,,11.0,,,,28.0,,,,,,,
-,Totals,-,-,-,-,-,121,,,1408,619,4073,0.19399999999999998,1322.0,167.0,232.0,1712.0,160.0,45.0,478.0,48.0,1859.0,80.0,,
-,Opponent Totals,-,-,-,-,-,121,,,1540,711,4293,0.193,1458.0,160.0,228.0,1783.0,166.0,43.0,345.0,53.0,1915.5,38.0,,
