Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
15,"Goldstein, Madison",Jr,OPP,6-0,89,,89,25.0,20.0,178,93,501,0.17,2.0,5.0,15.0,52.0,,2.0,47.0,13.0,208.5,2.0,,
2,"Furrer, Caroline",Jr,OH,5-10,89,,89,25.0,,1,3,20,-0.1,57.0,20.0,38.0,336.0,33.0,,,,21.0,2.0,,
7,"Jones, Parker",So,OH,6-1,89,,89,25.0,20.0,229,106,721,0.171,14.0,12.0,18.0,217.0,24.0,8.0,21.0,4.0,259.5,,,
12,"Sulaimon, Raven",So,OH,5-10,87,,87,25.0,23.0,253,107,671,0.218,1.0,5.0,9.0,57.0,18.0,2.0,28.0,8.0,274.0,,,
3,"Planek, Margaret",Fr,MH,6-0,86,,86,25.0,7.0,53,42,225,0.049,14.0,14.0,36.0,132.0,33.0,,9.0,1.0,71.5,1.0,,
8,"Cooper, Taylor",Sr,MH,6-0,85,,85,24.0,24.0,130,44,327,0.263,4.0,,,17.0,1.0,8.0,75.0,5.0,175.5,1.0,,
18,"Raquel, Carmina",Fr,DS,5-8,79,,79,22.0,3.0,0,0,0,,10.0,7.0,11.0,103.0,21.0,,,,7.0,,,
1,"James, Grace",Sr,S,6-0,68,,68,20.0,19.0,33,16,101,0.168,641.0,15.0,43.0,137.0,,,29.0,10.0,62.5,26.0,,
4,"Tulloh, Julia",Sr,DS,5-6,61,,61,19.0,2.0,0,0,0,,5.0,5.0,3.0,44.0,4.0,,,,5.0,,,
19,"Fornaciari, Daniela",Fr,MH,6-2,47,,47,13.0,13.0,56,27,169,0.172,2.0,4.0,14.0,9.0,,2.0,38.0,3.0,81.0,,,
14,"Behrbaum, Brooke",Sr,MH,6-2,46,,46,13.0,13.0,83,32,199,0.256,,,2.0,9.0,,7.0,25.0,12.0,102.5,1.0,,
10,"Kulinski, Kylie",Fr,S,6-0,22,,22,7.0,6.0,1,10,16,-0.562,204.0,8.0,7.0,38.0,,,6.0,1.0,12.0,11.0,,
5,"Cohen, Carly",Fr,OH,5-10,12,,12,5.0,,2,1,4,0.25,1.0,,,12.0,5.0,,,,2.0,,,
11,"Quinn, Courtney",Sr,OH,5-9,3,,3,2.0,,0,0,2,0.0,,,,2.0,,,,,,,,
20,"Bolling, Carlie",Jr,DS,5-1,1,,1,1.0,,0,0,0,,,,,,,,,,,,,
16,"Ernst, Daia",So,OPP,6-1,1,,1,1.0,,0,0,0,,,,,,,,,,,,,
13,"Leng, Caroline",So,OPP,6-3,1,,1,1.0,,0,2,2,-1.0,,,,,,,,,,,,
22,"McDermott, Brigit",Sr,DS,5-8,1,,1,1.0,,0,0,0,,,,,,,,,,,,,
9,"Raquel, Caroline",Jr,OH,5-10,1,,1,1.0,,0,0,1,0.0,,,,1.0,,,,,,,,
-,TEAM,-,-,-,-,-,14,7.0,,0,0,0,,,,,,12.0,,,,,,,
-,Totals,-,-,-,-,-,89,,,1019,483,2959,0.18100000000000002,955.0,95.0,196.0,1166.0,151.0,29.0,278.0,57.0,1282.0,44.0,,
-,Opponent Totals,-,-,-,-,-,89,,,1161,466,3005,0.231,1075.0,151.0,202.0,1239.0,95.0,47.0,283.0,43.0,1500.5,30.0,,
