Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
13,"Nemeth, Anett",Fr,OPP,6-1,93,,93,25.0,25.0,350,146,894,0.228,147.0,22.0,43.0,252.0,2.0,19.0,63.0,6.0,422.5,1.0,5.0,
1,"House, Kaylah",So,OPP,6-3,92,,92,25.0,21.0,120,32,291,0.302,3.0,1.0,5.0,32.0,2.0,17.0,43.0,6.0,159.5,,,
7,"Alvis, Sydney",Sr,DS,5-4,91,,91,25.0,,1,1,21,0.0,53.0,18.0,16.0,367.0,18.0,,,,19.0,,,
4,"Manning, Kyla",So,OH,6-0,87,,87,24.0,22.0,277,130,826,0.17800000000000002,11.0,8.0,27.0,143.0,13.0,20.0,11.0,2.0,310.5,,,
3,"Bozdeva, Ani",So,OH,6-2,86,,86,25.0,25.0,174,84,623,0.14400000000000002,14.0,12.0,33.0,130.0,29.0,8.0,9.0,2.0,198.5,,,
8,"Lulic, Dora",Sr,MB,6-2,85,,85,23.0,23.0,127,55,284,0.254,7.0,13.0,33.0,57.0,2.0,12.0,64.0,4.0,184.0,,,
16,"Cahill, Carla",So,DS,5-8,83,,83,24.0,1.0,2,1,9,0.111,40.0,6.0,10.0,175.0,11.0,,,,8.0,,,
6,"Boothe, Sara",Sr,S,5-8,74,,74,21.0,20.0,37,8,109,0.266,641.0,16.0,19.0,160.0,,1.0,12.0,4.0,60.0,14.0,,
14,"Nance, Christina",Fr,MB,6-3,56,,56,19.0,6.0,13,10,49,0.061,1.0,,1.0,8.0,,5.0,21.0,2.0,28.5,,,
9,"Orsi Toth, Reka",Fr,OH,5-11,55,,55,19.0,2.0,52,30,225,0.098,1.0,4.0,14.0,63.0,5.0,4.0,11.0,1.0,65.5,,,
12,"Hakansson, Ann-Katrine",Fr,S,5-10,41,,41,17.0,5.0,0,2,6,-0.33299999999999996,173.0,3.0,8.0,49.0,,,,1.0,3.0,12.0,,
15,"Ladewig, Shelby",Sr,DS,5-9,23,,23,11.0,,0,0,1,0.0,1.0,,,21.0,1.0,,,,,,,
2,"Beck, Haylie",So,DS,5-7,16,,16,12.0,,0,0,2,0.0,,1.0,2.0,4.0,,,,,1.0,,,
-,TEAM,-,-,-,-,-,16,12.0,,0,0,0,,,,,,16.0,,,,,,,
-,Totals,-,-,-,-,-,93,,,1153,499,3340,0.196,1092.0,104.0,211.0,1461.0,99.0,86.0,234.0,28.0,1460.0,27.0,,
-,Opponent Totals,-,-,-,-,-,93,,,1129,526,3338,0.18100000000000002,1057.0,99.0,179.0,1466.0,104.0,68.0,245.0,24.0,1418.5,10.0,,
