Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
8,"Lockey, Kortney",Sr,OH,5-10,111,,111,29.0,29.0,351,146,1126,0.182,26.0,32.0,22.0,338.0,20.0,5.0,18.0,3.0,397.0,1.0,,
10,"Hinrichs, Lauren",So,MB,6-1,111,,111,29.0,29.0,263,83,625,0.28800000000000003,8.0,,6.0,36.0,,6.0,42.0,2.0,290.0,2.0,,
6,"Els, Taylor",Jr,DS,5-6,111,,111,29.0,,4,3,17,0.059000000000000004,44.0,28.0,22.0,607.0,35.0,,,,32.0,,,
15,"McCartney, Jadyn",So,OH,5-11,110,,110,29.0,28.0,239,105,708,0.18899999999999997,4.0,,2.0,58.0,3.0,3.0,32.0,1.0,258.0,,,
7,"Schultz, Daisy",So,S,5-9,108,,108,28.0,28.0,46,19,160,0.16899999999999998,1212.0,18.0,33.0,192.0,2.0,3.0,17.0,7.0,75.5,16.0,,
5,"Muff, Taylor",So,OH,5-11,107,,107,28.0,28.0,297,169,872,0.147,23.0,36.0,49.0,284.0,32.0,7.0,18.0,17.0,349.0,2.0,,
9,"Uyemura, Kayla",Sr,DS,5-3,105,,105,28.0,1.0,0,1,11,-0.091,8.0,21.0,18.0,112.0,1.0,,,,21.0,,,
14,"Lawrence, Brittany",Sr,MB,6-4,98,,98,28.0,27.0,193,50,415,0.345,5.0,,,21.0,2.0,6.0,37.0,1.0,217.5,1.0,,
2,"Katarzynski, Laura",Fr,DS,5-8,82,,82,25.0,,1,1,8,0.0,8.0,19.0,32.0,152.0,7.0,,,,20.0,,,
4,"Feather, Kyndall",Fr,DS,5-6,40,,40,12.0,1.0,0,2,2,-1.0,52.0,11.0,17.0,35.0,1.0,,,,11.0,,,
16,"Jo Ince, Kailey",Fr,OH,6-1,29,,29,17.0,1.0,33,30,116,0.026000000000000002,,1.0,,16.0,1.0,,5.0,1.0,36.5,,,
1,"Bremer, Maddy",Fr,MB,6-0,28,,28,12.0,2.0,43,18,105,0.23800000000000002,2.0,,1.0,3.0,,2.0,11.0,,50.5,1.0,,
3,"Sterling, Bailee",Fr,OH,5-11,1,,1,1.0,,0,0,0,,,,,1.0,,,,,,,,
-,TEAM,-,-,-,-,-,19,13.0,,0,0,0,,,,,,15.0,,,,,,,
-,Totals,-,-,-,-,-,111,,,1470,627,4165,0.20199999999999999,1392.0,166.0,202.0,1855.0,119.0,32.0,180.0,32.0,1758.0,23.0,,
-,Opponent Totals,-,-,-,-,-,111,,,1309,542,3919,0.196,1220.0,119.0,200.0,1735.0,166.0,48.0,315.0,49.0,1633.5,23.0,,
