Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
7,"Dim, Ivette",Sr,MB,6-2,99,,99,27.0,27.0,210,74,450,0.302,2.0,,2.0,15.0,2.0,16.0,62.0,12.0,257.0,1.0,,
15,"Thomas, Tomar",Sr,MB,6-1,98,,98,27.0,26.0,280,149,767,0.171,6.0,22.0,50.0,130.0,56.0,7.0,30.0,7.0,324.0,1.0,,
1,"Box, Bre'Ala",So,MB,5-10,91,,91,26.0,23.0,131,67,340,0.188,9.0,12.0,24.0,47.0,1.0,7.0,37.0,7.0,168.5,,,
3,"Scott, Zahria",Sr,L/DS,5-3,90,,90,25.0,5.0,0,0,1,0.0,20.0,26.0,25.0,154.0,22.0,,,,26.0,3.0,,
21,"Rogers, Kyla",Fr,S,5-8,85,,85,23.0,21.0,13,6,34,0.20600000000000002,442.0,16.0,38.0,96.0,1.0,,2.0,1.0,30.0,29.0,,
6,"House, Dannisha",Jr,MB,6-1,83,,83,26.0,21.0,122,82,382,0.105,2.0,7.0,18.0,36.0,,8.0,34.0,4.0,154.0,,,
2,"Nash, Abigale",Fr,OH,5-9,82,,82,23.0,21.0,156,99,471,0.121,19.0,18.0,28.0,193.0,17.0,1.0,10.0,3.0,180.0,,,
8,"Pevic, Nina",Jr,RS,5-8,81,,81,23.0,3.0,114,40,324,0.228,6.0,,,25.0,1.0,2.0,33.0,1.0,132.5,1.0,,
5,"Pequeno, Erin",Sr,L/DS,5-4,81,,81,26.0,,0,0,4,0.0,54.0,2.0,10.0,239.0,30.0,,1.0,,2.5,,,
12,"Legette, Alyssa",Fr,L/DS,5-2,79,,79,22.0,6.0,8,2,25,0.24,407.0,14.0,36.0,110.0,,,1.0,,22.5,21.0,,
11,"Haschke, Kinsy",Fr,OH,5-10,31,,31,14.0,,13,12,52,0.019,38.0,5.0,5.0,32.0,6.0,,2.0,,19.0,13.0,,
13,"Hlavac, Murielle",Sr,OH,5-8,23,,23,13.0,2.0,13,14,50,-0.02,3.0,3.0,8.0,16.0,6.0,,,1.0,16.0,,,
4,"Danrich, Mercedes",Fr,OH,6-0,19,,19,9.0,5.0,31,19,85,0.141,,,,4.0,,1.0,8.0,1.0,36.0,,,
14,"Strohschein, Monica",Sr,OH,5-9,19,,19,9.0,2.0,9,9,40,0.0,14.0,2.0,7.0,23.0,4.0,,1.0,,11.5,7.0,,
9,"Maire, Moerani",Jr,S,5-9,2,,2,2.0,,1,0,1,1.0,1.0,,,,,,,,1.0,,,
-,TEAM,-,-,-,-,-,36,21.0,,0,0,0,,,,,,28.0,,,,,,,
-,Totals,-,-,-,-,-,99,,,1101,573,3026,0.174,1023.0,127.0,251.0,1120.0,174.0,42.0,221.0,37.0,1380.5,76.0,,
-,Opponent Totals,-,-,-,-,-,99,,,1134,432,2910,0.24100000000000002,1030.0,173.0,218.0,1160.0,127.0,48.0,228.0,38.0,1469.0,36.0,,
