Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl,Attend
2,"Irvin, Grace",Jr,DS,5-7,110,,110,28.0,20.0,0,1,2,-0.5,24.0,12.0,36.0,211.0,21.0,,,,12.0,,,
4,"Pickrell, Kylie",Sr,S,6-0,110,,110,28.0,28.0,59,26,168,0.196,1189.0,24.0,54.0,267.0,,9.0,48.0,3.0,116.0,30.0,,
9,"Kuchmaner, Makenzie",Sr,DS,5-8,110,,110,28.0,,1,0,4,0.25,100.0,17.0,19.0,516.0,20.0,,,,18.0,2.0,,
20,"Terry, Lauryn",Jr,MB,6-3,110,,110,28.0,26.0,173,48,403,0.31,2.0,5.0,22.0,23.0,,13.0,83.0,4.0,232.5,1.0,,
3,"Evans, Melissa",So,OPP,6-1,110,,110,28.0,21.0,349,172,985,0.18,12.0,18.0,48.0,191.0,1.0,8.0,47.0,1.0,398.5,,,
30,"Sopitan, Teni",Sr,MB,6-1,108,,108,28.0,8.0,391,187,1115,0.183,1.0,,,62.0,1.0,23.0,30.0,5.0,429.0,,,
6,"Kasper, Kassie",Sr,DS,5-6,106,,106,28.0,5.0,1,0,1,1.0,2.0,7.0,3.0,74.0,15.0,,,,8.0,,,
5,"Moore, Keira",Sr,RS,6-2,102,,102,27.0,26.0,142,59,330,0.252,1.0,1.0,7.0,13.0,,6.0,59.0,5.0,178.5,,,
15,"Parchment, Jade",Fr,OH,-,100,,100,27.0,25.0,280,126,790,0.195,22.0,8.0,45.0,216.0,28.0,4.0,20.0,1.0,302.0,2.0,,
1,"Frazier, Kaylee",Fr,L/DS,5-9,83,,83,23.0,5.0,0,0,1,0.0,6.0,5.0,1.0,82.0,14.0,,,,5.0,,,
14,"Chatman, Erin",Sr,OH,5-10,25,,25,10.0,4.0,40,27,149,0.087,3.0,1.0,4.0,28.0,15.0,,6.0,2.0,44.0,,,
13,"Chatman, Kristen",Fr,OH,5-10,15,,15,6.0,,1,0,2,0.5,,4.0,7.0,3.0,,,1.0,,5.5,,,
12,"Konchan, Sarah",Sr,OH,6-0,13,,13,9.0,,10,6,29,0.138,,,3.0,2.0,,1.0,2.0,,12.0,,,
7,"Chukwujekwu, Pam",Fr,MB,6-2,10,,10,7.0,,4,1,14,0.214,,,,,,,3.0,2.0,5.5,,,
17,"Kemp, Jessica",So,MB,6-3,2,,2,2.0,,0,1,5,-0.2,,,,,,,1.0,1.0,0.5,,,
-,TEAM,-,-,-,-,-,6,5.0,,0,0,0,,,,,,5.0,,,,,,,
-,Totals,-,-,-,-,-,110,,,1451,654,3998,0.19899999999999998,1362.0,102.0,249.0,1688.0,120.0,64.0,300.0,24.0,1767.0,35.0,,
-,Opponent Totals,-,-,-,-,-,110,,,1347,586,3880,0.196,1266.0,120.0,207.0,1616.0,102.0,55.0,447.0,37.0,1745.5,37.0,,
